S-17-4-4-0-NR,0.005990743637084961,467,[[[13, 14, 9, 5], [9, 2, 10, 4], [10, 9, 3, 11], [3, 17, 16, 16]], [[13, 5, 4, 12], [4, 4, 14, 11], [14, 11, 7, 16], [7, 16, 10, 15]], [[16, 12, 17, 9], [17, 11, 2, 1], [2, 16, 3, 13], [3, 15, 12, 1]], [[7, 9, 16, 17], [16, 1, 11, 5], [11, 13, 8, 10], [8, 1, 5, 4]]]
S-17-4-4-1-NR,0.003774404525756836,295,[[[5, 3, 9, 8], [9, 9, 4, 11], [4, 4, 1, 1], [1, 16, 15, 1]], [[16, 8, 1, 13], [1, 11, 7, 14], [7, 1, 1, 17], [1, 1, 13, 8]], [[7, 13, 15, 16], [15, 14, 8, 12], [8, 17, 8, 8], [8, 8, 4, 15]], [[16, 16, 10, 1], [10, 12, 1, 13], [1, 8, 14, 14], [14, 15, 1, 15]]]
S-17-4-4-2-NR,0.002924203872680664,209,[[[2, 3, 9, 2], [9, 3, 1, 12], [1, 12, 15, 11], [15, 6, 10, 13]], [[9, 2, 14, 17], [14, 12, 6, 6], [6, 11, 8, 8], [8, 13, 7, 1]], [[2, 17, 6, 11], [6, 6, 6, 5], [6, 8, 17, 17], [17, 1, 6, 12]], [[14, 11, 17, 13], [17, 5, 6, 17], [6, 17, 15, 12], [15, 12, 15, 17]]]
S-17-4-4-3-NR,0.008958578109741211,593,[[[8, 5, 17, 13], [17, 12, 1, 3], [1, 16, 6, 2], [6, 3, 1, 10]], [[16, 13, 1, 9], [1, 3, 16, 13], [16, 2, 14, 13], [14, 10, 9, 15]], [[8, 9, 5, 12], [5, 13, 4, 2], [4, 13, 5, 16], [5, 15, 7, 7]], [[16, 12, 9, 16], [9, 2, 14, 13], [14, 16, 10, 5], [10, 7, 8, 5]]]
S-17-4-4-4-NR,0.0004923343658447266,61,[[[8, 10, 6, 4], [6, 4, 9, 7], [9, 13, 1, 9], [1, 16, 5, 9]], [[3, 4, 7, 6], [7, 7, 10, 10], [10, 9, 12, 3], [12, 9, 3, 11]], [[1, 6, 13, 17], [13, 10, 8, 6], [8, 3, 8, 16], [8, 11, 13, 9]], [[10, 17, 3, 2], [3, 6, 10, 8], [10, 16, 1, 17], [1, 9, 12, 9]]]
S-17-4-4-5-NR,0.016036510467529297,2293,[[[9, 12, 7, 14], [7, 17, 9, 6], [9, 1, 13, 6], [13, 15, 8, 3]], [[2, 14, 5, 15], [5, 6, 5, 5], [5, 6, 1, 1], [1, 3, 6, 7]], [[4, 15, 7, 6], [7, 5, 6, 10], [6, 1, 11, 7], [11, 7, 12, 7]], [[16, 6, 6, 8], [6, 10, 7, 13], [7, 7, 13, 4], [13, 7, 8, 1]]]
S-17-4-4-6-NR,0.0015478134155273438,218,[[[3, 16, 9, 3], [9, 9, 14, 11], [14, 2, 3, 12], [3, 1, 5, 14]], [[16, 3, 9, 15], [9, 11, 4, 7], [4, 12, 10, 4], [10, 14, 12, 2]], [[11, 15, 7, 12], [7, 7, 16, 7], [16, 4, 17, 17], [17, 2, 1, 1]], [[9, 12, 12, 16], [12, 7, 8, 7], [8, 17, 14, 14], [14, 1, 4, 7]]]
S-17-4-4-7-NR,0.00841069221496582,1175,[[[11, 5, 3, 14], [3, 13, 2, 4], [2, 2, 8, 2], [8, 3, 4, 13]], [[12, 14, 2, 8], [2, 4, 2, 5], [2, 2, 10, 14], [10, 13, 2, 5]], [[17, 8, 4, 10], [4, 5, 6, 4], [6, 14, 7, 12], [7, 5, 7, 4]], [[2, 10, 3, 3], [3, 4, 2, 14], [2, 12, 7, 14], [7, 4, 3, 8]]]
S-17-4-4-8-NR,0.007622480392456055,1100,[[[8, 12, 13, 16], [13, 13, 7, 13], [7, 5, 3, 16], [3, 7, 2, 8]], [[3, 16, 1, 9], [1, 13, 17, 14], [17, 16, 16, 13], [16, 8, 5, 4]], [[8, 9, 9, 4], [9, 14, 3, 13], [3, 13, 13, 4], [13, 4, 17, 2]], [[7, 4, 11, 13], [11, 13, 8, 1], [8, 4, 3, 15], [3, 2, 16, 15]]]
S-17-4-4-9-NR,0.02895069122314453,2171,[[[15, 12, 6, 6], [6, 9, 8, 2], [8, 5, 4, 5], [4, 6, 1, 17]], [[11, 6, 3, 13], [3, 2, 4, 10], [4, 5, 7, 8], [7, 17, 17, 14]], [[15, 13, 3, 9], [3, 10, 7, 13], [7, 8, 9, 11], [9, 14, 3, 2]], [[11, 9, 7, 2], [7, 13, 1, 13], [1, 11, 14, 6], [14, 2, 15, 14]]]
S-17-4-4-10-NR,0.002960681915283203,211,[[[2, 14, 2, 14], [2, 16, 5, 12], [5, 1, 13, 14], [13, 7, 15, 10]], [[16, 14, 9, 15], [9, 12, 6, 10], [6, 14, 12, 5], [12, 10, 9, 15]], [[6, 15, 8, 15], [8, 10, 13, 2], [13, 5, 1, 8], [1, 15, 2, 5]], [[17, 15, 7, 16], [7, 2, 10, 11], [10, 8, 12, 3], [12, 5, 8, 12]]]
