S-12-4-4-0-NR,0.01962137222290039,1793,[[[7, 7, 2, 10], [2, 1, 5, 9], [5, 5, 12, 10], [12, 9, 8, 3]], [[7, 10, 5, 2], [5, 9, 12, 2], [12, 10, 11, 6], [11, 3, 5, 8]], [[8, 2, 9, 2], [9, 2, 6, 7], [6, 6, 6, 10], [6, 8, 6, 11]], [[10, 2, 4, 4], [4, 7, 9, 9], [9, 10, 8, 3], [8, 11, 5, 3]]]
S-12-4-4-1-NR,0.017455577850341797,1224,[[[3, 10, 10, 1], [10, 2, 12, 8], [12, 5, 5, 12], [5, 2, 8, 4]], [[8, 1, 10, 2], [10, 8, 6, 1], [6, 12, 1, 1], [1, 4, 8, 11]], [[11, 2, 9, 1], [9, 1, 7, 11], [7, 1, 4, 7], [4, 11, 7, 12]], [[4, 1, 1, 2], [1, 11, 9, 8], [9, 7, 4, 1], [4, 12, 7, 7]]]
S-12-4-4-2-NR,0.0014820098876953125,119,[[[1, 2, 7, 11], [7, 2, 7, 12], [7, 6, 9, 6], [9, 3, 12, 9]], [[11, 11, 8, 9], [8, 12, 5, 1], [5, 6, 1, 6], [1, 9, 5, 8]], [[5, 9, 6, 7], [6, 1, 7, 9], [7, 6, 3, 9], [3, 8, 10, 3]], [[4, 7, 4, 10], [4, 9, 4, 1], [4, 9, 1, 10], [1, 3, 11, 3]]]
S-12-4-4-3-NR,0.018836498260498047,1373,[[[4, 10, 4, 12], [4, 9, 8, 9], [8, 3, 9, 8], [9, 6, 10, 7]], [[8, 12, 11, 3], [11, 9, 4, 11], [4, 8, 3, 9], [3, 7, 11, 7]], [[10, 3, 12, 1], [12, 11, 11, 2], [11, 9, 3, 10], [3, 7, 2, 1]], [[10, 1, 5, 1], [5, 2, 1, 8], [1, 10, 5, 5], [5, 1, 9, 4]]]
S-12-4-4-4-NR,0.028070449829101562,2564,[[[4, 5, 9, 6], [9, 2, 5, 3], [5, 12, 2, 5], [2, 7, 8, 4]], [[3, 6, 1, 11], [1, 3, 5, 5], [5, 5, 4, 3], [4, 4, 2, 5]], [[2, 11, 5, 11], [5, 5, 12, 6], [12, 3, 2, 10], [2, 5, 1, 6]], [[7, 11, 11, 9], [11, 6, 7, 5], [7, 10, 9, 1], [9, 6, 4, 9]]]
S-12-4-4-5-NR,0.002614736557006836,168,[[[10, 5, 8, 4], [8, 12, 7, 9], [7, 6, 2, 10], [2, 12, 12, 4]], [[11, 4, 1, 12], [1, 9, 4, 7], [4, 10, 5, 3], [5, 4, 9, 7]], [[1, 12, 3, 2], [3, 7, 3, 10], [3, 3, 10, 8], [10, 7, 8, 3]], [[4, 2, 3, 11], [3, 10, 1, 1], [1, 8, 1, 3], [1, 3, 2, 6]]]
S-12-4-4-6-NR,0.01509237289428711,1087,[[[10, 2, 4, 12], [4, 8, 7, 9], [7, 5, 9, 11], [9, 1, 1, 2]], [[3, 12, 4, 10], [4, 9, 9, 12], [9, 11, 12, 5], [12, 2, 11, 11]], [[10, 10, 10, 11], [10, 12, 2, 7], [2, 5, 6, 2], [6, 11, 8, 6]], [[12, 11, 7, 6], [7, 7, 5, 6], [5, 2, 8, 1], [8, 6, 5, 8]]]
S-12-4-4-7-NR,0.02077317237854004,1663,[[[6, 3, 7, 2], [7, 7, 4, 2], [4, 11, 9, 7], [9, 1, 2, 1]], [[9, 2, 10, 2], [10, 2, 4, 11], [4, 7, 11, 10], [11, 1, 2, 1]], [[6, 2, 10, 10], [10, 11, 7, 1], [7, 10, 4, 1], [4, 1, 10, 9]], [[1, 10, 3, 9], [3, 1, 5, 4], [5, 1, 7, 1], [7, 9, 2, 7]]]
S-12-4-4-8-NR,0.08394455909729004,6905,[[[4, 6, 8, 8], [8, 7, 7, 8], [7, 3, 10, 4], [10, 4, 12, 7]], [[1, 8, 2, 8], [2, 8, 4, 1], [4, 4, 12, 5], [12, 7, 2, 9]], [[3, 8, 7, 8], [7, 1, 7, 12], [7, 5, 2, 11], [2, 9, 4, 5]], [[9, 8, 2, 4], [2, 12, 2, 7], [2, 11, 7, 11], [7, 5, 1, 8]]]
S-12-4-4-9-NR,0.023746967315673828,1846,[[[8, 10, 12, 1], [12, 6, 12, 7], [12, 5, 3, 12], [3, 3, 3, 8]], [[11, 1, 12, 7], [12, 7, 3, 3], [3, 12, 4, 1], [4, 8, 1, 2]], [[6, 7, 3, 9], [3, 3, 10, 2], [10, 1, 12, 7], [12, 2, 9, 12]], [[8, 9, 2, 10], [2, 2, 5, 2], [5, 7, 4, 6], [4, 12, 9, 10]]]
S-12-4-4-10-NR,0.07323074340820312,6112,[[[10, 1, 2, 4], [2, 7, 12, 6], [12, 8, 1, 7], [1, 10, 1, 3]], [[4, 4, 10, 6], [10, 6, 7, 7], [7, 7, 5, 11], [5, 3, 8, 5]], [[8, 6, 8, 3], [8, 7, 11, 5], [11, 11, 11, 6], [11, 5, 5, 3]], [[11, 3, 8, 3], [8, 5, 4, 1], [4, 6, 8, 9], [8, 3, 8, 6]]]
