S-23-4-4-0-NR,0.01889348030090332,1326,[[[13, 14, 4, 20], [4, 2, 9, 18], [9, 9, 23, 20], [23, 17, 16, 5]], [[13, 20, 10, 4], [10, 18, 3, 22], [3, 20, 11, 16], [11, 5, 10, 18]], [[16, 4, 4, 12], [4, 22, 14, 11], [14, 16, 20, 21], [20, 18, 12, 7]], [[19, 12, 18, 7], [18, 11, 16, 17], [16, 21, 15, 5], [15, 7, 10, 5]]]
S-23-4-4-1-NR,0.009178400039672852,717,[[[5, 19, 20, 1], [20, 3, 23, 15], [23, 9, 9, 8], [9, 4, 16, 19]], [[15, 1, 4, 11], [4, 15, 1, 1], [1, 8, 1, 21], [1, 19, 16, 18]], [[21, 11, 1, 13], [1, 1, 22, 7], [22, 21, 14, 1], [14, 18, 13, 17]], [[7, 13, 8, 4], [8, 7, 15, 16], [15, 1, 16, 1], [16, 17, 13, 14]]]
S-23-4-4-2-NR,0.0008871555328369141,71,[[[2, 3, 21, 13], [21, 3, 17, 12], [17, 12, 18, 15], [18, 6, 22, 17]], [[10, 13, 9, 2], [9, 12, 1, 12], [1, 15, 15, 11], [15, 17, 9, 13]], [[20, 2, 14, 17], [14, 12, 6, 18], [6, 11, 6, 8], [6, 13, 7, 8]], [[20, 17, 1, 2], [1, 18, 6, 19], [6, 8, 11, 22], [11, 8, 6, 14]]]
S-23-4-4-3-NR,0.012340545654296875,985,[[[8, 19, 7, 23], [7, 18, 16, 18], [16, 5, 18, 16], [18, 12, 20, 13]], [[16, 23, 21, 5], [21, 18, 8, 21], [8, 16, 5, 17], [5, 13, 21, 13]], [[19, 5, 1, 22], [1, 21, 3, 6], [3, 17, 19, 2], [19, 13, 3, 10]], [[20, 22, 1, 1], [1, 6, 9, 16], [9, 2, 16, 9], [16, 10, 18, 8]]]
S-23-4-4-4-NR,0.02056741714477539,1410,[[[8, 10, 12, 9], [12, 4, 6, 4], [6, 13, 9, 7], [9, 16, 5, 1]], [[3, 9, 21, 9], [21, 4, 9, 7], [9, 7, 6, 10], [6, 1, 3, 10]], [[1, 9, 21, 12], [21, 7, 3, 20], [3, 10, 11, 22], [11, 10, 13, 13]], [[18, 12, 17, 10], [17, 20, 8, 2], [8, 22, 6, 8], [6, 13, 17, 18]]]
S-23-4-4-5-NR,0.007965087890625,584,[[[20, 9, 13, 18], [13, 12, 4, 19], [4, 23, 8, 1], [8, 21, 17, 7]], [[1, 18, 14, 9], [14, 19, 6, 13], [6, 1, 6, 3], [6, 7, 15, 5]], [[8, 9, 20, 20], [20, 13, 15, 5], [15, 3, 5, 1], [5, 5, 21, 1]], [[2, 20, 7, 6], [7, 5, 7, 4], [7, 1, 6, 12], [6, 1, 16, 8]]]
S-23-4-4-6-NR,0.014325380325317383,1072,[[[19, 3, 14, 18], [14, 16, 18, 22], [18, 9, 4, 7], [4, 2, 1, 19]], [[5, 18, 18, 23], [18, 22, 9, 22], [9, 7, 20, 22], [20, 19, 22, 3]], [[19, 23, 14, 11], [14, 22, 3, 12], [3, 22, 14, 9], [14, 3, 16, 15]], [[12, 11, 23, 11], [23, 12, 4, 1], [4, 9, 7, 9], [7, 15, 16, 7]]]
S-23-4-4-7-NR,0.014630556106567383,1012,[[[11, 5, 14, 3], [14, 13, 8, 3], [8, 21, 18, 14], [18, 2, 3, 2]], [[18, 3, 19, 4], [19, 3, 8, 21], [8, 14, 21, 19], [21, 2, 4, 2]], [[12, 4, 19, 19], [19, 21, 13, 2], [13, 19, 8, 2], [8, 2, 19, 18]], [[2, 19, 5, 17], [5, 2, 10, 7], [10, 2, 14, 2], [14, 18, 3, 14]]]
S-23-4-4-8-NR,0.025434255599975586,2304,[[[8, 12, 16, 15], [16, 13, 13, 16], [13, 5, 19, 7], [19, 7, 23, 13]], [[2, 15, 3, 16], [3, 16, 8, 1], [8, 7, 23, 9], [23, 13, 3, 17]], [[5, 16, 14, 16], [14, 1, 13, 4], [13, 9, 22, 9], [22, 17, 8, 4]], [[17, 16, 3, 7], [3, 4, 13, 13], [13, 9, 20, 21], [20, 4, 1, 15]]]
S-23-4-4-9-NR,0.011725187301635742,911,[[[15, 20, 23, 2], [23, 12, 13, 6], [13, 9, 23, 15], [23, 5, 6, 14]], [[22, 2, 6, 6], [6, 6, 8, 2], [8, 15, 4, 5], [4, 14, 1, 17]], [[11, 6, 19, 3], [19, 2, 23, 13], [23, 5, 4, 10], [4, 17, 17, 7]], [[15, 3, 22, 20], [22, 13, 8, 3], [8, 10, 14, 11], [14, 7, 18, 20]]]
S-23-4-4-10-NR,0.01963210105895996,1701,[[[19, 2, 3, 8], [3, 14, 12, 2], [12, 16, 14, 5], [14, 19, 1, 20]], [[7, 8, 12, 13], [12, 2, 14, 10], [14, 5, 22, 9], [22, 20, 15, 15]], [[16, 13, 6, 22], [6, 10, 10, 22], [10, 9, 12, 5], [12, 15, 9, 15]], [[21, 22, 8, 6], [8, 22, 15, 2], [15, 5, 20, 17], [20, 15, 16, 11]]]
