S-7-4-4-0-NR,0.07744812965393066,6886,[[[7, 4, 5, 2], [5, 7, 3, 2], [3, 4, 7, 1], [7, 1, 3, 5]], [[5, 2, 7, 3], [7, 2, 5, 6], [5, 1, 7, 5], [7, 5, 4, 2]], [[4, 3, 3, 1], [3, 6, 6, 1], [6, 5, 7, 6], [7, 2, 7, 3]], [[7, 1, 4, 3], [4, 1, 5, 4], [5, 6, 1, 3], [1, 3, 5, 2]]]
S-7-4-4-1-NR,0.13848543167114258,13290,[[[2, 5, 1, 4], [1, 7, 1, 7], [1, 7, 4, 4], [4, 7, 1, 5]], [[3, 4, 7, 7], [7, 7, 1, 6], [1, 4, 4, 3], [4, 5, 1, 6]], [[4, 7, 7, 2], [7, 6, 5, 1], [5, 3, 3, 1], [3, 6, 7, 1]], [[4, 2, 1, 4], [1, 1, 6, 6], [6, 1, 5, 4], [5, 1, 7, 2]]]
S-7-4-4-2-NR,0.08028101921081543,6489,[[[7, 7, 5, 1], [5, 1, 5, 6], [5, 1, 2, 4], [2, 1, 3, 6]], [[7, 1, 4, 7], [4, 6, 6, 7], [6, 4, 5, 3], [5, 6, 2, 5]], [[6, 7, 4, 5], [4, 7, 3, 1], [3, 3, 7, 1], [7, 5, 7, 3]], [[6, 5, 4, 7], [4, 1, 3, 3], [3, 1, 4, 3], [4, 3, 5, 2]]]
S-7-4-4-3-NR,0.15052175521850586,15507,[[[2, 5, 2, 2], [2, 5, 6, 4], [6, 2, 5, 7], [5, 3, 5, 5]], [[4, 2, 4, 4], [4, 4, 6, 7], [6, 7, 2, 2], [2, 5, 6, 6]], [[5, 4, 2, 7], [2, 7, 5, 4], [5, 2, 6, 1], [6, 6, 1, 6]], [[5, 7, 7, 1], [7, 4, 1, 7], [1, 1, 2, 4], [2, 6, 3, 5]]]
S-7-4-4-4-NR,0.036704301834106445,2646,[[[2, 3, 2, 5], [2, 1, 5, 3], [5, 6, 3, 7], [3, 4, 4, 2]], [[2, 5, 7, 1], [7, 3, 3, 2], [3, 7, 1, 7], [1, 2, 1, 6]], [[1, 1, 7, 3], [7, 2, 7, 3], [7, 7, 2, 2], [2, 6, 1, 3]], [[4, 3, 3, 5], [3, 3, 6, 3], [6, 2, 7, 7], [7, 3, 7, 1]]]
S-7-4-4-5-NR,0.06263375282287598,6976,[[[5, 3, 1, 2], [1, 6, 1, 3], [1, 3, 4, 7], [4, 7, 6, 2]], [[7, 2, 4, 5], [4, 3, 1, 5], [1, 7, 2, 1], [2, 2, 6, 6]], [[6, 5, 2, 4], [2, 5, 3, 2], [3, 1, 7, 7], [7, 6, 5, 4]], [[1, 4, 2, 7], [2, 2, 7, 4], [7, 7, 7, 7], [7, 4, 2, 6]]]
S-7-4-4-6-NR,0.03330564498901367,3032,[[[7, 5, 3, 7], [3, 7, 1, 3], [1, 1, 4, 7], [4, 4, 7, 2]], [[3, 7, 6, 7], [6, 3, 4, 5], [4, 7, 5, 6], [5, 2, 1, 1]], [[1, 7, 2, 5], [2, 5, 5, 6], [5, 6, 7, 6], [7, 1, 2, 3]], [[6, 5, 6, 5], [6, 6, 7, 4], [7, 6, 5, 7], [5, 3, 6, 3]]]
S-7-4-4-7-NR,0.11626935005187988,14813,[[[3, 2, 4, 4], [4, 4, 1, 2], [1, 6, 1, 5], [1, 1, 1, 4]], [[7, 4, 1, 7], [1, 2, 5, 1], [5, 5, 2, 6], [2, 4, 5, 6]], [[1, 7, 5, 1], [5, 1, 5, 5], [5, 6, 4, 1], [4, 6, 3, 2]], [[5, 1, 1, 1], [1, 5, 5, 5], [5, 1, 7, 2], [7, 2, 1, 1]]]
S-7-4-4-8-NR,0.10805654525756836,9112,[[[2, 3, 4, 4], [4, 4, 4, 4], [4, 2, 4, 5], [4, 2, 6, 2]], [[1, 4, 7, 4], [7, 4, 1, 4], [1, 5, 2, 7], [2, 2, 1, 1]], [[2, 4, 6, 3], [6, 4, 5, 4], [5, 7, 4, 4], [4, 1, 2, 6]], [[7, 3, 1, 5], [1, 4, 6, 2], [6, 4, 3, 4], [3, 6, 6, 1]]]
S-7-4-4-9-NR,0.03536057472229004,2490,[[[4, 5, 5, 6], [5, 3, 1, 6], [1, 3, 4, 2], [4, 2, 2, 6]], [[7, 6, 4, 6], [4, 6, 4, 2], [4, 2, 2, 2], [2, 6, 6, 1]], [[1, 6, 1, 2], [1, 2, 5, 7], [5, 2, 5, 1], [5, 1, 3, 7]], [[5, 2, 6, 4], [6, 7, 4, 5], [4, 1, 7, 1], [7, 7, 3, 5]]]
S-7-4-4-10-NR,0.056479692459106445,5322,[[[5, 1, 5, 4], [5, 4, 3, 1], [3, 4, 2, 6], [2, 5, 1, 3]], [[2, 4, 1, 4], [1, 1, 7, 2], [7, 6, 5, 3], [5, 3, 4, 4]], [[7, 4, 4, 3], [4, 2, 7, 6], [7, 3, 3, 4], [3, 4, 4, 2]], [[7, 3, 6, 3], [6, 6, 3, 6], [3, 4, 6, 7], [6, 2, 2, 1]]]
S-7-4-4-11-NR,0.14435338973999023,14292,[[[4, 7, 5, 7], [5, 5, 2, 1], [2, 7, 4, 3], [4, 7, 4, 2]], [[4, 7, 1, 5], [1, 1, 7, 6], [7, 3, 6, 1], [6, 2, 5, 5]], [[7, 5, 4, 4], [4, 6, 6, 6], [6, 1, 5, 6], [5, 5, 5, 2]], [[2, 4, 5, 2], [5, 6, 1, 7], [1, 6, 7, 5], [7, 2, 4, 6]]]
S-7-4-4-12-NR,0.07621979713439941,10119,[[[4, 3, 7, 5], [7, 6, 2, 5], [2, 5, 1, 6], [1, 6, 3, 5]], [[2, 5, 2, 4], [2, 5, 3, 2], [3, 6, 3, 2], [3, 5, 4, 1]], [[1, 4, 5, 7], [5, 2, 2, 1], [2, 2, 5, 6], [5, 1, 3, 7]], [[4, 7, 3, 3], [3, 1, 6, 6], [6, 6, 4, 7], [4, 7, 4, 6]]]
