S-19-4-4-0-NR,0.015475988388061523,1418,[[[13, 14, 4, 9], [4, 2, 18, 5], [18, 9, 10, 4], [10, 17, 16, 3]], [[13, 9, 11, 16], [11, 5, 18, 4], [18, 4, 12, 14], [12, 3, 10, 11]], [[16, 16, 7, 18], [7, 4, 16, 15], [16, 14, 17, 9], [17, 11, 12, 2]], [[19, 18, 18, 7], [18, 15, 1, 17], [1, 9, 3, 5], [3, 2, 10, 5]]]
S-19-4-4-1-NR,0.019052982330322266,2092,[[[5, 19, 15, 9], [15, 3, 8, 19], [8, 9, 4, 11], [4, 4, 16, 1]], [[15, 9, 1, 1], [1, 19, 18, 1], [18, 11, 13, 7], [13, 1, 16, 14]], [[13, 1, 1, 17], [1, 1, 8, 15], [8, 7, 16, 18], [16, 14, 7, 8]], [[4, 17, 12, 16], [12, 15, 8, 1], [8, 18, 8, 13], [8, 8, 14, 1]]]
S-19-4-4-2-NR,0.0008938312530517578,118,[[[2, 3, 15, 17], [15, 3, 9, 2], [9, 12, 1, 12], [1, 6, 10, 15]], [[9, 17, 11, 13], [11, 2, 14, 17], [14, 12, 6, 18], [6, 15, 7, 6]], [[2, 13, 8, 8], [8, 17, 1, 6], [1, 18, 11, 6], [11, 6, 19, 5]], [[6, 8, 17, 14], [17, 6, 17, 13], [17, 6, 12, 17], [12, 5, 12, 18]]]
S-19-4-4-3-NR,0.009502410888671875,1399,[[[8, 19, 18, 16], [18, 18, 13, 5], [13, 5, 8, 5], [8, 12, 16, 17]], [[19, 16, 13, 1], [13, 5, 3, 6], [3, 5, 19, 2], [19, 17, 3, 10]], [[1, 1, 1, 9], [1, 6, 16, 13], [16, 2, 14, 13], [14, 10, 16, 19]], [[9, 9, 15, 18], [15, 13, 5, 8], [5, 13, 12, 7], [12, 19, 16, 18]]]
S-19-4-4-4-NR,0.01655292510986328,2379,[[[8, 10, 12, 9], [12, 4, 6, 4], [6, 13, 9, 7], [9, 16, 5, 1]], [[3, 9, 9, 9], [9, 4, 7, 6], [7, 7, 10, 10], [10, 1, 3, 12]], [[1, 9, 3, 11], [3, 6, 13, 17], [13, 10, 8, 6], [8, 12, 13, 8]], [[18, 11, 16, 10], [16, 17, 9, 2], [9, 6, 3, 8], [3, 8, 17, 18]]]
S-19-4-4-5-NR,0.016600608825683594,2401,[[[9, 12, 8, 1], [8, 17, 7, 14], [7, 1, 9, 6], [9, 15, 8, 13]], [[2, 1, 6, 3], [6, 14, 5, 15], [5, 6, 5, 5], [5, 13, 6, 1]], [[4, 3, 1, 7], [1, 15, 7, 6], [7, 5, 6, 10], [6, 1, 12, 11]], [[16, 7, 7, 8], [7, 6, 18, 13], [18, 10, 7, 18], [7, 11, 4, 19]]]
S-19-4-4-6-NR,0.016274452209472656,1952,[[[19, 3, 18, 18], [18, 16, 4, 7], [4, 9, 19, 18], [19, 2, 1, 9]], [[5, 18, 3, 14], [3, 7, 11, 3], [11, 18, 12, 14], [12, 9, 19, 9]], [[16, 14, 15, 4], [15, 3, 7, 10], [7, 14, 4, 2], [4, 9, 12, 19]], [[11, 4, 7, 1], [7, 10, 12, 9], [12, 2, 16, 16], [16, 19, 7, 14]]]
S-19-4-4-7-NR,0.007582187652587891,1111,[[[11, 5, 3, 8], [3, 13, 3, 18], [3, 2, 14, 2], [14, 3, 18, 19]], [[4, 8, 4, 8], [4, 18, 19, 2], [19, 2, 19, 19], [19, 19, 12, 13]], [[19, 8, 2, 8], [2, 2, 2, 18], [2, 19, 5, 10], [5, 13, 2, 14]], [[17, 8, 5, 7], [5, 18, 18, 2], [18, 10, 4, 3], [4, 14, 14, 14]]]
S-19-4-4-8-NR,0.008672475814819336,1269,[[[8, 12, 13, 16], [13, 13, 19, 7], [19, 5, 13, 3], [13, 7, 2, 16]], [[3, 16, 8, 1], [8, 7, 9, 17], [9, 3, 14, 16], [14, 16, 5, 13]], [[8, 1, 4, 9], [4, 17, 4, 3], [4, 16, 13, 13], [13, 13, 17, 4]], [[7, 9, 2, 13], [2, 3, 11, 1], [11, 13, 8, 15], [8, 4, 16, 15]]]
S-19-4-4-9-NR,0.013636350631713867,1990,[[[15, 12, 14, 6], [14, 9, 6, 8], [6, 5, 2, 4], [2, 6, 1, 5]], [[11, 6, 17, 19], [17, 8, 3, 13], [3, 4, 4, 10], [4, 5, 17, 7]], [[15, 19, 8, 14], [8, 13, 3, 9], [3, 10, 7, 13], [7, 7, 3, 9]], [[11, 14, 11, 18], [11, 9, 2, 2], [2, 13, 7, 13], [7, 9, 6, 15]]]
S-19-4-4-10-NR,0.01840996742248535,1322,[[[19, 2, 8, 12], [8, 14, 2, 14], [2, 16, 5, 12], [5, 19, 1, 13]], [[7, 12, 14, 10], [14, 14, 9, 15], [9, 12, 6, 10], [6, 13, 15, 12]], [[16, 10, 5, 15], [5, 15, 8, 15], [8, 10, 13, 2], [13, 12, 9, 19]], [[6, 15, 1, 2], [1, 15, 8, 17], [8, 2, 5, 16], [5, 19, 11, 3]]]
