S-20-4-4-0-NR,0.016570329666137695,1463,[[[13, 14, 4, 20], [4, 2, 9, 18], [9, 9, 20, 5], [20, 17, 16, 10]], [[13, 20, 4, 3], [4, 18, 11, 16], [11, 5, 18, 4], [18, 10, 10, 12]], [[16, 3, 14, 11], [14, 16, 20, 7], [20, 4, 18, 16], [18, 12, 12, 15]], [[19, 11, 17, 7], [17, 7, 9, 17], [9, 16, 2, 5], [2, 15, 10, 5]]]
S-20-4-4-1-NR,0.01426386833190918,1375,[[[5, 19, 1, 15], [1, 3, 9, 8], [9, 9, 19, 4], [19, 4, 16, 11]], [[15, 15, 1, 1], [1, 8, 1, 18], [1, 4, 1, 13], [1, 11, 16, 7]], [[13, 1, 14, 1], [14, 18, 17, 8], [17, 13, 15, 16], [15, 7, 7, 18]], [[4, 1, 8, 16], [8, 8, 12, 1], [12, 16, 8, 13], [8, 18, 14, 20]]]
S-20-4-4-2-NR,0.0007722377777099609,74,[[[2, 3, 12, 18], [12, 3, 15, 17], [15, 12, 9, 2], [9, 6, 10, 1]], [[9, 18, 12, 15], [12, 17, 11, 13], [11, 2, 14, 17], [14, 1, 20, 6]], [[7, 15, 18, 6], [18, 13, 8, 8], [8, 17, 1, 6], [1, 6, 20, 11]], [[2, 6, 6, 19], [6, 8, 5, 6], [5, 6, 17, 14], [17, 11, 13, 17]]]
S-20-4-4-3-NR,0.010437488555908203,1544,[[[8, 19, 16, 18], [16, 18, 18, 16], [18, 5, 13, 5], [13, 12, 20, 8]], [[16, 18, 5, 17], [5, 16, 13, 1], [13, 5, 3, 6], [3, 8, 19, 19]], [[3, 17, 2, 10], [2, 1, 1, 9], [1, 6, 16, 20], [16, 19, 20, 13]], [[1, 10, 14, 16], [14, 9, 13, 9], [13, 20, 19, 18], [19, 13, 8, 7]]]
S-20-4-4-4-NR,0.007476329803466797,1069,[[[8, 10, 12, 9], [12, 4, 6, 4], [6, 13, 9, 7], [9, 16, 5, 1]], [[3, 9, 9, 9], [9, 4, 7, 6], [7, 7, 10, 10], [10, 1, 3, 12]], [[1, 9, 3, 20], [3, 6, 11, 13], [11, 10, 17, 8], [17, 12, 13, 6]], [[18, 20, 8, 10], [8, 13, 16, 2], [16, 8, 9, 8], [9, 6, 17, 18]]]
S-20-4-4-5-NR,0.006534099578857422,467,[[[20, 9, 19, 8], [19, 12, 1, 7], [1, 17, 14, 9], [14, 1, 15, 6]], [[8, 8, 13, 6], [13, 7, 3, 5], [3, 9, 20, 20], [20, 6, 2, 15]], [[6, 6, 5, 5], [5, 5, 1, 1], [1, 20, 7, 7], [7, 15, 4, 6]], [[12, 5, 6, 16], [6, 1, 10, 8], [10, 7, 11, 13], [11, 6, 18, 4]]]
S-20-4-4-6-NR,0.015192985534667969,1222,[[[19, 3, 18, 18], [18, 16, 4, 7], [4, 9, 19, 18], [19, 2, 1, 9]], [[5, 18, 20, 3], [20, 7, 14, 11], [14, 18, 3, 12], [3, 9, 19, 14]], [[16, 3, 9, 15], [9, 11, 4, 7], [4, 12, 10, 4], [10, 14, 12, 2]], [[11, 15, 19, 1], [19, 7, 7, 9], [7, 4, 12, 16], [12, 2, 7, 14]]]
S-20-4-4-7-NR,0.013783931732177734,1111,[[[11, 5, 3, 8], [3, 13, 3, 18], [3, 2, 14, 2], [14, 3, 18, 19]], [[4, 8, 4, 8], [4, 18, 19, 2], [19, 2, 19, 19], [19, 19, 12, 13]], [[19, 8, 2, 8], [2, 2, 2, 18], [2, 19, 5, 10], [5, 13, 2, 14]], [[17, 8, 5, 7], [5, 18, 18, 2], [18, 10, 4, 3], [4, 14, 14, 14]]]
S-20-4-4-8-NR,0.008531570434570312,852,[[[8, 12, 13, 16], [13, 13, 19, 7], [19, 5, 13, 3], [13, 7, 2, 16]], [[3, 16, 8, 1], [8, 7, 9, 17], [9, 3, 14, 16], [14, 16, 5, 13]], [[8, 1, 4, 9], [4, 17, 4, 3], [4, 16, 13, 20], [13, 13, 17, 13]], [[7, 9, 4, 13], [4, 3, 2, 1], [2, 20, 11, 15], [11, 13, 16, 15]]]
S-20-4-4-9-NR,0.01621222496032715,1221,[[[15, 20, 13, 6], [13, 12, 15, 14], [15, 9, 6, 6], [6, 5, 6, 8]], [[1, 6, 2, 4], [2, 14, 5, 17], [5, 6, 19, 3], [19, 8, 11, 13]], [[17, 4, 4, 10], [4, 17, 7, 8], [7, 3, 14, 3], [14, 13, 15, 9]], [[20, 10, 7, 3], [7, 8, 13, 11], [13, 3, 9, 18], [9, 9, 20, 2]]]
S-20-4-4-10-NR,0.005189180374145508,499,[[[19, 2, 8, 12], [8, 14, 2, 14], [2, 16, 5, 20], [5, 19, 1, 12]], [[7, 12, 13, 14], [13, 14, 10, 9], [10, 20, 15, 6], [15, 12, 15, 10]], [[16, 14, 12, 5], [12, 9, 15, 8], [15, 6, 15, 20], [15, 10, 9, 13]], [[6, 5, 2, 2], [2, 8, 19, 17], [19, 20, 1, 16], [1, 13, 11, 3]]]
