S-5-4-4-0-NR,0.4859914779663086,57174,[[[4, 4, 1, 5], [1, 1, 3, 5], [3, 3, 5, 2], [5, 5, 4, 3]], [[4, 5, 1, 1], [1, 5, 3, 4], [3, 2, 5, 1], [5, 3, 3, 3]], [[4, 1, 4, 3], [4, 4, 5, 2], [5, 1, 5, 4], [5, 3, 3, 4]], [[5, 3, 5, 2], [5, 2, 3, 5], [3, 4, 1, 2], [1, 4, 3, 2]]]
S-5-4-4-1-NR,0.2069246768951416,21685,[[[2, 5, 1, 4], [1, 1, 3, 2], [3, 3, 5, 1], [5, 1, 4, 3]], [[4, 4, 1, 1], [1, 2, 1, 5], [1, 1, 1, 4], [1, 3, 4, 2]], [[4, 1, 4, 1], [4, 5, 5, 2], [5, 4, 4, 4], [4, 2, 2, 5]], [[1, 1, 2, 4], [2, 2, 3, 1], [3, 4, 2, 4], [2, 5, 4, 5]]]
S-5-4-4-2-NR,0.0068013668060302734,883,[[[1, 1, 3, 5], [3, 1, 4, 5], [4, 3, 3, 1], [3, 2, 3, 1]], [[3, 5, 3, 4], [3, 5, 3, 4], [3, 1, 4, 5], [4, 1, 5, 2]], [[2, 4, 5, 2], [5, 4, 2, 2], [2, 5, 1, 2], [1, 2, 5, 3]], [[1, 2, 2, 5], [2, 2, 2, 2], [2, 2, 5, 4], [5, 3, 4, 5]]]
S-5-4-4-3-NR,0.3318789005279541,37216,[[[2, 5, 4, 5], [4, 5, 5, 4], [5, 2, 4, 2], [4, 3, 5, 2]], [[4, 5, 2, 5], [2, 4, 4, 1], [4, 2, 1, 2], [1, 2, 5, 5]], [[1, 5, 1, 3], [1, 1, 1, 3], [1, 2, 4, 5], [4, 5, 5, 4]], [[1, 3, 4, 4], [4, 3, 4, 3], [4, 5, 5, 5], [5, 4, 2, 2]]]
S-5-4-4-4-NR,0.3294992446899414,41582,[[[2, 3, 3, 3], [3, 1, 2, 1], [2, 4, 3, 2], [3, 4, 2, 1]], [[1, 3, 3, 3], [3, 1, 2, 2], [2, 2, 3, 3], [3, 1, 1, 3]], [[1, 3, 1, 5], [1, 2, 3, 4], [3, 3, 5, 2], [5, 3, 4, 2]], [[5, 5, 2, 3], [2, 4, 4, 1], [4, 2, 3, 2], [3, 2, 5, 5]]]
S-5-4-4-5-NR,0.13909125328063965,13012,[[[5, 3, 5, 2], [5, 3, 1, 2], [1, 5, 4, 3], [4, 1, 4, 2]], [[2, 2, 4, 2], [4, 2, 1, 2], [1, 3, 5, 5], [5, 2, 1, 4]], [[2, 2, 2, 2], [2, 2, 1, 1], [1, 5, 2, 2], [2, 4, 1, 2]], [[3, 2, 2, 4], [2, 1, 3, 2], [3, 2, 3, 4], [3, 2, 5, 1]]]
S-5-4-4-6-NR,0.27154970169067383,29352,[[[5, 1, 5, 5], [5, 4, 1, 2], [1, 3, 5, 5], [5, 1, 1, 3]], [[2, 5, 5, 1], [5, 2, 4, 3], [4, 5, 1, 3], [1, 3, 5, 4]], [[4, 1, 3, 4], [3, 3, 1, 2], [1, 3, 3, 1], [3, 4, 3, 1]], [[3, 4, 5, 1], [5, 2, 2, 3], [2, 1, 3, 4], [3, 1, 2, 4]]]
S-5-4-4-7-NR,0.1915121078491211,24452,[[[5, 1, 5, 5], [5, 2, 2, 2], [2, 4, 1, 4], [1, 1, 4, 1]], [[2, 5, 5, 1], [5, 2, 1, 2], [1, 4, 4, 4], [4, 1, 5, 5]], [[1, 1, 1, 5], [1, 2, 1, 2], [1, 4, 1, 5], [1, 5, 2, 3]], [[5, 5, 3, 4], [3, 2, 1, 2], [1, 5, 5, 1], [5, 3, 1, 1]]]
S-5-4-4-8-NR,0.16576480865478516,20797,[[[2, 3, 4, 4], [4, 4, 5, 2], [5, 2, 4, 1], [4, 2, 1, 4]], [[1, 4, 2, 1], [2, 2, 3, 5], [3, 1, 4, 4], [4, 4, 5, 4]], [[2, 1, 1, 3], [1, 5, 1, 1], [1, 4, 4, 5], [4, 4, 2, 4]], [[2, 3, 1, 4], [1, 1, 1, 1], [1, 5, 3, 4], [3, 4, 4, 4]]]
S-5-4-4-9-NR,0.2924692630767822,33008,[[[4, 5, 4, 2], [4, 3, 4, 4], [4, 3, 2, 2], [2, 2, 2, 2]], [[1, 2, 1, 1], [1, 4, 2, 5], [2, 2, 5, 1], [5, 2, 3, 4]], [[5, 1, 1, 3], [1, 5, 2, 2], [2, 1, 4, 1], [4, 4, 4, 3]], [[5, 3, 2, 1], [2, 2, 4, 3], [4, 1, 3, 5], [3, 3, 5, 1]]]
S-5-4-4-10-NR,0.10977029800415039,9082,[[[5, 1, 2, 3], [2, 4, 1, 4], [1, 4, 2, 5], [2, 5, 1, 3]], [[2, 3, 4, 4], [4, 4, 3, 3], [3, 5, 4, 2], [4, 3, 4, 3]], [[4, 4, 3, 2], [3, 3, 4, 2], [4, 2, 4, 5], [4, 3, 3, 4]], [[2, 2, 1, 1], [1, 2, 5, 5], [5, 5, 1, 4], [1, 4, 3, 1]]]
