S-22-4-4-0-NR,0.01865410804748535,1510,[[[13, 14, 4, 20], [4, 2, 9, 18], [9, 9, 20, 5], [20, 17, 16, 10]], [[13, 20, 4, 3], [4, 18, 22, 11], [22, 5, 16, 18], [16, 10, 10, 4]], [[16, 3, 12, 14], [12, 11, 11, 20], [11, 18, 21, 7], [21, 4, 12, 18]], [[19, 14, 16, 7], [16, 20, 15, 17], [15, 7, 17, 5], [17, 18, 10, 5]]]
S-22-4-4-1-NR,0.016391992568969727,1510,[[[5, 19, 20, 1], [20, 3, 15, 9], [15, 9, 8, 19], [8, 4, 16, 4]], [[15, 1, 11, 1], [11, 9, 1, 1], [1, 19, 21, 18], [21, 4, 16, 1]], [[21, 1, 13, 22], [13, 1, 7, 14], [7, 18, 1, 17], [1, 1, 13, 8]], [[7, 22, 15, 4], [15, 14, 16, 16], [16, 17, 18, 1], [18, 8, 13, 14]]]
S-22-4-4-2-NR,0.0008027553558349609,71,[[[2, 3, 21, 13], [21, 3, 17, 12], [17, 12, 18, 15], [18, 6, 22, 17]], [[10, 13, 9, 2], [9, 12, 1, 12], [1, 15, 15, 11], [15, 17, 9, 13]], [[20, 2, 14, 17], [14, 12, 6, 18], [6, 11, 6, 8], [6, 13, 7, 8]], [[20, 17, 1, 2], [1, 18, 6, 19], [6, 8, 11, 22], [11, 8, 6, 14]]]
S-22-4-4-3-NR,0.005594730377197266,812,[[[8, 19, 7, 16], [7, 18, 18, 18], [18, 5, 16, 13], [16, 12, 20, 21]], [[16, 16, 5, 8], [5, 18, 21, 5], [21, 13, 17, 13], [17, 21, 21, 1]], [[19, 8, 22, 3], [22, 5, 6, 19], [6, 13, 2, 10], [2, 1, 3, 1]], [[20, 3, 9, 1], [9, 19, 16, 16], [16, 10, 20, 9], [20, 1, 18, 8]]]
S-22-4-4-4-NR,0.009829521179199219,1410,[[[8, 10, 12, 9], [12, 4, 6, 4], [6, 13, 9, 7], [9, 16, 5, 1]], [[3, 9, 21, 9], [21, 4, 9, 7], [9, 7, 6, 10], [6, 1, 3, 10]], [[1, 9, 21, 12], [21, 7, 3, 20], [3, 10, 11, 22], [11, 10, 13, 13]], [[18, 12, 17, 10], [17, 20, 8, 2], [8, 22, 6, 8], [6, 13, 17, 18]]]
S-22-4-4-5-NR,0.004912376403808594,435,[[[20, 9, 18, 4], [18, 12, 19, 8], [19, 21, 1, 7], [1, 17, 1, 14]], [[15, 4, 9, 6], [9, 8, 13, 6], [13, 7, 3, 5], [3, 14, 8, 20]], [[21, 6, 20, 15], [20, 6, 5, 5], [5, 5, 1, 1], [1, 20, 2, 7]], [[6, 15, 7, 4], [7, 5, 6, 12], [6, 1, 6, 16], [6, 7, 8, 13]]]
S-22-4-4-6-NR,0.012855291366577148,1044,[[[19, 3, 14, 18], [14, 16, 18, 22], [18, 9, 4, 7], [4, 2, 1, 19]], [[5, 18, 18, 9], [18, 22, 22, 20], [22, 7, 22, 3], [22, 19, 22, 14]], [[19, 9, 11, 3], [11, 20, 12, 14], [12, 3, 9, 15], [9, 14, 16, 4]], [[12, 3, 7, 11], [7, 14, 21, 1], [21, 15, 10, 9], [10, 4, 16, 7]]]
S-22-4-4-7-NR,0.01030111312866211,1012,[[[11, 5, 14, 3], [14, 13, 8, 3], [8, 21, 18, 14], [18, 2, 3, 2]], [[18, 3, 19, 4], [19, 3, 8, 21], [8, 14, 21, 19], [21, 2, 4, 2]], [[12, 4, 19, 19], [19, 21, 13, 2], [13, 19, 8, 2], [8, 2, 19, 18]], [[2, 19, 5, 17], [5, 2, 10, 7], [10, 2, 14, 2], [14, 18, 3, 14]]]
S-22-4-4-8-NR,0.005705833435058594,793,[[[8, 12, 15, 13], [15, 13, 16, 19], [16, 5, 7, 13], [7, 7, 2, 3]], [[3, 13, 16, 8], [16, 19, 1, 9], [1, 13, 17, 14], [17, 3, 5, 16]], [[8, 8, 13, 4], [13, 9, 22, 9], [22, 14, 4, 3], [4, 16, 17, 13]], [[7, 4, 20, 13], [20, 9, 13, 21], [13, 3, 4, 1], [4, 13, 15, 16]]]
S-22-4-4-9-NR,0.0076160430908203125,686,[[[15, 20, 2, 13], [2, 12, 6, 15], [6, 9, 14, 6], [14, 5, 6, 6]], [[22, 13, 8, 2], [8, 15, 4, 5], [4, 6, 17, 19], [17, 6, 1, 3]], [[11, 2, 13, 4], [13, 5, 10, 7], [10, 19, 22, 8], [22, 3, 17, 14]], [[15, 4, 3, 20], [3, 7, 9, 3], [9, 8, 7, 11], [7, 14, 18, 20]]]
S-22-4-4-10-NR,0.015653133392333984,1701,[[[19, 2, 3, 8], [3, 14, 12, 2], [12, 16, 14, 5], [14, 19, 1, 20]], [[7, 8, 12, 13], [12, 2, 14, 10], [14, 5, 22, 9], [22, 20, 15, 15]], [[16, 13, 6, 22], [6, 10, 10, 22], [10, 9, 12, 5], [12, 15, 9, 15]], [[21, 22, 8, 6], [8, 22, 15, 2], [15, 5, 20, 17], [20, 15, 16, 11]]]
S-22-4-4-11-NR,0.011195898056030273,806,[[[15, 18, 5, 3], [5, 15, 18, 21], [18, 15, 2, 20], [2, 17, 19, 13]], [[7, 3, 15, 21], [15, 21, 20, 21], [20, 20, 6, 20], [6, 13, 6, 1]], [[17, 21, 17, 3], [17, 21, 2, 2], [2, 20, 7, 8], [7, 1, 16, 20]], [[21, 3, 1, 20], [1, 2, 15, 6], [15, 8, 11, 4], [11, 20, 15, 10]]]
S-22-4-4-12-NR,0.0047566890716552734,379,[[[16, 9, 18, 1], [18, 22, 22, 20], [22, 17, 5, 15], [5, 22, 12, 12]], [[5, 1, 6, 11], [6, 20, 7, 2], [7, 15, 19, 7], [19, 12, 13, 3]], [[1, 11, 17, 22], [17, 2, 11, 22], [11, 7, 13, 3], [13, 3, 12, 1]], [[16, 22, 2, 9], [2, 22, 22, 21], [22, 3, 17, 15], [17, 1, 20, 8]]]
S-22-4-4-13-NR,0.0063533782958984375,436,[[[9, 10, 10, 1], [10, 22, 14, 5], [14, 22, 22, 20], [22, 6, 21, 1]], [[8, 1, 9, 5], [9, 5, 3, 9], [3, 20, 15, 14], [15, 1, 22, 5]], [[5, 5, 9, 12], [9, 9, 8, 16], [8, 14, 18, 19], [18, 5, 8, 14]], [[21, 12, 22, 6], [22, 16, 12, 5], [12, 19, 14, 3], [14, 14, 18, 7]]]
S-22-4-4-14-NR,0.0033354759216308594,234,[[[4, 20, 4, 9], [4, 21, 8, 11], [8, 17, 12, 9], [12, 8, 9, 12]], [[9, 9, 21, 21], [21, 11, 17, 5], [17, 9, 6, 18], [6, 12, 10, 22]], [[3, 21, 22, 9], [22, 5, 6, 1], [6, 18, 21, 3], [21, 22, 22, 4]], [[15, 9, 20, 10], [20, 1, 11, 15], [11, 3, 1, 22], [1, 4, 13, 13]]]
S-22-4-4-15-NR,0.01382303237915039,1016,[[[7, 1, 9, 13], [9, 17, 9, 12], [9, 2, 8, 7], [8, 6, 8, 12]], [[1, 13, 11, 8], [11, 12, 10, 17], [10, 7, 14, 8], [14, 12, 2, 19]], [[22, 8, 15, 14], [15, 17, 16, 3], [16, 8, 15, 19], [15, 19, 5, 12]], [[12, 14, 15, 8], [15, 3, 19, 4], [19, 19, 11, 11], [11, 12, 15, 12]]]
S-22-4-4-16-NR,0.008053302764892578,701,[[[12, 16, 10, 11], [10, 16, 22, 5], [22, 10, 20, 10], [20, 14, 8, 1]], [[15, 11, 8, 20], [8, 5, 9, 1], [9, 10, 5, 20], [5, 1, 1, 22]], [[14, 20, 21, 1], [21, 1, 15, 15], [15, 20, 20, 21], [20, 22, 22, 10]], [[9, 1, 8, 8], [8, 15, 10, 21], [10, 21, 12, 8], [12, 10, 1, 10]]]
S-22-4-4-17-NR,0.012336969375610352,1313,[[[17, 14, 11, 21], [11, 10, 22, 13], [22, 12, 5, 18], [5, 10, 6, 2]], [[18, 21, 5, 7], [5, 13, 5, 18], [5, 18, 18, 22], [18, 2, 22, 7]], [[9, 7, 11, 18], [11, 18, 4, 21], [4, 22, 3, 10], [3, 7, 4, 14]], [[1, 18, 3, 8], [3, 21, 17, 13], [17, 10, 16, 14], [16, 14, 9, 17]]]
S-22-4-4-18-NR,0.0006349086761474609,84,[[[6, 4, 9, 4], [9, 22, 11, 17], [11, 15, 22, 6], [22, 11, 8, 8]], [[7, 4, 6, 8], [6, 17, 7, 12], [7, 6, 19, 17], [19, 8, 16, 7]], [[21, 8, 22, 16], [22, 12, 7, 10], [7, 17, 9, 1], [9, 7, 16, 11]], [[6, 16, 13, 16], [13, 10, 8, 10], [8, 1, 13, 15], [13, 11, 9, 7]]]
S-22-4-4-19-NR,0.004190683364868164,278,[[[22, 2, 14, 11], [14, 17, 9, 4], [9, 4, 11, 10], [11, 17, 7, 1]], [[13, 11, 19, 20], [19, 4, 7, 3], [7, 10, 7, 4], [7, 1, 12, 18]], [[17, 20, 15, 13], [15, 3, 3, 4], [3, 4, 14, 1], [14, 18, 10, 4]], [[19, 13, 19, 5], [19, 4, 14, 20], [14, 1, 13, 9], [13, 4, 4, 9]]]
S-22-4-4-20-NR,0.011539220809936523,768,[[[22, 5, 16, 19], [16, 9, 15, 14], [15, 22, 7, 7], [7, 21, 4, 11]], [[11, 19, 21, 22], [21, 14, 11, 11], [11, 7, 14, 3], [14, 11, 19, 21]], [[6, 22, 17, 16], [17, 11, 13, 3], [13, 3, 7, 19], [7, 21, 1, 8]], [[14, 16, 2, 14], [2, 3, 7, 3], [7, 19, 4, 4], [4, 8, 5, 11]]]
S-22-4-4-21-NR,0.009374856948852539,786,[[[6, 14, 19, 14], [19, 14, 3, 5], [3, 21, 8, 8], [8, 10, 16, 2]], [[7, 14, 14, 14], [14, 5, 20, 15], [20, 8, 2, 11], [2, 2, 16, 18]], [[17, 14, 16, 4], [16, 15, 21, 12], [21, 11, 1, 5], [1, 18, 6, 3]], [[17, 4, 4, 17], [4, 12, 1, 8], [1, 5, 15, 1], [15, 3, 1, 12]]]
S-22-4-4-22-NR,0.008168458938598633,826,[[[5, 8, 18, 22], [18, 1, 14, 2], [14, 20, 19, 1], [19, 15, 6, 19]], [[4, 22, 9, 10], [9, 2, 14, 7], [14, 1, 6, 4], [6, 19, 21, 19]], [[12, 10, 17, 19], [17, 7, 2, 11], [2, 4, 20, 11], [20, 19, 3, 9]], [[8, 19, 6, 9], [6, 11, 13, 2], [13, 11, 10, 11], [10, 9, 20, 6]]]
S-22-4-4-23-NR,0.004197835922241211,306,[[[10, 3, 15, 1], [15, 1, 4, 3], [4, 19, 16, 14], [16, 10, 14, 1]], [[13, 1, 17, 21], [17, 3, 14, 12], [14, 14, 2, 7], [2, 1, 17, 2]], [[12, 21, 19, 12], [19, 12, 22, 6], [22, 7, 20, 7], [20, 2, 5, 12]], [[7, 12, 19, 9], [19, 6, 12, 15], [12, 7, 19, 1], [19, 12, 8, 20]]]
S-22-4-4-24-NR,0.0033316612243652344,238,[[[13, 19, 4, 1], [4, 6, 17, 6], [17, 7, 16, 15], [16, 6, 7, 22]], [[6, 1, 10, 16], [10, 6, 3, 22], [3, 15, 9, 20], [9, 22, 22, 6]], [[22, 16, 22, 11], [22, 22, 10, 3], [10, 20, 18, 21], [18, 6, 3, 12]], [[5, 11, 22, 10], [22, 3, 2, 1], [2, 21, 7, 15], [7, 12, 15, 21]]]
S-22-4-4-25-NR,0.008081436157226562,635,[[[13, 1, 22, 7], [22, 7, 17, 20], [17, 10, 11, 6], [11, 21, 16, 18]], [[2, 7, 12, 17], [12, 20, 16, 17], [16, 6, 4, 21], [4, 18, 9, 22]], [[2, 17, 4, 20], [4, 17, 19, 12], [19, 21, 14, 12], [14, 22, 10, 7]], [[19, 20, 22, 14], [22, 12, 6, 4], [6, 12, 20, 19], [20, 7, 4, 19]]]
S-22-4-4-26-NR,0.019763946533203125,1425,[[[7, 22, 8, 14], [8, 7, 7, 1], [7, 14, 22, 8], [22, 20, 18, 5]], [[2, 14, 5, 7], [5, 1, 20, 16], [20, 8, 13, 12], [13, 5, 5, 8]], [[16, 7, 19, 1], [19, 16, 1, 10], [1, 12, 18, 18], [18, 8, 2, 4]], [[22, 1, 17, 20], [17, 10, 2, 17], [2, 18, 21, 6], [21, 4, 21, 14]]]
S-22-4-4-27-NR,0.02642202377319336,2323,[[[21, 16, 16, 3], [16, 9, 21, 19], [21, 10, 21, 3], [21, 7, 3, 20]], [[3, 3, 14, 14], [14, 19, 2, 22], [2, 3, 15, 12], [15, 20, 9, 1]], [[18, 14, 21, 16], [21, 22, 9, 5], [9, 12, 20, 11], [20, 1, 11, 20]], [[9, 16, 21, 12], [21, 5, 8, 13], [8, 11, 17, 6], [17, 20, 8, 8]]]
S-22-4-4-28-NR,0.0048828125,420,[[[4, 5, 20, 7], [20, 18, 7, 1], [7, 20, 14, 8], [14, 6, 8, 3]], [[5, 7, 4, 14], [4, 1, 11, 5], [11, 8, 6, 17], [6, 3, 21, 17]], [[15, 14, 22, 9], [22, 5, 20, 8], [20, 17, 22, 15], [22, 17, 14, 5]], [[7, 9, 7, 7], [7, 8, 1, 5], [1, 15, 10, 13], [10, 5, 6, 5]]]
S-22-4-4-29-NR,0.0031108856201171875,318,[[[18, 3, 8, 12], [8, 12, 3, 16], [3, 20, 11, 20], [11, 20, 10, 18]], [[3, 12, 14, 7], [14, 16, 15, 6], [15, 20, 8, 14], [8, 18, 17, 14]], [[12, 7, 22, 22], [22, 6, 19, 17], [19, 14, 7, 18], [7, 14, 13, 22]], [[14, 22, 14, 1], [14, 17, 10, 2], [10, 18, 9, 4], [9, 22, 15, 21]]]
