S-16-4-4-0-NR,0.006827592849731445,960,[[[13, 14, 10, 4], [10, 2, 3, 11], [3, 9, 16, 4], [16, 16, 13, 12]], [[10, 4, 14, 11], [14, 11, 7, 16], [7, 4, 15, 9], [15, 12, 16, 2]], [[12, 11, 1, 3], [1, 16, 13, 1], [13, 9, 16, 11], [16, 2, 7, 8]], [[5, 3, 11, 10], [11, 1, 3, 5], [3, 11, 7, 4], [7, 8, 9, 5]]]
S-16-4-4-1-NR,0.0024018287658691406,308,[[[5, 3, 9, 8], [9, 9, 4, 11], [4, 4, 1, 1], [1, 16, 15, 1]], [[16, 8, 1, 13], [1, 11, 7, 14], [7, 1, 1, 8], [1, 1, 13, 15]], [[7, 13, 16, 8], [16, 14, 12, 8], [12, 8, 8, 15], [8, 15, 4, 10]], [[16, 8, 1, 1], [1, 8, 14, 13], [14, 15, 4, 14], [4, 10, 1, 15]]]
S-16-4-4-2-NR,0.0007648468017578125,52,[[[2, 3, 1, 12], [1, 3, 15, 11], [15, 12, 13, 14], [13, 6, 10, 6]], [[9, 12, 6, 8], [6, 11, 8, 1], [8, 14, 6, 11], [6, 6, 7, 6]], [[2, 8, 5, 12], [5, 1, 6, 15], [6, 11, 14, 12], [14, 6, 6, 12]], [[14, 12, 12, 13], [12, 15, 15, 12], [15, 12, 6, 15], [6, 12, 9, 2]]]
S-16-4-4-3-NR,0.008766651153564453,1227,[[[8, 5, 13, 1], [13, 12, 3, 6], [3, 16, 2, 10], [2, 3, 1, 1]], [[16, 1, 9, 16], [9, 6, 13, 14], [13, 10, 13, 15], [13, 1, 9, 5]], [[8, 16, 12, 4], [12, 14, 2, 5], [2, 15, 16, 7], [16, 5, 7, 9]], [[16, 4, 14, 16], [14, 5, 10, 13], [10, 7, 14, 5], [14, 9, 8, 5]]]
S-16-4-4-4-NR,0.006279945373535156,933,[[[8, 10, 4, 9], [4, 4, 7, 1], [7, 13, 9, 9], [9, 16, 5, 7]], [[3, 9, 6, 10], [6, 1, 10, 12], [10, 9, 3, 11], [3, 7, 3, 13]], [[1, 10, 8, 6], [8, 12, 8, 16], [8, 11, 9, 3], [9, 13, 13, 10]], [[10, 6, 1, 2], [1, 16, 10, 8], [10, 3, 10, 12], [10, 10, 9, 6]]]
S-16-4-4-5-NR,0.01243734359741211,1843,[[[9, 12, 14, 9], [14, 1, 6, 13], [6, 15, 6, 3], [6, 8, 2, 5]], [[6, 9, 15, 5], [15, 13, 5, 1], [5, 3, 1, 7], [1, 5, 4, 7]], [[12, 5, 6, 6], [6, 1, 10, 11], [10, 7, 7, 7], [7, 7, 16, 6]], [[8, 6, 7, 13], [7, 11, 13, 4], [13, 7, 10, 8], [10, 6, 1, 7]]]
S-16-4-4-6-NR,0.007006168365478516,516,[[[3, 16, 9, 3], [9, 9, 14, 11], [14, 2, 3, 12], [3, 1, 5, 14]], [[16, 3, 9, 15], [9, 11, 4, 7], [4, 12, 10, 4], [10, 14, 12, 2]], [[11, 15, 7, 12], [7, 7, 16, 7], [16, 4, 1, 12], [1, 2, 1, 8]], [[9, 12, 14, 16], [14, 7, 10, 7], [10, 12, 12, 14], [12, 8, 4, 7]]]
S-16-4-4-7-NR,0.008744001388549805,830,[[[11, 5, 14, 2], [14, 13, 4, 8], [4, 2, 2, 13], [2, 3, 4, 2]], [[12, 2, 8, 2], [8, 8, 5, 10], [5, 13, 14, 5], [14, 2, 2, 4]], [[7, 2, 10, 6], [10, 10, 4, 7], [4, 5, 12, 4], [12, 4, 2, 3]], [[3, 6, 2, 14], [2, 7, 7, 14], [7, 4, 16, 3], [16, 3, 8, 3]]]
S-16-4-4-8-NR,0.014410734176635742,2096,[[[8, 12, 16, 7], [16, 13, 13, 3], [13, 5, 16, 8], [16, 7, 2, 1]], [[3, 7, 9, 14], [9, 3, 16, 13], [16, 8, 4, 9], [4, 1, 5, 4]], [[8, 14, 3, 13], [3, 13, 13, 4], [13, 9, 2, 11], [2, 4, 7, 8]], [[13, 13, 3, 1], [3, 4, 16, 15], [16, 11, 7, 16], [7, 8, 15, 13]]]
S-16-4-4-9-NR,0.02193427085876465,3143,[[[15, 12, 6, 8], [6, 9, 2, 4], [2, 5, 5, 3], [5, 6, 1, 13]], [[11, 8, 4, 10], [4, 4, 7, 8], [7, 3, 14, 3], [14, 13, 15, 9]], [[3, 10, 7, 13], [7, 8, 9, 11], [9, 3, 2, 7], [2, 9, 11, 1]], [[2, 13, 14, 13], [14, 11, 2, 6], [2, 7, 13, 15], [13, 1, 14, 6]]]
S-16-4-4-10-NR,0.005503416061401367,776,[[[2, 14, 14, 5], [14, 16, 12, 13], [12, 1, 14, 10], [14, 7, 15, 9]], [[16, 5, 15, 6], [15, 13, 10, 12], [10, 10, 5, 15], [5, 9, 9, 8]], [[6, 6, 15, 13], [15, 12, 2, 1], [2, 15, 8, 5], [8, 8, 2, 7]], [[16, 13, 10, 11], [10, 1, 12, 3], [12, 5, 8, 8], [8, 7, 12, 2]]]
