,1,2,3,4,5,6,7,8,9
74,0,1,1,25,7,0,3,0,1
75,0,1,11,52,33,14,6,1,1
76,2,3,5,12,5,1,0,0,1
77,0,0,3,33,6,3,0,0,1
78,0,0,4,45,18,5,5,1,1
79,0,0,4,42,15,2,2,2,1
80,0,2,4,19,6,2,0,1,1
81,0,1,3,51,18,3,5,2,1
82,0,1,5,34,23,4,1,1,1
83,1,3,0,45,23,1,8,3,1
84,0,1,5,21,4,3,2,0,1
85,0,1,1,19,10,2,4,0,1
86,0,2,4,30,7,2,0,2,1
87,1,3,10,40,15,3,4,5,1
88,0,0,4,27,17,2,0,1,1
89,2,4,4,20,19,2,6,2,1
90,0,0,5,37,16,1,6,0,1
91,1,6,12,41,20,3,9,2,1
92,0,1,1,39,22,4,15,6,1
93,0,1,3,18,8,1,1,0,1
94,0,1,6,66,24,2,4,1,1
95,1,2,3,30,4,2,3,0,1
96,0,0,5,32,5,0,2,0,2
97,1,4,1,59,15,1,5,1,1
98,0,0,4,20,18,2,4,1,2
99,0,0,8,61,25,5,8,3,2
100,0,2,12,14,6,6,1,0,1
101,1,3,3,27,10,1,5,0,1
102,0,0,13,48,29,16,40,15,3
103,0,0,10,26,4,2,6,0,1
104,0,1,1,21,4,0,3,0,1
105,1,1,0,37,24,1,8,5,1
106,1,2,9,23,25,4,6,1,1
107,0,0,6,88,46,9,26,4,2
108,1,2,17,47,19,3,1,0,2
109,0,0,3,28,11,5,5,0,1
110,0,0,4,26,7,1,1,0,1
111,2,4,0,28,20,5,11,1,1
112,0,0,18,81,30,7,6,0,1
113,1,5,5,72,43,7,33,1,1
114,0,2,2,38,22,1,7,6,1
115,1,3,5,35,10,3,2,2,1
116,1,1,6,17,4,2,1,1,1
117,2,5,15,19,9,3,0,1,1
118,1,1,1,23,8,2,4,0,1
119,0,0,2,26,11,0,4,0,1
120,1,5,0,28,22,3,49,6,1
121,0,0,2,13,3,4,2,0,1
122,1,4,2,9,5,0,0,1,1
123,0,1,2,20,15,3,7,1,1
124,1,1,2,47,20,1,8,2,1
125,3,5,0,14,4,0,0,1,1
126,0,0,11,55,21,4,8,1,1
127,1,2,5,38,18,3,5,10,3
128,0,0,2,28,8,1,1,0,1
129,1,2,2,17,7,0,6,0,1
130,1,3,7,23,12,2,2,1,1
131,1,4,7,21,11,0,6,1,1
132,2,7,0,26,14,2,2,1,1
133,0,2,11,36,11,3,2,0,1
134,1,3,6,25,15,2,2,2,1
135,1,7,8,86,149,43,118,96,18
136,0,1,0,18,14,3,2,0,2
137,0,0,3,22,13,2,2,1,1
138,1,3,3,42,15,3,9,0,2
139,0,0,10,37,9,7,5,0,1
140,0,1,3,15,5,1,0,0,1
141,1,4,0,21,18,2,2,3,1
142,0,0,11,37,14,5,2,1,3
143,1,3,5,40,17,2,4,1,1
144,0,3,2,21,8,0,3,0,1
145,0,1,4,20,9,1,2,0,1
146,0,1,1,19,8,2,0,0,1
147,1,2,2,25,5,1,1,1,1
148,0,0,2,27,20,3,0,2,1
149,0,0,15,60,43,13,20,7,2
150,0,0,10,50,22,3,5,2,2
151,0,0,0,33,17,3,9,1,1
152,1,1,5,49,24,1,4,1,1
153,0,0,4,45,17,3,14,3,1
154,0,0,12,60,19,2,8,3,1
155,0,0,4,31,24,1,11,6,2
156,0,0,5,52,28,6,11,3,2
157,0,0,4,41,14,1,6,2,1
158,0,1,5,37,16,2,12,5,1
159,0,0,4,37,12,1,1,0,1
160,2,6,0,19,5,1,2,0,1
161,1,1,5,29,5,1,0,1,1
162,1,3,4,31,13,2,1,0,1
163,0,2,4,19,12,2,0,0,1
164,3,6,8,39,2,2,1,0,1
165,0,0,15,61,42,9,10,7,1
166,1,2,3,18,6,1,7,1,1
167,2,5,15,39,6,0,4,0,1
168,0,0,1,32,17,4,8,3,3
169,0,0,8,39,23,6,8,3,1
170,0,1,5,53,28,9,7,2,2
171,0,0,15,71,28,3,3,1,1
172,1,3,6,16,14,2,0,0,1
173,0,0,4,31,8,3,3,2,1
174,1,2,6,25,19,8,14,0,2
175,0,0,10,34,6,1,3,0,1
176,0,1,0,27,20,0,6,0,1
177,0,1,3,7,9,1,2,0,1
178,2,5,8,16,3,2,0,0,1
179,1,5,0,48,16,4,4,0,1
180,1,2,4,38,22,6,3,1,2
181,0,2,8,36,32,1,4,3,1
182,0,1,4,33,13,4,4,0,1
183,1,1,1,37,24,2,6,5,1
184,0,1,3,34,30,4,7,6,1
185,0,0,2,43,20,1,12,3,1
186,0,1,6,17,11,2,0,1,1
187,0,1,0,29,11,1,3,2,1
188,0,3,0,29,18,1,3,4,1
189,0,0,1,25,12,5,9,5,2
190,0,0,2,25,11,7,7,3,1
191,1,3,10,27,9,3,3,0,1
192,0,0,2,44,26,6,16,6,1
193,0,0,16,50,32,8,9,1,1
194,0,1,1,23,10,2,2,1,1
195,2,5,0,33,15,2,7,1,1
196,0,0,2,34,13,1,5,0,1
197,0,2,0,30,22,1,5,3,2
198,0,1,14,34,8,3,1,1,1
199,1,1,6,29,5,0,5,0,1
200,1,2,4,27,15,1,8,3,1
201,2,4,1,25,10,0,0,1,1
202,2,5,2,32,28,5,9,2,1
203,1,3,6,10,4,0,2,2,1
204,0,0,6,45,17,0,1,2,2
205,0,0,0,30,21,2,9,3,1
206,0,1,0,22,17,8,10,4,1
207,1,1,8,29,5,2,1,0,1
208,0,0,6,49,23,1,10,4,1
209,0,0,0,46,16,2,4,1,2
210,2,4,1,24,10,1,3,0,1
211,0,0,7,38,24,7,11,8,3
212,0,0,6,18,16,1,2,0,1
213,1,2,0,47,23,2,11,1,1
214,0,1,4,18,9,2,0,0,1
215,1,1,3,47,23,5,6,0,1
216,1,1,7,39,3,3,0,2,2
217,1,3,0,41,11,0,6,0,1
218,1,4,2,30,31,5,9,5,3
219,0,1,2,31,2,2,4,0,1
220,0,0,1,50,7,0,1,0,1
221,0,0,4,31,19,4,6,1,2
222,0,0,4,30,9,1,3,1,1
223,0,0,5,37,18,1,3,1,1
224,1,2,3,33,10,2,3,0,1
225,0,0,2,52,23,9,15,4,1
226,1,1,7,9,7,4,2,0,1
227,1,3,2,23,16,0,1,2,1
228,0,0,5,36,20,1,10,3,1
229,1,2,1,15,10,0,0,2,1
230,0,0,6,25,9,5,3,0,1
231,0,1,0,24,6,4,6,3,1
232,1,4,3,32,8,2,0,0,2
233,0,0,3,38,17,6,3,1,1
234,1,3,1,29,6,3,4,0,1
235,0,0,0,54,13,2,3,0,1
236,2,3,2,6,0,1,0,0,1
237,1,3,3,41,12,2,6,1,1
238,1,4,10,55,32,4,0,3,1
239,0,0,8,35,15,3,2,0,1
240,0,0,3,47,22,0,9,2,1
241,1,2,1,67,29,1,14,2,1
242,0,0,3,17,3,2,5,0,1
243,1,3,1,76,12,2,4,0,1
244,0,1,1,30,17,8,10,0,1
245,0,0,8,31,5,0,2,0,2
246,0,0,1,23,24,7,4,0,3
247,0,1,8,30,9,3,1,0,1
248,1,3,5,29,12,2,2,1,1
249,0,0,1,59,29,6,15,5,1
250,0,2,0,24,14,2,3,2,1
251,0,0,5,20,13,6,3,2,1
252,0,1,7,43,22,14,15,3,1
253,0,0,8,29,3,2,0,0,1
254,0,0,3,35,26,9,10,4,3
255,0,0,5,35,13,1,8,1,1
256,1,2,1,48,44,10,22,10,1
257,1,1,1,25,17,4,3,1,1
258,1,2,9,74,35,14,11,0,1
259,1,2,2,25,7,1,2,0,1
260,0,0,7,29,15,14,15,1,1
261,1,1,2,20,5,2,4,1,1
262,1,1,4,36,16,4,4,2,1
263,0,0,2,47,17,5,4,1,1
264,1,5,3,54,12,2,2,0,1
265,1,4,6,34,11,2,2,0,1
266,0,0,0,34,26,6,7,6,3
267,0,0,1,32,9,2,5,0,1
268,0,0,3,35,9,0,4,0,1
269,0,0,3,58,25,5,12,2,2
270,0,4,2,9,2,2,1,1,1
271,0,1,0,33,15,8,3,3,1
272,0,1,7,28,8,1,2,0,2
273,1,2,7,39,7,1,3,0,1
274,0,2,2,19,16,2,3,0,1
275,1,1,5,32,14,2,0,0,1
276,0,0,6,63,14,2,7,0,1
277,1,2,6,36,12,1,0,0,1
278,0,0,0,28,9,2,7,0,1
279,1,2,10,31,8,0,2,1,1
280,1,3,4,22,18,0,2,3,1
281,2,5,6,31,12,3,4,1,1
282,0,0,1,31,23,4,17,1,1
283,1,4,0,39,20,3,7,0,1
284,2,7,19,49,21,6,6,0,1
285,1,1,1,27,4,0,0,3,1
286,0,2,3,38,31,4,4,1,3
287,0,0,11,23,7,4,6,0,1
288,0,0,3,27,9,1,3,0,1
289,0,0,2,22,18,0,11,19,4
290,0,1,7,52,31,10,18,13,2
291,0,1,1,20,5,1,0,1,1
292,0,0,7,40,7,2,5,2,1
293,0,0,8,34,21,5,5,1,1
294,1,2,0,20,5,2,3,2,1
295,0,0,1,30,9,5,4,0,1
296,1,1,5,23,11,3,4,0,1
297,0,0,6,40,20,3,10,2,1
298,0,2,6,17,0,2,0,0,1
299,0,0,3,76,34,6,13,5,1
300,0,1,2,29,13,2,4,1,1
301,2,6,3,28,5,1,5,0,1
302,0,0,2,52,18,0,2,2,1
303,1,4,3,21,12,2,2,0,1
304,0,1,2,21,11,1,2,0,1
305,1,1,2,28,10,3,3,0,1
306,0,0,5,36,7,3,3,1,1
307,1,1,1,23,4,4,2,0,1
308,2,4,0,19,10,0,3,1,1
309,0,0,4,28,9,5,14,1,3
310,1,3,0,54,39,15,13,3,2
311,2,6,3,27,14,1,2,0,2
312,0,1,3,67,46,8,33,8,1
313,0,0,4,18,9,2,1,1,1
314,0,1,4,49,30,2,9,0,3
315,1,4,5,28,9,2,0,0,1
316,0,0,7,18,8,2,2,0,1
317,1,1,0,27,14,0,4,2,2
318,1,4,2,30,39,14,34,19,2
319,0,2,0,27,21,1,3,2,1
320,0,1,9,30,7,1,5,0,1
321,1,3,2,28,7,4,1,0,1
322,2,3,6,29,5,3,0,0,1
323,2,3,3,15,16,0,3,0,1
324,0,1,0,29,11,0,3,0,1
325,1,2,1,45,15,3,9,1,1
326,0,2,3,44,21,2,8,3,1
327,0,0,10,64,38,14,8,3,1
328,1,3,7,40,19,7,1,1,1
329,1,4,4,30,15,3,1,0,1
330,1,5,15,112,64,12,19,5,3
331,0,1,5,25,8,1,2,0,1
332,0,2,5,45,18,5,6,1,1
333,1,6,3,18,20,2,2,3,1
334,0,1,4,32,12,4,2,0,3
335,0,2,6,39,21,3,7,2,1
336,0,0,3,22,7,1,2,2,2
337,0,2,3,35,14,0,2,0,1
338,0,2,0,43,18,4,13,1,1
339,3,6,2,16,8,0,1,2,1
340,1,3,4,18,4,1,0,0,1
341,1,2,1,29,27,6,16,3,1
342,0,1,4,23,7,0,7,0,2
343,0,1,3,14,4,0,4,0,2
344,0,1,2,32,34,3,13,7,1
345,0,1,7,34,16,6,3,2,1
346,1,4,4,34,8,1,5,2,1
347,0,0,1,36,14,1,8,3,1
348,2,6,1,27,6,0,3,1,1
349,0,0,4,37,25,3,7,4,1
350,0,1,2,29,11,0,11,3,1
351,1,5,14,36,22,5,2,0,1
352,0,1,0,29,14,3,6,1,1
353,0,0,4,50,18,5,4,0,1
354,1,1,1,33,6,1,6,1,1
355,0,0,3,26,16,2,4,0,1
356,1,3,6,30,34,12,20,8,2
357,1,3,4,30,14,4,9,2,3
358,0,0,6,44,16,3,5,2,1
359,1,1,1,40,14,4,2,0,2
360,1,5,1,34,8,1,2,0,1
361,0,0,9,24,7,7,4,2,1
362,2,6,0,16,7,0,1,1,1
363,1,3,2,25,9,1,3,2,2
364,0,1,6,36,11,5,1,0,1
365,1,4,1,29,12,3,1,1,1
366,1,2,1,22,14,2,5,2,1
367,1,1,0,20,19,2,1,1,1
368,0,2,0,32,12,2,2,0,1
369,1,3,6,26,10,2,2,0,1
370,0,1,4,26,11,2,11,0,1
371,0,2,0,11,7,1,0,0,1
372,0,0,9,23,8,6,1,0,1
373,0,4,3,15,19,8,2,6,2
374,1,6,3,59,54,8,22,2,2
375,0,2,0,14,11,2,3,3,3
376,1,2,2,18,9,5,3,4,1
377,0,1,3,59,39,7,20,1,2
378,0,1,7,28,8,2,1,0,1
379,0,3,6,29,13,10,9,1,3
380,0,0,9,71,18,4,10,2,1
381,1,2,3,24,14,1,2,0,1
382,0,1,6,37,14,3,6,2,1
383,0,0,5,38,13,1,4,0,1
384,0,1,6,46,16,3,11,6,2
385,2,5,0,40,18,1,4,0,1
386,0,1,2,17,7,2,1,0,1
387,1,1,3,45,23,3,9,2,1
388,0,0,0,35,21,4,27,10,1
389,0,0,7,30,8,2,1,1,1
390,0,0,9,50,24,4,7,5,1
391,0,2,9,43,7,3,2,0,1
392,0,3,2,5,4,3,1,0,1
393,0,0,4,26,19,5,6,1,1
394,0,0,3,28,7,1,6,0,1
395,2,4,8,28,5,0,2,0,1
396,0,1,0,33,19,0,11,4,1
397,1,4,8,29,19,4,7,4,1
398,0,2,4,28,6,2,1,0,1
399,0,0,3,62,31,3,16,0,1
400,0,0,5,24,10,4,1,0,1
401,1,1,16,38,12,7,6,1,1
402,1,2,1,71,24,3,7,1,1
403,0,0,1,35,40,2,9,2,1
404,0,0,2,17,11,2,3,3,1
405,0,2,5,14,15,0,3,0,1
406,2,6,9,32,6,2,0,1,1
407,1,6,0,23,8,0,2,1,1
408,0,2,0,19,8,0,2,0,1
409,1,2,1,45,16,1,6,1,2
410,1,4,13,50,31,10,0,2,2
411,0,2,2,23,11,2,1,1,2
412,0,4,0,9,9,0,7,0,1
413,0,0,0,34,20,2,2,0,1
414,2,4,2,24,8,0,0,1,1
415,0,3,4,30,3,1,0,0,1
416,0,0,5,49,11,5,13,3,4
417,1,2,1,59,30,5,25,5,4
418,0,0,5,52,23,7,13,3,3
419,0,1,7,33,19,3,1,0,1
420,0,0,4,40,15,5,13,3,2
421,0,2,4,18,5,3,3,0,1
422,0,0,3,30,14,2,1,2,1
423,1,3,2,32,20,0,8,1,1
424,0,3,0,20,55,3,17,7,1
425,0,1,7,42,11,0,3,0,1
426,0,0,11,48,28,6,12,4,3
427,1,1,4,13,6,3,0,1,1
428,0,1,1,38,33,8,16,3,1
429,0,0,6,41,22,2,2,2,1
430,0,0,5,65,39,5,22,9,3
431,0,0,4,24,2,3,1,1,2
432,0,1,1,24,12,1,8,1,1
433,1,4,11,26,9,2,3,0,1
434,2,4,5,33,8,2,7,0,1
435,0,2,4,36,14,0,3,1,1
436,2,10,9,37,54,22,17,3,1
437,0,0,2,31,25,7,24,0,1
438,0,2,2,19,15,4,0,2,1
439,0,0,2,40,12,5,5,0,2
440,0,0,1,31,14,1,5,0,1
441,3,9,4,45,13,4,6,2,1
442,0,0,26,81,47,18,12,6,1
443,1,2,1,19,9,0,1,2,1
444,0,0,7,37,15,17,4,1,1
445,3,9,1,52,26,6,16,4,1
446,0,1,5,35,16,2,8,1,1
447,2,2,2,22,4,1,0,0,1
448,0,3,2,45,20,2,1,1,1
449,0,2,2,16,5,1,2,1,1
450,0,2,7,28,16,2,4,0,1
451,1,4,18,31,17,2,1,2,1
452,2,4,5,12,1,1,0,0,1
453,0,3,1,23,11,0,3,2,1
454,0,0,4,22,16,2,5,0,1
455,0,0,6,34,12,3,4,0,1
456,0,0,7,35,4,4,5,0,1
457,2,5,7,13,2,3,0,0,1
458,0,0,3,41,14,2,5,0,1
459,0,0,4,30,20,2,8,1,1
460,0,1,3,17,4,1,1,1,1
461,0,0,2,14,14,5,1,1,1
462,0,0,16,62,26,6,7,0,1
463,0,0,2,48,16,2,2,0,1
464,0,2,3,24,12,1,2,0,1
465,0,3,5,31,26,6,6,0,1
466,0,1,0,16,16,1,2,2,2
467,0,1,0,27,12,1,2,1,1
468,0,5,2,21,19,0,5,0,1
469,0,1,6,20,15,7,1,0,2
470,0,1,7,16,4,2,0,0,1
471,0,0,5,22,10,1,1,0,1
472,1,3,0,51,14,0,10,2,1
473,0,0,9,45,24,9,8,1,1
474,0,0,1,33,13,4,5,0,1
475,0,1,1,43,14,10,6,2,2
476,1,5,10,27,16,2,3,0,1
477,0,0,9,34,14,3,4,1,1
478,1,5,2,35,10,1,4,6,1
479,0,0,1,30,10,4,2,0,1
480,0,0,12,59,16,2,3,1,1
481,1,8,7,65,42,6,15,2,2
482,0,0,7,52,32,10,10,3,1
483,0,1,11,48,16,0,2,0,1
484,0,0,8,24,8,2,0,0,1
485,0,1,11,32,15,8,5,3,2
486,2,4,0,16,9,0,4,0,1
487,0,1,8,23,11,3,0,1,1
488,1,2,4,31,18,3,1,1,1
489,1,3,4,22,12,3,1,1,1
490,1,3,8,31,9,1,0,0,1
491,1,1,1,33,28,2,13,2,2
492,0,1,1,41,22,6,5,0,1
493,0,0,28,77,42,29,20,1,3
494,1,1,0,48,20,1,9,0,2
495,1,3,5,36,14,5,4,1,1
496,0,4,4,8,3,5,0,0,2
497,0,0,10,50,15,4,1,0,1
498,0,2,1,20,16,2,3,1,1
499,1,5,6,63,34,6,5,1,2
500,0,0,5,39,13,2,0,0,1
501,0,0,2,45,22,0,6,4,1
502,0,1,0,32,1,3,2,0,1
503,0,0,3,35,16,8,4,1,1
504,0,2,5,34,7,1,2,0,1
505,0,1,2,18,6,1,1,0,1
506,0,0,4,39,16,6,10,5,1
507,0,1,11,22,13,8,3,6,6
508,0,0,4,16,6,1,4,2,1
509,0,1,14,53,13,4,3,1,1
510,0,1,5,28,10,1,2,1,1
511,1,3,5,29,15,3,0,0,1
512,1,2,4,26,8,1,1,1,1
513,1,3,5,47,24,4,4,1,2
514,0,0,6,46,23,4,1,1,1
515,0,0,11,35,10,5,3,0,1
516,0,0,4,42,17,2,4,0,1
517,1,2,5,26,5,1,1,0,1
518,2,4,4,21,5,1,2,0,1
519,1,1,3,34,11,2,1,0,1
520,0,0,22,56,28,10,6,0,1
521,0,2,2,34,22,4,1,2,3
522,0,1,6,49,29,6,8,2,1
523,1,2,0,61,16,2,11,1,1
524,0,0,1,25,29,7,6,3,1
525,0,1,16,38,9,5,1,0,1
526,0,0,1,32,9,2,1,0,1
527,1,2,3,20,7,4,5,2,1
528,0,0,5,31,9,0,2,0,1
529,1,4,5,19,35,4,0,0,1
530,0,2,2,25,10,2,1,0,1
531,1,3,2,28,8,2,4,0,2
532,0,0,4,34,5,1,2,1,1
533,0,1,4,25,12,2,10,3,1
534,1,4,10,34,19,3,6,3,1
535,2,9,8,51,25,4,15,4,1
536,0,1,2,40,23,4,3,1,1
537,1,2,3,23,6,1,1,0,1
538,1,3,3,21,6,2,2,0,2
539,2,4,1,31,20,1,7,1,1
540,0,1,7,51,17,3,11,2,1
541,0,2,2,37,12,6,2,0,1
542,0,1,3,28,10,1,1,1,1
543,1,2,1,38,21,1,5,4,1
544,0,1,5,12,9,2,0,0,1
545,0,0,12,32,5,5,2,0,1
546,1,3,3,28,4,1,1,0,1
547,0,2,4,47,16,4,5,0,1
548,0,0,4,40,14,2,11,0,1
549,1,2,8,34,9,1,1,0,1
550,0,0,1,63,12,6,5,0,1
551,2,7,4,25,15,9,2,0,1
552,0,3,1,23,14,2,5,2,3
553,0,0,1,26,21,3,1,1,1
554,0,1,3,30,11,0,2,0,1
555,0,2,5,37,23,4,2,2,2
556,1,1,7,40,18,0,5,1,1
557,1,3,3,24,13,0,5,1,1
558,0,1,2,24,11,1,2,1,1
559,0,0,1,30,10,0,4,0,1
560,1,3,0,33,11,1,4,2,1
561,0,0,1,39,11,0,0,2,2
562,2,4,1,24,18,1,6,0,1
563,0,0,7,27,5,1,0,0,1
564,1,2,0,42,28,1,23,2,1
565,0,1,3,34,9,1,4,0,1
566,1,5,5,76,36,6,14,9,1
567,0,1,3,18,15,0,7,5,1
568,0,0,9,40,12,0,3,0,1
569,1,3,3,26,9,4,3,1,1
570,1,4,19,55,59,40,12,7,2
571,0,0,5,27,16,0,4,2,1
572,0,1,4,43,16,2,3,2,1
573,1,3,1,39,11,6,8,0,1
574,0,0,6,31,21,6,6,3,1
575,0,2,2,33,11,2,6,0,1
576,1,3,4,31,7,1,3,0,1
577,0,1,4,23,8,2,0,0,1
578,0,0,3,58,48,11,13,14,3
579,0,0,16,49,39,12,21,8,1
580,0,0,8,46,33,12,14,0,2
581,0,1,6,40,18,2,4,2,1
582,0,0,5,37,22,4,2,2,1
583,1,1,11,42,24,19,17,6,3
584,0,1,1,29,13,1,2,0,1
585,0,0,2,36,14,1,6,1,1
586,0,2,3,35,8,4,8,0,1
587,1,3,4,36,31,1,14,0,1
588,0,1,5,36,14,2,22,12,1
589,1,2,6,42,33,7,12,1,1
590,2,5,2,29,8,0,8,1,1
591,0,1,1,25,14,4,1,1,1
592,0,0,9,31,16,4,1,1,3
593,0,1,3,15,17,4,14,1,1
594,1,1,5,41,18,4,3,0,1
595,0,2,1,28,17,3,9,1,4
596,0,3,4,30,10,0,4,0,1
597,0,1,1,35,12,4,0,1,1
598,2,5,1,30,11,1,6,1,1
599,1,6,24,62,29,4,5,3,3
600,0,1,0,37,27,1,2,0,1
601,1,2,4,20,5,1,2,0,1
602,3,10,4,29,10,5,1,0,1
603,2,5,4,27,15,4,0,0,1
604,0,1,3,29,14,2,2,4,1
605,1,3,9,31,18,6,3,0,1
606,0,0,6,32,12,4,3,1,1
607,0,1,6,41,15,3,4,3,1
608,0,1,3,21,3,1,3,0,1
609,0,0,3,30,17,0,1,1,2
610,0,1,6,43,24,8,22,1,1
611,0,1,8,32,9,6,6,1,2
612,0,0,10,23,12,5,1,0,1
613,0,0,5,51,28,8,15,6,1
614,3,9,10,38,4,4,1,1,1
615,0,0,6,53,39,9,16,7,2
616,0,1,8,58,24,5,2,0,4
617,0,2,0,38,12,2,3,0,1
618,0,1,0,53,19,0,12,0,1
619,0,1,5,27,8,0,2,0,1
620,0,0,8,28,6,2,1,0,1
621,0,0,1,25,10,1,6,2,1
622,1,3,4,35,14,1,4,1,1
623,0,3,6,38,11,3,6,1,2
624,0,0,6,48,14,7,4,1,1
625,0,2,3,16,5,2,3,0,1
626,1,4,0,36,37,9,11,3,1
627,1,3,3,20,4,1,0,2,1
628,0,2,21,31,10,4,4,0,1
629,0,0,4,53,20,2,5,1,1
630,0,2,0,14,3,0,1,0,1
631,0,0,3,49,20,2,0,1,1
632,0,0,4,25,14,5,2,2,1
633,0,1,24,58,40,6,7,2,1
634,1,4,0,19,13,7,7,2,1
635,1,3,3,43,16,0,4,1,1
636,2,5,6,31,7,1,2,1,1
637,0,1,3,48,16,3,15,5,3
638,0,1,7,17,6,2,0,0,1
639,1,3,2,22,10,1,4,1,3
640,0,0,1,27,10,0,3,0,1
641,0,1,3,61,35,9,4,5,1
642,0,0,7,30,13,3,0,0,1
643,2,5,2,24,10,2,2,0,1
644,0,0,6,22,4,1,0,0,1
645,0,0,6,33,15,0,2,0,2
646,0,0,10,30,10,8,1,0,1
647,0,1,12,35,19,5,2,2,1
648,2,3,4,27,7,1,3,2,1
649,1,4,4,53,13,2,3,1,1
650,0,0,6,54,14,1,12,1,1
651,1,5,1,44,16,6,7,0,2
652,1,4,18,49,20,4,4,1,1
653,1,5,6,45,35,2,12,0,1
654,0,0,3,52,17,4,5,2,3
655,1,3,0,26,20,1,7,2,1
656,1,2,0,38,16,1,6,0,1
657,2,4,9,44,15,9,4,0,1
658,0,1,4,29,19,5,9,4,2
659,1,2,0,19,3,0,2,0,1
660,0,0,8,45,13,0,6,3,1
661,2,2,0,13,3,0,1,0,1
662,0,0,2,51,22,6,5,1,1
663,1,1,3,17,9,1,2,2,1
664,2,3,10,33,8,2,2,0,1
665,0,0,8,23,6,1,2,1,1
666,0,0,4,19,9,0,3,0,1
667,0,0,4,17,6,2,4,0,1
668,1,4,1,24,6,0,6,3,1
669,1,1,4,32,17,4,3,0,1
670,0,1,4,16,5,0,2,1,1
671,0,1,6,32,7,1,0,1,1
672,0,3,0,33,12,1,12,0,1
673,2,6,0,34,10,0,17,0,1
674,1,2,0,39,18,2,9,1,1
675,0,0,7,41,8,3,3,1,1
676,1,1,13,34,10,3,2,2,1
677,0,1,6,38,26,7,1,2,2
678,0,0,1,36,18,3,2,1,1
679,0,0,6,28,13,2,4,0,1
680,0,1,1,70,39,5,10,4,3
681,0,0,4,54,20,3,21,1,1
682,0,0,5,26,8,4,8,1,1
683,0,1,2,31,15,0,3,0,1
684,2,5,1,34,16,2,2,0,1
685,0,1,5,31,8,0,2,0,1
686,0,1,3,48,42,5,41,20,3
687,0,1,4,24,5,2,3,1,1
688,1,1,22,24,13,2,0,0,1
689,1,2,0,45,23,0,7,3,3
690,0,1,5,28,23,6,9,5,1
691,0,2,2,32,16,1,6,2,1
692,1,2,14,31,4,1,2,1,1
693,0,1,7,12,11,5,0,0,1
694,0,0,3,30,19,5,7,2,1
695,1,2,0,41,16,0,3,1,1
696,1,3,0,22,7,1,2,2,1
697,1,2,3,41,17,2,4,1,1
