,1,2,3,4,5,6,7,8,9
0,0,1,0,59,39,6,38,15,1
1,0,1,2,65,77,7,57,31,1
2,0,0,2,102,43,8,23,4,2
3,0,0,1,70,58,14,43,23,6
4,0,0,1,91,99,36,159,97,27
5,0,0,5,55,87,40,97,51,18
6,0,0,2,76,52,6,31,16,1
7,0,2,5,99,193,88,90,37,12
8,0,0,2,106,72,12,66,26,3
9,0,0,2,50,65,25,129,51,12
10,0,0,2,59,33,6,42,20,8
11,0,0,1,49,56,3,34,24,7
12,1,4,0,38,26,6,10,1,2
13,0,0,0,36,41,14,12,1,2
14,0,0,9,59,59,14,23,4,2
15,0,0,3,54,60,37,134,95,68
16,0,0,3,57,55,7,22,6,3
17,0,0,4,85,64,10,27,2,1
18,0,0,1,45,33,5,37,6,2
19,0,0,2,47,52,19,98,38,8
20,0,0,1,62,81,14,58,34,9
21,0,0,7,86,80,35,108,49,20
22,2,6,0,94,38,0,18,5,1
23,0,1,10,38,40,25,38,12,11
24,0,0,0,75,56,12,45,26,6
25,0,0,2,33,50,5,29,21,2
26,0,2,19,89,71,39,46,20,4
27,0,0,1,15,38,5,22,10,4
28,0,3,8,109,126,67,306,137,26
29,0,1,1,68,70,10,74,16,2
30,0,0,3,54,65,23,50,27,10
31,0,0,1,68,75,46,77,35,3
32,0,1,2,70,80,15,43,20,1
33,0,0,0,72,90,35,116,67,11
34,0,0,2,69,61,14,73,24,5
35,0,0,0,55,28,5,16,1,2
36,0,0,3,80,80,42,89,47,8
37,0,1,3,118,88,9,68,34,6
38,0,1,1,33,36,4,25,9,4
39,0,0,9,77,58,17,38,9,1
40,0,2,3,58,61,5,59,28,6
41,0,0,7,56,48,17,35,14,4
42,1,4,4,85,89,44,158,52,17
43,0,0,1,47,34,8,52,13,3
44,0,0,5,63,48,20,21,3,1
45,0,1,0,82,70,12,47,11,2
46,0,0,0,49,32,1,39,10,2
47,0,0,0,65,48,9,51,24,5
48,1,2,4,64,58,10,31,17,5
49,0,2,0,46,62,6,54,22,3
50,0,0,1,90,52,13,23,10,1
51,0,0,1,38,46,12,84,22,8
52,0,0,0,57,78,12,47,24,4
53,0,0,4,51,50,14,36,16,5
54,0,0,0,46,50,1,81,30,13
55,0,2,0,36,31,1,17,15,3
56,0,0,1,61,57,12,43,20,4
57,0,0,0,51,27,8,25,5,2
58,0,0,0,20,36,29,40,21,4
59,0,0,4,56,49,8,39,19,8
60,0,0,1,30,41,16,80,66,31
61,0,0,3,83,62,26,55,17,5
62,0,0,12,79,73,11,52,18,2
