,1,2,3,4,5,6,7,8,9
0,1,3,2,18,3,0,1,1,1
1,1,5,1,23,7,1,3,1,1
2,0,1,5,8,1,2,0,0,1
3,1,1,7,21,1,0,2,0,1
4,0,0,0,19,10,0,5,0,1
5,3,6,3,12,1,1,1,0,1
6,1,2,3,9,2,0,1,0,1
7,1,1,6,30,12,1,2,0,1
8,1,1,2,28,14,0,3,1,1
9,1,3,7,18,6,2,1,1,2
10,1,2,2,10,3,1,0,0,1
11,0,1,3,16,5,0,0,1,1
12,0,2,5,19,7,4,0,0,2
13,0,0,2,26,16,2,2,1,1
14,1,3,1,18,4,0,5,1,1
15,0,0,5,22,5,0,2,1,1
16,2,4,1,23,4,0,3,0,1
17,1,2,11,13,1,1,0,0,1
18,0,0,3,24,9,0,3,1,1
19,1,5,1,19,7,2,4,0,3
20,1,1,1,20,3,0,2,0,1
21,1,4,4,5,1,1,0,0,1
22,0,0,3,7,1,2,0,0,1
23,0,0,1,14,2,1,0,0,1
24,0,0,4,29,6,1,2,1,1
25,1,2,3,11,3,1,1,0,1
26,1,2,3,28,14,2,4,0,1
27,1,3,1,12,5,0,1,0,1
28,1,5,8,74,45,8,6,1,1
29,0,2,1,13,1,0,1,0,1
30,1,4,5,14,3,1,2,0,1
31,1,2,2,26,13,2,3,0,2
32,1,1,4,15,4,1,1,0,1
33,1,2,2,21,11,0,3,1,1
34,0,0,0,11,5,1,7,0,1
35,0,2,5,24,7,1,2,0,1
36,1,2,4,3,2,1,0,0,1
37,1,4,3,18,8,2,0,0,1
38,0,0,7,36,15,4,8,4,3
39,1,4,6,34,13,2,1,1,1
40,1,2,9,18,10,2,0,1,1
41,0,0,5,17,3,1,0,0,1
42,1,3,5,35,13,4,6,2,2
43,2,4,2,7,2,0,1,1,1
44,1,2,13,18,1,1,0,0,1
45,0,0,14,38,11,2,4,0,1
46,2,5,0,24,6,0,1,0,1
47,1,2,0,20,7,0,7,0,1
48,1,2,4,14,3,1,1,0,1
49,1,1,5,17,2,1,0,0,1
50,2,4,1,12,8,1,1,1,1
51,2,3,1,21,8,0,1,2,1
52,0,1,2,19,8,1,1,2,1
53,1,2,7,15,2,1,1,0,1
54,0,1,5,21,7,0,1,0,1
55,1,3,5,25,5,0,3,0,1
56,1,6,3,24,3,0,4,1,1
57,1,3,2,11,5,1,1,1,1
58,2,6,8,11,3,1,0,0,1
59,0,5,1,3,1,0,1,0,1
60,0,0,4,14,3,1,0,0,1
61,1,2,9,33,6,4,1,0,1
62,0,2,4,8,3,3,0,0,1
63,0,1,2,22,4,2,0,0,1
64,0,0,3,17,11,1,1,0,1
65,0,2,3,24,11,1,3,0,1
66,2,3,0,10,1,1,1,0,1
67,0,1,3,16,10,1,3,0,1
68,1,2,3,13,5,1,2,0,1
69,1,3,3,22,4,1,1,0,1
70,2,3,1,4,0,1,1,0,1
71,1,1,5,13,8,2,3,0,1
72,0,1,3,31,6,2,2,0,1
73,0,3,1,17,2,1,1,0,1
74,2,4,11,12,3,1,1,0,1
75,1,3,6,22,10,3,3,0,1
76,0,1,6,25,10,0,1,0,1
77,0,0,9,26,11,3,3,0,1
78,0,1,3,27,5,1,1,0,1
79,0,0,4,29,12,5,2,1,1
80,1,1,7,30,16,2,2,2,1
81,0,1,3,16,7,0,2,2,1
82,2,4,1,16,5,0,2,0,2
83,0,1,8,17,4,3,1,0,1
84,0,2,2,15,3,0,3,1,1
85,1,3,2,23,10,2,2,0,1
86,0,0,5,31,12,1,5,1,3
87,0,1,3,24,3,0,1,0,1
88,1,2,4,12,5,1,1,1,1
89,0,0,4,35,7,1,0,0,2
90,2,4,3,17,11,2,4,0,1
91,2,4,5,15,9,2,0,0,1
92,1,5,2,3,5,2,0,0,1
93,1,1,0,9,4,3,1,1,1
94,0,0,7,41,7,0,4,0,1
95,0,1,3,25,23,11,5,1,1
96,0,2,2,22,2,1,1,0,1
97,1,2,4,9,4,2,0,0,1
98,1,1,8,9,4,1,0,0,1
99,1,1,3,29,7,1,2,1,1
100,1,2,5,19,7,2,0,0,1
101,0,0,1,19,5,1,0,4,2
102,1,2,7,32,25,4,6,0,1
103,0,0,11,34,7,2,1,0,1
104,1,3,1,23,2,1,0,0,1
105,0,0,0,15,5,3,1,1,1
106,1,3,2,14,9,2,4,0,1
107,0,0,2,17,5,0,2,1,1
108,2,4,4,7,0,1,1,0,1
109,0,1,4,12,2,1,1,0,1
110,1,2,6,39,24,2,6,0,1
111,1,2,2,29,15,6,9,4,1
112,3,4,4,23,2,1,1,0,1
113,2,4,5,26,14,4,5,1,1
114,0,1,4,19,8,0,1,0,1
115,0,2,3,8,3,0,1,0,1
116,2,3,0,20,3,0,2,0,1
117,0,0,2,15,5,1,0,0,1
118,0,2,4,17,6,2,7,4,1
119,0,2,3,8,4,0,2,0,1
120,1,4,5,19,11,8,4,0,1
121,3,4,0,9,3,0,1,0,1
122,0,2,3,13,8,0,1,0,1
123,2,4,0,16,5,0,2,0,1
124,1,1,2,12,7,1,1,0,1
125,2,5,8,15,9,2,1,0,1
126,1,4,7,29,13,1,0,0,1
127,0,0,4,22,7,1,0,0,1
128,1,4,4,8,2,0,1,1,1
129,3,4,2,6,2,1,0,0,1
130,2,8,5,20,2,3,0,0,1
131,0,0,4,17,6,4,5,0,1
132,2,4,11,11,2,1,0,0,1
133,0,0,3,22,6,0,4,1,1
134,0,0,7,34,8,2,2,0,1
135,3,10,7,43,22,2,3,0,1
136,0,0,1,22,4,0,2,0,1
137,0,1,4,23,13,3,3,2,1
138,2,7,11,10,5,2,0,0,2
139,1,3,2,42,7,1,1,2,3
140,2,5,3,12,2,0,4,0,1
141,2,3,2,7,0,1,0,0,1
142,3,3,3,6,4,1,1,0,1
143,0,0,7,12,10,4,3,2,1
144,0,1,1,31,18,2,5,3,2
145,1,4,4,17,3,1,0,1,1
146,2,4,3,11,4,0,2,2,1
147,0,1,3,21,7,0,3,1,1
148,2,4,1,8,6,3,0,1,1
149,1,5,10,57,29,3,3,3,1
150,1,1,6,21,4,0,4,0,1
151,0,1,8,20,6,1,1,1,1
152,1,1,4,17,2,2,1,0,1
153,1,2,2,22,3,2,1,0,1
154,0,0,15,32,9,6,3,1,1
155,2,5,1,37,7,0,4,1,1
156,1,1,5,24,4,0,2,0,1
157,1,3,1,15,2,0,6,1,1
158,1,1,11,22,8,3,1,0,1
159,2,3,5,29,8,6,3,1,1
160,0,2,2,16,10,0,1,2,1
161,1,3,14,16,3,6,0,0,1
162,1,2,4,26,4,1,0,0,1
163,0,0,1,12,7,1,2,0,1
164,1,1,14,12,3,2,0,0,1
165,1,1,1,10,5,0,5,0,1
166,1,2,8,16,3,1,1,0,1
167,1,3,7,15,9,1,0,0,1
168,1,4,2,7,5,4,0,0,1
169,1,2,3,21,4,1,0,0,1
170,1,4,2,31,8,0,4,1,1
171,1,3,2,27,10,1,2,1,1
172,1,3,9,7,1,2,0,0,1
173,0,0,5,23,4,2,2,0,1
174,3,6,8,5,3,2,2,0,1
175,2,3,5,34,12,2,2,0,1
176,3,10,10,16,2,1,0,0,1
177,0,0,3,13,6,2,0,1,1
178,1,3,3,14,6,1,1,0,1
179,2,5,2,15,4,1,0,0,1
180,0,0,9,16,19,9,6,0,1
181,0,1,6,26,23,3,11,2,1
