,1,2,3,4,5,6,7,8,9
0,0,0,4,68,18,3,8,0,1
1,0,0,7,55,45,25,39,17,4
2,1,3,1,79,72,6,28,12,4
3,0,2,2,32,18,3,5,1,1
4,1,3,5,60,24,8,9,7,1
5,0,2,1,31,11,2,2,2,1
6,0,2,4,28,9,2,7,3,3
7,0,0,0,53,35,12,33,9,5
8,0,0,5,50,51,7,76,14,6
9,1,3,4,39,25,4,8,1,1
10,0,1,2,30,15,6,6,0,1
11,2,6,10,50,29,5,18,0,3
12,0,0,3,51,18,2,6,0,1
13,0,0,9,39,15,5,20,5,1
14,2,3,7,25,6,2,2,0,1
15,0,1,6,34,36,7,31,10,2
16,2,5,0,54,30,5,8,3,2
17,0,1,8,34,10,3,2,0,1
18,0,0,7,78,59,13,17,12,6
19,0,3,1,26,23,5,11,2,1
20,0,2,3,67,38,10,15,0,1
21,0,1,0,32,31,8,14,1,1
22,0,0,5,53,25,3,12,4,2
23,0,0,5,30,22,7,16,7,2
24,0,0,3,46,16,2,3,0,1
25,1,2,0,57,26,1,15,3,2
26,0,0,2,30,32,0,19,3,4
27,0,2,2,52,34,2,11,15,13
28,0,1,3,56,85,27,95,45,14
29,0,1,4,46,19,2,1,3,1
30,0,0,2,41,22,11,15,2,1
31,0,0,4,92,40,11,25,2,2
32,1,3,6,49,30,4,7,3,1
33,0,0,6,62,23,6,10,4,1
34,0,0,1,45,31,12,14,6,1
35,0,0,2,78,23,5,19,6,2
36,0,0,5,40,20,6,15,3,2
37,2,12,8,100,82,9,70,38,9
38,0,3,5,37,16,1,6,2,1
39,0,2,2,42,50,2,33,15,7
40,0,0,4,29,12,3,10,2,1
41,0,0,5,43,24,1,9,4,1
42,0,0,3,44,29,8,12,4,4
43,2,7,1,47,43,5,24,7,1
44,0,0,0,39,27,1,8,2,1
45,0,1,0,15,11,11,10,3,3
46,1,3,2,25,24,9,11,6,1
47,0,0,2,41,23,1,9,8,1
48,0,0,5,83,42,8,16,4,1
49,0,0,6,40,19,7,6,0,1
50,1,3,1,36,29,3,18,5,3
51,0,0,11,34,14,6,12,0,1
52,1,1,6,23,7,0,5,0,1
53,0,3,3,40,18,4,4,1,1
54,0,0,2,57,32,2,7,3,2
55,1,4,14,68,32,4,27,1,1
56,1,8,23,106,127,40,45,53,6
57,2,5,0,34,16,6,4,1,1
58,0,0,7,28,10,1,4,1,1
59,1,4,6,42,24,5,37,6,2
60,0,1,1,41,34,2,9,3,1
61,0,2,2,12,13,0,4,0,1
62,0,0,3,33,25,2,12,3,1
63,0,0,1,38,22,2,6,2,1
64,0,0,10,65,51,4,36,15,2
65,0,0,7,53,28,8,11,2,2
66,0,0,8,45,21,7,11,3,1
67,0,0,10,32,8,3,0,0,1
68,1,4,10,73,39,7,17,7,3
69,0,0,1,47,22,11,16,1,1
70,0,1,12,43,18,6,8,3,1
71,2,5,1,41,36,2,13,7,1
72,0,0,6,43,16,3,5,0,1
73,0,0,2,46,41,6,37,9,2
74,0,0,8,42,8,1,5,0,1
75,1,2,15,75,38,3,16,5,1
76,2,4,6,19,7,3,0,0,1
77,0,0,3,43,15,0,15,1,1
78,0,0,5,50,37,12,8,1,1
79,0,0,2,31,20,3,5,1,1
80,0,1,0,53,57,8,65,23,4
81,1,4,6,32,22,10,4,2,1
82,0,0,2,41,19,3,9,0,1
83,1,4,1,68,50,4,22,6,2
84,0,0,5,35,18,7,5,0,2
85,1,2,2,53,29,6,11,0,2
86,0,1,5,26,10,2,1,0,1
87,0,2,0,21,17,0,9,11,1
88,0,0,1,47,14,0,2,0,1
89,0,0,4,37,14,1,4,3,3
90,0,1,1,41,21,1,18,5,2
91,0,2,9,49,25,11,17,3,2
92,1,2,5,52,27,6,11,2,1
93,0,1,6,38,18,0,8,0,1
94,0,2,3,21,12,3,5,2,1
95,0,1,7,72,67,18,68,11,1
96,0,1,11,70,16,1,10,3,2
97,0,0,2,43,27,4,18,7,2
98,0,1,3,50,17,1,3,0,2
99,0,0,0,43,41,7,24,14,8
100,1,3,5,54,18,6,1,0,1
101,0,0,0,61,23,2,3,3,2
102,1,3,1,40,17,0,13,1,1
103,0,2,2,36,25,6,27,4,6
104,2,7,5,26,9,5,11,1,1
105,1,3,3,49,6,1,1,0,1
106,0,0,4,33,12,2,2,1,1
107,0,0,7,37,7,1,3,0,3
108,0,0,8,54,17,1,3,2,2
109,0,0,5,44,27,1,17,5,1
110,0,1,1,64,43,10,18,5,1
111,0,0,0,22,23,8,12,6,5
112,0,3,8,26,33,4,6,4,1
113,0,0,1,26,19,4,4,2,1
114,0,0,1,35,13,0,12,0,1
115,0,0,3,44,48,13,41,12,4
116,0,1,0,24,6,2,0,0,1
117,0,0,17,57,33,8,12,3,1
118,0,0,4,31,20,1,2,0,1
119,0,2,11,29,11,2,1,0,1
120,0,0,3,66,94,60,121,55,9
121,0,0,6,54,23,6,38,10,2
122,0,0,3,35,18,2,20,2,1
123,0,0,3,52,37,17,40,5,1
124,0,2,7,20,5,1,5,0,1
125,1,4,2,14,10,5,1,0,1
126,0,0,0,45,35,5,29,11,2
127,2,8,4,23,9,8,1,0,1
128,0,2,2,41,30,5,16,17,2
129,0,2,6,51,13,4,7,0,1
130,2,9,7,44,40,6,4,5,1
131,0,0,2,29,8,2,3,2,1
132,1,5,0,27,10,3,6,1,2
133,0,0,2,33,21,3,9,3,1
134,0,0,3,44,24,2,2,3,1
135,0,1,8,43,114,17,48,46,12
136,0,0,1,54,30,0,15,3,2
137,0,0,0,33,29,7,1,1,1
138,0,2,3,43,65,6,9,11,3
139,0,3,4,25,24,6,4,1,1
140,0,0,0,38,18,4,17,3,1
141,0,1,0,33,31,1,23,6,1
142,0,0,1,43,29,5,13,0,1
143,0,0,0,38,16,8,10,1,3
144,0,0,16,53,19,6,7,0,1
145,0,3,1,22,8,1,0,0,1
146,0,1,3,32,13,1,4,1,2
147,0,0,9,40,18,6,9,0,1
148,1,1,4,29,13,2,6,3,1
149,0,0,1,80,32,6,32,6,1
150,0,0,10,50,22,3,5,2,2
151,0,0,7,46,29,9,4,0,1
152,0,0,2,27,22,2,4,3,2
153,0,1,5,36,13,2,1,0,1
154,1,2,1,54,39,8,33,12,1
155,1,2,6,46,17,6,6,1,1
156,1,1,2,40,20,5,12,2,3
157,1,2,6,31,13,3,6,0,1
158,0,0,0,27,31,3,30,8,1
159,1,4,11,52,18,1,7,0,1
160,0,0,0,22,20,2,7,4,1
161,0,0,10,42,17,4,10,2,1
162,0,1,1,50,36,1,3,0,2
163,0,2,0,26,13,0,5,1,1
164,0,0,10,69,46,10,23,11,1
165,0,0,11,95,58,15,30,10,2
166,0,1,8,39,13,9,3,4,1
167,0,0,2,57,36,14,17,2,1
