,1,2,3,4,5,6,7,8,9
0,1,1,4,13,3,2,0,0,1
1,0,0,2,14,3,1,0,0,1
2,2,3,1,8,3,1,0,0,1
3,0,1,4,8,4,2,0,0,1
4,1,2,5,13,3,1,0,0,1
5,3,5,2,3,2,1,1,0,1
6,2,3,2,8,0,1,0,0,1
7,0,2,2,12,5,0,1,0,1
8,1,1,11,28,5,2,1,0,1
9,2,2,4,21,3,2,1,0,1
10,2,3,2,9,4,1,1,1,1
11,1,3,0,8,4,0,3,0,1
12,1,2,4,10,0,2,0,0,1
13,0,0,23,46,12,6,4,0,1
14,1,3,4,19,15,1,2,0,1
15,1,4,13,19,8,3,2,0,1
16,2,5,6,17,1,2,3,0,1
17,1,4,8,12,3,1,0,1,1
18,0,2,4,22,2,1,2,1,1
19,0,0,1,11,6,3,0,0,1
20,0,1,0,20,10,0,2,0,1
21,0,0,3,7,3,2,0,0,1
22,2,3,0,10,3,0,1,0,1
23,1,4,3,14,2,2,0,0,1
24,1,1,3,7,3,1,1,0,1
25,1,3,6,16,2,2,2,0,1
26,1,2,1,28,6,0,3,1,1
27,1,3,2,3,1,1,0,0,1
28,2,2,3,18,3,2,0,0,1
29,2,4,2,8,1,1,0,0,1
30,2,4,1,26,2,1,0,0,1
31,1,3,2,10,2,2,0,0,1
32,0,0,5,10,5,1,0,0,1
33,1,4,8,20,9,1,0,0,1
34,0,2,3,11,5,1,0,0,1
35,2,3,0,20,1,2,0,0,1
36,1,5,2,9,6,1,0,1,1
37,1,3,5,6,3,1,0,0,1
38,0,3,5,10,4,1,0,1,1
39,1,4,0,12,3,0,4,0,1
40,2,3,3,10,9,1,3,0,1
41,2,2,2,8,2,1,1,0,1
42,2,2,2,19,4,1,1,0,1
43,1,3,5,9,4,1,1,0,1
44,1,1,3,4,1,1,1,0,1
45,1,2,2,10,5,2,1,0,1
46,1,2,1,5,1,0,1,0,1
47,2,5,2,12,3,2,1,0,1
48,1,1,2,20,7,2,0,0,1
49,1,1,7,13,3,1,0,0,1
50,0,1,5,50,40,2,20,10,3
51,1,1,0,7,3,1,1,0,1
52,1,2,5,14,1,2,0,0,2
53,2,4,4,16,3,1,0,0,1
54,0,2,1,10,4,1,3,0,1
55,1,2,3,7,2,1,1,0,1
56,1,3,3,12,1,1,2,1,1
57,0,2,1,7,4,1,0,0,1
58,1,3,11,6,2,1,0,0,1
59,2,4,5,15,5,1,1,0,1
60,1,1,1,16,4,1,1,0,1
61,1,3,0,12,2,1,2,0,1
62,1,2,9,4,2,2,0,0,1
63,1,1,7,11,4,2,0,0,1
64,3,7,9,20,2,1,0,0,1
65,1,3,2,19,8,1,2,0,1
66,2,4,11,14,4,2,0,0,1
67,1,1,5,4,1,1,0,0,1
68,2,5,1,5,2,1,0,0,1
69,1,2,3,9,2,1,1,0,1
70,0,0,9,13,6,1,0,0,1
71,1,5,2,10,3,1,0,1,1
72,2,3,6,3,1,1,0,0,1
73,2,2,5,17,2,1,1,0,1
74,1,2,3,13,1,0,3,0,1
75,2,3,3,5,1,1,0,0,1
76,2,5,5,9,7,2,0,0,1
77,1,2,4,12,5,1,0,0,1
78,0,0,9,16,4,3,0,0,1
79,1,3,1,18,4,1,1,0,1
80,0,1,5,16,3,1,1,0,1
81,2,3,5,11,4,1,0,0,1
82,1,1,4,9,4,1,0,0,1
83,2,5,5,19,6,1,1,0,1
84,1,1,4,13,4,0,2,0,1
85,2,5,6,27,8,1,0,1,1
86,3,5,3,11,2,1,0,0,1
87,2,2,0,7,2,0,3,0,1
88,3,4,1,9,6,1,0,1,1
89,0,0,4,11,2,1,0,0,1
90,2,5,1,7,3,0,0,1,1
91,0,1,8,16,6,2,3,1,1
92,3,5,2,6,1,1,1,0,1
93,1,2,0,9,4,1,2,0,1
94,2,5,5,16,3,2,0,0,1
95,3,3,2,1,1,1,0,0,1
96,1,5,9,13,2,1,0,0,1
97,0,0,5,7,3,1,0,0,1
98,1,2,3,21,3,1,0,0,1
99,1,2,2,33,7,1,2,1,1
100,3,5,6,5,0,2,0,0,1
101,1,2,2,16,6,1,0,0,1
102,1,4,3,5,2,1,0,0,1
103,2,5,3,8,3,1,0,1,1
104,2,5,5,2,2,2,0,0,1
105,0,0,3,10,2,1,0,0,1
106,2,3,7,13,9,2,2,0,1
107,1,4,2,7,3,0,1,0,1
108,1,2,11,23,3,1,1,0,1
109,1,1,1,20,4,1,0,0,1
110,1,1,0,11,4,0,1,0,1
111,1,3,16,47,12,1,1,1,1
112,1,4,0,8,4,1,1,0,1
113,2,5,9,9,4,0,1,1,1
114,1,2,9,17,1,1,0,0,1
115,1,3,5,24,8,1,1,1,1
116,1,2,6,30,13,1,3,0,1
117,2,4,3,16,4,2,0,1,1
118,1,2,6,20,2,1,0,0,1
119,0,0,6,9,2,2,1,1,1
120,0,0,4,14,6,1,3,0,1
121,3,5,4,11,3,1,2,0,1
122,2,3,0,10,0,0,1,0,1
123,1,2,2,6,5,1,0,1,1
124,2,2,2,10,2,0,1,0,1
125,1,3,4,13,5,1,2,1,1
126,2,5,0,14,4,0,1,0,1
127,3,4,0,4,1,1,0,0,1
128,1,1,2,8,1,0,1,0,1
129,1,3,1,12,2,1,1,0,1
130,1,2,3,9,2,1,1,0,1
131,2,3,1,18,2,2,4,0,1
132,1,1,1,2,3,1,0,0,1
133,1,2,4,11,8,1,0,0,1
134,1,1,3,9,3,2,1,0,1
135,1,7,5,19,17,1,2,1,1
136,0,0,6,7,0,2,0,0,1
137,0,0,2,16,6,1,0,0,1
138,2,4,6,19,3,1,1,0,1
139,0,0,6,23,6,3,4,0,2
140,1,2,4,9,4,2,0,0,1
141,2,5,4,7,3,0,1,0,1
142,2,2,2,8,2,1,2,0,1
143,0,0,6,11,4,1,0,0,1
144,2,3,6,10,1,0,1,0,1
145,0,1,3,15,3,1,2,0,1
146,0,4,4,7,5,1,0,1,1
147,0,0,2,7,2,1,0,0,1
148,1,3,8,16,6,1,1,0,1
149,0,0,10,26,9,1,6,1,1
150,0,2,8,9,3,0,1,0,1
151,0,0,5,25,12,2,1,1,1
152,0,0,4,4,3,1,0,0,1
153,0,0,3,16,4,1,0,0,1
154,0,2,5,14,4,1,0,0,1
155,1,2,1,15,5,3,2,0,1
156,1,1,1,30,6,1,0,0,1
157,2,2,4,15,1,1,0,0,1
158,2,3,1,26,6,2,1,1,1
159,1,1,2,18,2,2,1,0,1
160,2,4,2,2,1,0,1,0,1
161,1,2,4,20,14,1,2,0,1
162,2,5,2,7,0,1,0,0,1
163,1,1,1,7,4,2,0,0,1
164,1,3,5,6,5,1,0,0,1
165,0,0,8,6,5,3,0,0,1
166,0,0,4,5,2,2,0,0,1
167,2,2,10,18,0,0,1,0,1
168,1,2,4,16,5,1,1,0,1
169,3,5,1,11,5,0,3,1,1
170,1,1,3,18,2,1,0,0,1
171,2,9,9,5,4,5,0,0,1
172,1,2,4,6,2,1,0,0,1
173,1,1,4,16,4,2,0,0,1
174,2,2,2,12,5,1,1,0,1
175,1,5,13,34,7,2,2,0,1
176,1,2,2,6,0,0,1,0,1
177,1,2,2,3,1,1,0,0,1
178,2,2,3,7,1,1,0,0,1
179,1,2,3,4,1,1,0,0,1
180,3,4,1,7,2,0,2,0,1
181,1,4,14,11,3,1,0,1,1
182,1,1,1,7,3,1,0,0,1
183,1,1,1,22,6,0,2,1,1
184,0,1,5,18,6,2,0,0,1
185,1,1,2,14,2,1,0,0,1
186,1,3,6,11,3,1,0,0,1
187,0,0,0,8,1,0,2,1,1
188,0,2,5,10,2,2,0,0,1
189,1,1,5,3,2,1,0,0,1
190,1,2,6,17,13,1,0,1,1
191,2,5,3,21,10,4,0,2,1
192,0,0,2,16,2,0,1,0,1
193,1,3,11,41,14,6,4,0,1
194,1,2,1,13,3,0,3,1,1
195,1,2,3,6,4,1,0,0,1
196,1,2,6,10,4,1,0,0,1
197,2,2,0,7,2,1,0,0,1
198,2,6,1,5,2,1,1,0,1
199,1,3,5,13,4,0,2,0,1
200,2,5,2,5,2,0,1,0,1
201,2,3,0,7,4,2,0,0,1
202,2,3,1,19,7,0,1,0,1
203,1,1,2,14,2,0,2,0,1
204,1,3,7,15,1,0,2,0,1
205,2,4,2,2,1,1,1,0,1
206,0,1,4,14,6,1,1,0,1
207,1,3,4,2,2,0,1,0,1
208,1,1,5,13,10,4,1,0,1
209,2,4,2,5,0,0,1,0,1
210,2,3,0,20,2,0,1,1,1
211,1,1,5,21,3,1,2,0,2
212,2,2,2,12,3,0,1,0,1
213,1,4,1,8,5,1,0,0,1
214,0,2,2,9,1,1,0,0,1
215,0,1,2,20,5,1,2,0,1
216,2,4,2,21,6,4,5,0,1
217,2,4,1,11,3,0,3,0,1
218,1,2,3,21,5,0,1,0,1
219,2,5,2,11,9,2,0,1,1
220,2,4,3,9,3,1,1,0,1
221,0,0,6,20,6,1,0,0,1
222,1,3,2,11,2,1,1,0,1
223,0,0,13,18,6,2,0,0,1
224,2,5,8,19,5,2,0,0,1
225,2,4,1,0,0,1,0,0,1
226,1,3,3,13,6,1,4,0,1
227,1,1,0,13,7,0,2,1,1
228,1,2,3,5,2,1,0,0,1
229,1,2,2,7,5,0,2,0,1
230,1,2,8,5,2,1,0,0,1
231,0,3,3,8,2,1,1,0,1
232,2,4,1,4,2,1,0,0,1
233,1,1,3,12,3,2,0,0,1
234,2,5,7,28,6,2,2,0,1
235,1,2,3,13,4,1,0,0,1
236,2,2,9,4,1,2,0,0,1
237,1,4,15,10,1,1,0,0,1
238,1,2,5,11,7,2,0,0,1
239,1,1,3,3,2,0,1,0,1
240,0,0,6,13,5,1,0,0,1
241,1,2,25,59,15,4,0,0,1
242,1,2,3,10,3,1,0,1,1
243,3,4,1,10,1,1,1,0,1
244,2,3,6,21,5,2,2,0,1
245,0,0,1,14,3,2,1,0,1
246,0,0,3,23,10,1,2,0,1
247,1,1,4,12,2,1,0,0,1
248,2,8,2,19,7,0,8,2,2
249,1,3,11,23,10,4,0,0,1
250,1,2,5,18,4,1,1,0,1
251,3,4,0,13,2,0,1,0,1
252,1,1,6,11,4,2,0,0,1
253,3,4,2,0,0,1,0,0,1
254,1,2,7,5,4,2,0,0,1
255,0,4,8,9,2,1,0,0,1
256,1,3,6,11,6,2,1,0,1
257,0,0,2,7,3,1,0,0,1
258,0,0,5,22,4,0,1,0,1
259,2,8,2,13,6,1,3,0,1
260,1,2,5,23,4,0,5,0,1
261,1,1,4,14,5,2,0,0,1
262,1,2,4,11,7,1,1,1,1
263,0,0,5,8,1,1,1,0,1
264,2,5,7,8,4,2,1,0,1
265,0,1,5,6,2,1,0,0,1
266,1,1,0,10,3,1,0,0,1
267,0,0,4,11,5,0,1,0,1
268,1,4,2,11,13,3,0,0,1
269,0,3,1,8,2,0,1,0,1
270,0,2,8,4,6,1,1,1,1
271,0,0,2,13,2,2,1,1,1
272,1,3,5,12,2,1,1,0,1
273,2,4,0,6,2,0,1,0,1
274,0,2,4,9,2,1,0,0,1
275,0,1,1,16,3,0,1,0,1
276,0,0,5,23,4,3,0,0,1
277,0,1,1,11,9,1,3,0,1
278,0,0,1,15,6,1,3,0,1
279,2,4,8,22,3,2,2,0,1
280,1,4,6,8,1,1,0,0,1
281,2,6,2,24,12,4,5,2,1
282,1,1,2,12,6,0,2,1,1
283,1,3,4,22,2,0,1,0,1
284,2,5,4,6,2,2,0,0,1
285,0,0,3,9,4,2,0,0,1
286,0,0,5,29,9,2,0,1,1
287,1,3,3,19,5,2,0,0,1
288,1,1,1,16,5,0,2,2,3
289,0,1,5,26,9,4,5,2,1
290,2,2,6,4,2,1,0,0,1
291,1,4,1,2,2,1,0,0,1
292,1,2,7,6,0,1,0,0,1
293,0,1,7,21,5,1,1,0,1
294,2,6,0,15,8,0,2,0,1
295,1,2,9,2,0,2,0,0,1
296,1,4,2,1,0,1,0,0,1
297,2,3,0,17,2,1,2,0,1
298,2,5,1,15,8,2,1,0,1
299,2,3,1,16,6,1,0,0,1
300,2,5,2,5,5,2,2,0,1
301,2,5,0,13,6,0,2,0,1
302,2,3,1,12,4,1,1,1,1
303,2,5,7,15,2,1,0,0,1
304,1,2,5,12,0,0,1,0,1
305,0,1,4,13,4,5,4,1,1
306,2,4,2,59,13,2,1,0,1
307,2,3,2,6,2,1,0,0,1
308,2,6,0,7,2,0,1,0,1
309,1,3,3,25,5,1,2,1,1
