,1,2,3,4,5,6,7,8,9
0,0,1,0,42,15,1,2,1,1
1,0,3,4,47,21,3,1,3,1
2,2,5,5,20,5,0,1,1,1
3,1,3,12,40,9,2,5,0,1
4,0,0,0,45,33,7,17,9,1
5,0,0,6,37,6,2,1,0,1
6,0,0,4,17,9,1,0,0,1
7,0,2,28,93,49,12,9,1,2
8,1,3,3,65,31,1,13,7,1
9,0,2,2,29,19,2,6,8,2
10,1,3,3,19,6,0,3,0,1
11,0,0,1,17,12,0,2,5,1
12,1,4,10,10,6,2,0,0,1
13,0,3,0,28,16,2,3,0,1
14,1,4,12,25,3,2,0,0,1
15,0,0,4,33,13,2,8,3,3
16,2,4,2,16,8,0,3,1,1
17,0,0,7,20,4,2,0,0,1
18,0,0,6,42,26,0,4,1,1
19,1,3,6,40,22,3,16,2,1
20,0,1,3,20,6,2,0,0,1
21,1,3,6,18,9,1,3,2,1
22,2,4,10,27,2,2,2,0,1
23,1,4,15,31,7,3,2,2,1
24,0,3,0,18,9,1,2,2,1
25,0,0,3,17,7,0,0,1,1
26,0,0,10,38,9,6,9,1,2
27,0,1,4,16,2,0,2,1,1
28,1,8,9,73,49,13,27,3,1
29,0,1,6,27,14,1,6,2,1
30,0,1,5,34,5,1,5,0,1
31,0,0,9,17,9,2,2,0,1
32,1,3,9,29,8,4,3,0,1
33,0,0,1,17,11,2,2,0,1
34,2,6,9,47,23,5,7,1,1
35,1,4,0,17,1,0,2,0,1
36,0,2,12,11,4,2,0,0,1
37,0,1,3,56,28,3,16,5,3
38,0,0,3,35,7,0,5,0,1
39,0,0,3,32,10,3,4,1,1
40,2,6,0,8,9,1,3,0,1
41,1,3,7,28,8,2,0,0,1
42,1,3,5,35,13,4,6,2,2
43,1,4,0,24,8,3,0,0,1
44,1,1,8,10,1,3,0,0,1
45,0,0,9,32,20,5,2,1,2
46,0,1,4,26,4,2,0,0,1
47,0,1,1,34,7,3,2,0,3
48,3,3,1,23,8,1,3,0,1
49,0,2,1,20,7,1,1,0,1
50,1,3,7,43,10,2,5,0,1
51,0,1,5,16,7,2,1,0,1
52,1,3,2,4,1,1,0,0,1
53,1,2,1,12,1,2,0,0,1
54,0,3,1,17,11,0,2,0,1
55,0,1,7,35,28,3,3,0,1
56,0,0,10,58,13,1,2,1,1
57,0,1,6,22,5,1,0,0,1
58,1,3,0,18,5,4,0,0,1
59,2,5,3,17,5,1,1,1,1
60,1,2,3,34,18,3,5,1,2
61,0,0,12,24,11,1,3,0,1
62,1,3,2,14,1,0,2,0,1
63,0,0,2,27,12,1,0,0,1
64,0,1,7,21,10,5,2,1,1
65,1,2,2,20,13,3,1,1,1
66,0,3,5,24,5,3,1,0,1
67,1,3,7,39,8,0,5,0,1
68,1,4,8,34,6,1,0,0,1
69,1,1,2,33,9,2,4,1,1
70,1,3,8,19,7,1,1,1,1
71,0,0,3,31,10,1,6,1,1
72,0,0,12,14,4,2,4,1,1
73,1,2,1,13,6,0,3,1,1
74,0,3,0,23,13,1,4,0,2
75,1,2,3,40,14,6,6,1,1
76,0,2,6,9,6,1,1,0,1
77,2,3,1,28,9,3,1,0,2
78,2,4,5,41,14,0,3,0,1
79,0,0,4,30,14,5,2,1,1
80,1,3,4,21,14,2,3,0,1
81,0,1,3,33,12,1,5,2,1
82,1,3,3,21,8,2,0,0,2
83,0,0,2,18,5,0,3,1,1
84,2,3,6,49,18,6,4,2,2
85,1,3,6,36,16,4,7,0,1
86,1,3,1,33,10,1,5,0,1
87,0,0,1,58,12,2,7,1,1
88,0,1,8,24,13,2,2,1,1
89,0,0,8,24,7,1,1,0,1
90,0,1,2,21,11,1,5,3,1
91,0,0,3,26,6,0,1,0,1
92,0,2,2,21,6,1,1,0,1
93,1,1,7,19,2,1,0,0,1
94,0,4,0,4,3,1,0,0,1
95,0,0,3,28,22,9,3,1,1
96,0,1,1,24,15,0,1,0,1
97,2,5,1,20,3,0,1,0,1
98,1,5,0,12,3,1,0,0,1
99,0,0,9,56,16,5,5,2,1
100,0,2,7,11,5,0,4,0,1
101,1,3,4,16,6,1,0,0,3
102,1,2,7,32,25,4,6,0,1
103,0,0,3,19,5,1,0,0,1
104,0,1,1,28,13,1,3,1,1
105,1,1,3,15,3,0,1,1,1
106,2,8,9,34,19,6,3,2,1
107,0,0,9,18,7,1,0,0,1
108,2,4,2,14,4,3,0,0,2
109,0,0,2,32,8,4,1,0,1
110,0,1,3,25,7,0,4,1,1
111,0,1,2,27,11,14,12,2,2
112,0,1,4,16,5,2,2,0,1
113,0,0,5,32,13,3,2,1,1
114,0,2,2,10,8,0,3,0,1
115,1,3,13,7,2,1,1,0,1
116,0,1,5,14,4,0,2,0,1
117,1,3,0,17,6,1,0,0,1
118,1,4,15,22,9,3,1,0,1
119,1,3,2,6,1,1,0,0,1
120,1,2,6,14,10,3,2,0,1
121,1,3,0,12,2,0,4,1,2
122,1,2,3,22,7,1,1,1,1
123,0,1,2,26,13,2,3,0,1
124,1,1,2,47,20,1,8,2,1
125,0,1,3,22,9,1,1,1,1
126,1,4,7,29,13,1,0,0,1
127,1,3,6,22,5,1,1,1,1
128,0,0,3,22,5,0,4,0,1
129,3,5,4,28,9,3,3,0,1
130,1,2,3,13,3,2,1,0,1
131,1,3,0,18,5,1,1,0,1
132,0,1,4,18,6,2,1,0,1
133,2,3,5,9,0,1,0,1,1
134,0,1,3,14,9,2,2,0,1
135,2,7,8,35,16,0,5,2,1
136,0,0,9,36,14,2,2,0,1
137,0,0,2,13,9,2,1,1,1
138,1,1,2,32,5,1,0,0,1
139,0,0,3,27,6,0,2,0,1
140,1,2,10,19,4,2,0,0,2
141,3,7,6,10,4,0,2,0,1
142,2,4,6,24,9,3,2,0,1
143,0,1,5,43,15,3,6,2,1
144,1,1,7,32,5,1,3,1,1
145,0,0,4,11,5,1,1,0,1
146,1,4,3,10,6,1,0,0,1
147,0,1,0,16,12,0,3,1,1
148,0,1,2,22,5,1,0,0,1
149,0,0,15,60,43,13,20,7,2
150,0,0,3,32,14,0,1,1,1
151,0,1,3,22,11,2,2,1,1
152,0,0,7,15,5,1,5,0,1
153,1,6,1,19,16,3,1,1,1
154,1,1,8,21,5,1,0,0,1
155,1,5,4,18,6,1,2,0,1
156,2,7,10,62,26,6,15,1,1
157,0,1,2,18,6,1,4,3,1
158,1,3,8,56,17,4,7,1,1
159,1,2,1,17,6,0,2,0,1
160,2,5,0,20,6,3,2,0,1
161,1,2,3,20,5,4,1,0,1
162,1,5,7,49,10,1,3,0,1
163,2,5,4,15,4,1,0,0,1
164,1,3,10,17,5,4,0,0,1
165,1,1,3,47,17,1,3,1,1
166,1,5,1,51,16,2,2,4,1
167,1,2,6,33,16,3,4,5,1
168,0,1,3,22,3,3,2,0,1
169,0,1,3,24,4,1,1,0,1
170,0,1,5,53,28,9,7,2,2
171,2,5,2,77,38,9,13,4,3
172,1,1,2,15,5,1,1,0,1
173,1,1,0,20,10,1,2,2,1
174,1,3,1,48,35,3,8,0,1
175,0,0,2,21,7,1,1,1,1
176,2,6,6,8,3,4,0,0,1
177,2,3,1,15,7,0,2,0,1
178,1,1,2,24,3,2,0,0,1
179,1,3,1,15,8,1,1,0,1
180,0,1,9,24,27,10,10,0,1
181,2,4,2,35,18,2,1,1,1
182,0,0,6,28,6,3,5,0,1
183,1,1,1,41,14,1,1,3,1
184,1,2,0,26,6,0,2,0,1
185,0,0,2,16,8,1,2,0,1
186,0,1,4,29,15,3,6,1,1
187,0,2,2,23,15,1,1,1,1
188,0,0,5,26,7,1,0,0,1
189,0,0,10,26,4,2,1,0,1
190,0,1,5,28,5,1,4,1,1
191,0,0,3,16,4,3,1,0,1
192,0,0,6,60,23,6,14,2,1
193,0,0,7,23,17,2,0,0,1
194,1,2,1,16,2,2,0,1,1
195,1,2,0,6,4,1,0,1,1
196,0,0,0,18,12,4,6,2,1
197,1,3,8,36,13,3,4,0,1
198,0,2,3,14,7,0,4,2,1
199,0,0,0,27,8,2,2,0,1
200,1,3,7,24,17,5,7,1,1
