,1,2,3,4,5,6,7,8,9
0,0,2,8,15,5,1,0,0,1
1,1,4,3,13,7,1,0,1,1
2,2,4,3,4,1,1,0,0,1
3,1,4,2,5,4,0,2,0,1
4,3,5,0,5,2,0,2,0,1
5,1,1,8,8,1,1,0,0,1
6,1,1,2,2,1,1,0,0,1
7,1,5,6,23,12,2,0,0,1
8,1,1,1,13,3,0,1,0,1
9,1,2,1,14,2,0,1,1,1
10,1,4,3,5,3,0,1,0,1
11,3,3,1,4,1,0,0,1,1
12,1,4,8,4,1,1,0,0,1
13,1,4,3,6,0,1,0,0,1
14,1,3,3,2,2,1,0,0,1
15,0,0,4,4,3,1,1,1,3
16,3,5,6,2,0,1,0,0,1
17,0,0,7,6,2,1,0,0,1
18,0,0,2,16,5,0,1,1,1
19,2,4,3,22,8,0,4,0,1
20,1,2,2,3,2,1,0,0,1
21,2,2,3,3,0,1,0,0,1
22,2,4,4,2,1,1,0,0,1
23,1,3,4,8,1,1,1,1,1
24,3,3,2,6,1,1,0,0,1
25,3,6,0,4,3,0,0,1,1
26,0,0,5,16,3,1,0,0,1
27,1,1,4,5,1,0,1,0,1
28,2,7,9,16,5,0,1,0,1
29,3,5,0,4,1,0,3,1,1
30,2,4,0,5,0,0,1,0,1
31,0,2,4,7,2,0,1,0,1
32,1,4,3,6,1,2,0,0,1
33,0,0,2,7,6,1,0,0,1
34,2,3,3,10,4,1,0,0,1
35,1,4,0,3,0,1,0,0,1
36,2,6,5,4,1,1,0,0,1
37,1,2,1,13,6,1,1,0,1
38,2,2,2,7,2,1,1,0,1
39,0,0,2,15,5,1,0,0,1
40,2,3,4,4,1,1,0,0,1
41,1,2,5,10,1,1,0,0,1
42,1,2,2,13,5,0,1,1,1
43,2,4,6,1,2,1,0,0,1
44,1,1,6,8,1,1,0,0,1
45,1,2,5,8,2,1,0,0,1
46,2,4,3,12,1,1,0,0,1
47,1,2,1,19,5,0,2,1,1
48,3,4,3,13,1,1,0,0,1
49,0,3,0,2,3,1,0,0,1
50,1,3,8,29,5,2,1,0,1
51,1,2,2,8,3,1,1,0,1
52,2,3,2,3,0,1,0,0,1
53,1,2,2,10,1,1,0,0,1
54,1,1,3,8,4,0,2,0,1
55,2,5,6,13,5,2,1,0,1
56,1,3,6,19,2,1,1,0,1
57,1,3,7,6,3,1,0,0,1
58,3,5,1,3,1,2,0,0,1
59,2,4,4,2,0,1,0,0,1
60,1,2,4,17,7,1,0,1,1
61,0,2,6,2,2,1,1,0,1
62,1,3,2,7,1,0,1,0,1
63,0,0,2,6,3,1,0,0,1
64,1,3,6,6,6,2,0,0,1
65,2,2,0,3,1,1,0,0,1
66,0,3,7,14,4,3,1,0,1
67,1,2,5,13,2,0,3,0,1
68,1,3,4,12,3,1,0,0,1
69,1,1,1,10,2,1,0,0,1
70,1,3,6,10,4,1,0,0,1
71,1,1,4,5,4,1,2,0,1
72,1,1,4,4,0,1,0,0,1
73,3,4,2,2,0,1,0,0,1
74,2,3,1,6,1,1,1,0,1
75,2,4,2,6,1,1,0,0,1
76,2,3,5,5,2,1,0,0,1
77,2,2,1,17,1,1,1,0,1
78,2,4,2,9,0,1,0,0,1
79,0,0,4,10,3,1,1,1,1
80,1,3,2,3,1,0,1,0,1
81,2,2,2,7,1,1,0,0,1
82,2,3,2,10,3,1,1,0,1
83,2,3,3,2,2,1,0,0,1
84,3,3,8,14,2,4,1,0,1
85,1,1,3,15,5,2,4,0,1
86,2,3,1,9,3,0,1,0,1
87,2,3,4,10,1,2,2,0,1
88,1,2,3,5,1,1,1,0,1
89,1,2,10,15,4,1,0,0,1
90,0,1,3,10,3,1,0,0,1
91,1,2,10,6,3,1,0,0,1
92,3,4,3,5,0,1,1,0,1
93,1,1,8,9,2,1,0,0,1
94,2,5,1,1,0,1,0,0,1
95,0,2,1,6,3,1,0,0,1
96,1,2,2,7,4,1,0,0,1
97,3,4,1,6,1,0,1,0,1
98,2,3,2,3,1,1,0,0,1
99,0,0,5,17,3,1,0,0,1
100,1,2,3,0,1,1,0,0,1
101,1,3,5,10,3,0,1,0,1
102,1,4,2,16,3,0,1,0,1
103,0,1,1,6,2,1,0,0,1
104,0,0,2,5,4,1,0,1,1
105,2,2,1,4,0,0,1,0,1
106,2,9,16,15,9,2,0,0,1
107,2,2,5,8,1,1,0,0,1
108,2,4,2,14,4,3,0,0,2
109,1,1,2,17,2,2,0,0,1
110,2,4,1,3,2,1,0,0,1
111,1,3,1,13,4,2,1,0,1
112,1,2,3,5,2,2,2,0,1
113,1,1,5,9,1,1,0,0,1
114,0,2,2,2,2,1,0,0,1
115,2,4,7,2,2,1,1,0,1
116,2,3,1,2,0,0,2,0,1
117,2,4,2,9,4,1,0,0,1
118,3,5,6,1,3,1,0,0,1
119,2,3,2,5,0,1,0,0,1
120,2,4,3,6,3,1,0,0,1
121,1,5,1,3,0,1,0,0,1
122,2,2,4,4,0,1,0,0,1
