,1,2,3,4,5,6,7,8,9
0,0,0,11,9,3,1,1,0,1
1,0,0,4,16,8,1,0,1,1
2,1,3,0,26,17,2,0,1,1
3,3,4,7,2,0,1,0,0,1
4,1,3,11,11,3,2,0,0,1
5,2,2,2,11,0,0,2,0,1
6,3,5,5,4,0,1,0,0,1
7,0,0,8,31,11,10,3,2,2
8,2,2,1,14,9,1,0,0,1
9,1,3,2,12,5,1,0,0,1
10,1,1,3,8,1,1,0,0,1
11,3,7,9,35,3,0,4,0,1
12,0,0,0,9,3,0,1,0,1
13,0,1,3,18,3,1,0,0,1
14,2,2,8,9,2,1,1,0,1
15,1,2,1,21,5,2,5,1,1
16,2,5,6,17,1,2,3,0,1
17,1,1,5,5,0,1,0,0,1
18,0,0,5,29,16,2,5,2,1
19,2,5,0,7,3,1,2,0,1
20,0,0,1,28,16,1,4,0,1
21,0,0,4,14,2,3,0,0,1
22,0,1,5,8,2,0,2,0,1
23,1,3,4,14,9,1,2,0,1
24,2,3,3,20,5,1,0,0,1
25,2,3,3,10,2,0,1,1,1
26,1,1,1,22,5,0,1,0,1
27,1,3,6,9,4,0,3,0,1
28,2,5,5,28,7,2,0,1,1
29,0,2,7,5,3,1,0,0,1
30,0,0,9,17,10,3,1,0,1
31,3,7,7,7,1,2,0,0,1
32,2,3,6,13,5,2,1,0,1
33,0,1,1,10,2,1,2,0,1
34,0,0,4,45,23,15,11,6,1
35,2,3,2,21,1,1,0,0,1
36,1,3,1,11,3,0,1,0,1
37,2,4,0,49,10,3,1,0,1
38,0,1,6,7,1,1,0,1,1
39,1,5,0,17,6,0,2,2,1
40,1,2,0,9,1,1,0,0,1
41,0,1,3,6,5,1,1,1,1
42,0,1,3,8,3,3,0,0,1
43,2,4,7,10,10,7,5,0,1
44,1,2,4,34,12,0,5,0,1
45,1,2,2,10,5,2,1,0,1
46,1,3,2,16,5,1,0,1,1
47,0,0,5,14,4,1,0,1,1
48,2,3,1,25,7,3,1,1,1
49,0,1,6,11,5,2,1,0,1
50,1,2,1,33,18,2,8,1,1
51,2,3,6,9,1,1,0,0,1
52,2,2,7,8,2,1,2,0,1
53,2,3,4,15,4,0,1,0,1
54,2,8,5,19,6,2,0,0,1
55,1,3,13,24,4,1,2,0,1
56,1,6,15,40,13,6,2,3,1
57,2,5,0,18,2,3,2,0,1
58,1,3,5,9,2,1,0,0,1
59,1,3,3,12,4,1,2,0,2
60,1,2,3,22,6,2,2,1,1
61,2,5,2,13,16,1,4,0,1
62,2,3,1,7,2,1,2,0,1
63,0,0,7,14,4,2,0,0,1
64,0,0,4,14,6,0,0,1,1
65,0,0,4,12,5,1,2,0,1
66,2,4,3,12,1,1,0,0,1
67,1,1,5,4,1,1,0,0,1
68,1,2,4,31,4,1,0,0,1
69,0,0,3,23,2,3,1,0,1
70,0,1,5,11,5,1,1,0,1
71,2,6,0,39,10,0,4,0,1
72,0,2,1,9,1,2,0,0,1
73,1,3,5,16,3,1,3,0,1
74,1,1,10,7,2,1,0,0,1
75,1,1,4,14,4,1,0,0,1
76,3,5,4,10,4,1,0,0,1
77,1,2,5,12,2,0,2,0,1
78,1,1,14,10,2,1,0,0,1
79,1,3,1,18,4,1,1,0,1
80,2,5,4,27,11,1,5,0,1
81,1,2,7,6,5,1,1,1,1
82,0,0,6,19,5,3,0,0,1
83,2,5,10,39,14,2,1,0,1
84,1,2,2,8,3,4,3,0,1
85,1,2,10,23,6,1,1,0,1
86,0,1,9,19,7,2,1,0,1
87,0,4,2,9,8,1,0,2,1
88,1,2,3,22,3,0,1,0,1
89,0,0,8,11,2,1,0,0,1
90,2,3,0,7,7,1,0,2,1
91,0,1,8,15,4,1,2,1,1
92,1,2,9,10,1,1,0,0,1
93,1,3,2,15,2,0,2,0,1
94,2,4,2,6,0,0,2,0,1
95,1,3,8,29,4,3,2,0,1
96,1,5,6,19,4,2,1,0,1
97,0,1,1,4,3,0,2,2,1
98,2,4,1,8,1,2,0,0,2
99,1,1,4,37,9,4,3,0,2
100,1,3,3,16,3,1,0,0,1
101,0,0,0,17,6,1,1,0,1
102,2,3,2,13,1,0,2,0,1
103,2,3,2,7,1,1,0,0,1
104,2,5,5,2,2,2,0,0,1
105,2,6,0,11,3,1,1,0,1
106,0,0,7,18,4,2,0,0,1
107,1,3,5,25,6,0,3,0,2
108,0,2,5,13,0,1,0,0,1
109,2,5,1,6,2,1,0,0,1
110,0,1,7,14,4,4,0,0,1
111,2,5,1,11,6,1,0,0,1
112,2,5,3,5,2,1,0,1,1
113,1,3,3,8,2,1,0,0,1
114,1,2,1,13,3,0,3,0,1
115,0,0,9,24,10,1,2,0,1
116,1,3,5,22,4,2,0,0,1
117,1,6,15,37,20,3,6,1,1
118,2,3,9,5,0,1,0,0,1
119,3,4,5,1,0,1,0,0,1
120,0,2,21,24,6,5,1,1,1
121,1,3,2,14,6,0,5,0,1
122,1,2,2,10,2,1,1,0,1
123,1,2,3,25,7,2,4,2,1
124,1,3,3,3,1,1,0,0,1
125,2,4,1,2,2,1,0,0,1
126,1,2,1,34,8,0,3,0,1
127,3,8,2,6,1,2,1,0,1
128,1,6,3,18,4,2,0,1,1
129,1,4,8,8,2,1,0,0,1
130,3,6,6,19,2,1,0,0,1
131,2,4,2,6,4,1,1,2,1
132,2,2,2,8,2,0,2,0,1
133,2,4,1,8,1,1,0,0,1
134,0,0,3,18,1,1,0,0,1
135,0,3,6,28,25,2,2,2,1
136,1,3,4,30,6,0,2,0,1
137,0,0,0,13,17,3,0,1,1
138,0,2,7,15,22,3,0,1,1
139,0,3,5,22,10,1,2,0,1
140,0,0,1,11,5,1,0,1,1
141,0,1,6,19,7,3,1,0,1
142,1,1,1,12,3,1,1,0,1
143,0,0,6,11,4,1,0,0,1
144,1,1,5,19,1,0,2,0,1
145,0,4,0,7,3,1,0,0,1
146,1,2,8,7,3,1,1,0,1
147,0,0,3,9,2,1,0,0,1
148,1,1,6,9,2,1,1,0,1
149,0,0,10,26,9,1,6,1,1
150,0,2,8,9,3,0,1,0,1
151,0,0,4,18,8,2,0,0,1
152,0,1,3,5,3,1,0,0,1
153,0,1,2,9,2,1,0,0,1
154,2,4,3,6,5,1,3,0,1
155,1,3,3,6,1,1,1,0,1
156,1,1,0,11,4,3,0,0,1
157,2,2,2,7,1,1,1,0,1
158,0,1,0,13,11,0,3,1,1
159,1,4,14,14,4,1,0,0,1
160,0,2,4,11,6,1,0,0,1
161,0,0,6,25,7,1,2,0,1
162,0,0,0,14,8,1,0,0,1
163,2,4,0,10,1,0,1,0,1
164,2,2,3,12,4,1,0,0,1
165,0,1,4,19,6,2,0,0,1
166,0,0,4,13,3,2,0,0,1
167,3,6,8,16,2,2,0,0,1
168,0,0,8,26,4,1,0,0,1
169,0,0,2,9,2,1,0,0,1
170,3,8,8,15,4,1,1,0,1
171,1,1,3,20,0,1,0,0,1
172,0,1,3,12,4,1,0,0,1
173,0,0,3,6,4,1,0,0,1
174,2,2,3,8,2,1,0,0,1
175,0,2,3,52,22,8,10,1,2
176,1,2,3,14,3,1,2,0,1
177,0,0,4,18,4,1,0,0,1
178,1,2,1,14,4,0,1,1,1
179,0,1,5,15,2,1,0,0,1
180,1,2,1,6,1,1,0,0,1
181,1,4,14,11,3,1,0,1,1
182,1,1,8,19,5,1,0,1,1
183,1,1,2,24,8,0,3,0,1
184,0,0,1,25,11,2,4,0,1
185,1,1,3,20,5,1,1,0,1
186,2,3,3,10,6,1,1,0,1
187,0,2,5,23,6,0,1,0,1
188,0,1,8,21,7,2,0,0,1
189,1,1,5,13,4,0,1,0,1
190,0,0,7,6,3,1,0,1,1
191,2,4,0,13,2,1,0,0,1
192,0,0,2,16,2,0,1,0,1
193,2,4,2,22,8,1,3,0,1
194,2,2,2,15,1,0,1,0,1
195,1,1,2,16,3,1,0,0,1
196,1,1,9,10,1,2,0,0,1
197,0,2,3,13,2,3,1,0,1
198,0,4,4,3,1,1,0,0,1
199,0,0,5,22,7,1,1,0,1
200,2,5,2,5,2,0,1,0,1
201,0,0,5,15,4,1,1,0,1
202,0,2,1,17,5,0,1,1,1
203,1,3,10,25,4,1,1,0,1
204,1,3,4,14,4,0,2,1,1
205,3,5,4,11,2,1,3,0,1
206,0,1,2,12,3,1,2,3,1
207,0,0,2,20,6,0,1,0,1
208,3,4,0,12,2,1,1,0,1
209,0,0,7,12,2,2,2,0,1
210,2,6,0,17,3,1,1,0,1
211,0,1,0,10,6,2,2,0,1
212,0,0,13,22,3,1,0,0,1
213,3,6,5,11,3,1,0,0,1
214,2,5,2,14,3,1,0,0,1
215,0,1,5,23,4,2,4,1,1
216,1,3,11,16,3,1,0,0,1
217,1,5,0,12,5,1,1,1,1
218,1,3,0,17,8,2,0,1,1
219,0,0,2,10,3,2,0,0,1
220,2,3,3,8,5,1,0,0,1
221,1,4,2,3,2,0,1,0,1
222,0,4,4,19,9,4,4,3,1
223,1,3,1,8,2,2,0,0,1
224,2,5,16,12,5,2,2,0,1
225,1,2,7,7,3,1,0,0,1
226,0,0,3,27,5,2,0,0,1
227,1,1,0,13,7,0,2,1,1
228,1,4,3,5,5,1,0,0,1
229,0,0,4,16,6,3,0,0,1
230,1,5,1,15,9,1,0,2,1
231,0,3,3,8,2,1,1,0,1
232,1,3,3,12,3,1,1,0,1
233,0,0,10,29,7,1,1,0,1
234,1,5,2,8,10,1,0,1,1
235,1,3,2,13,0,1,1,0,1
236,1,1,7,6,1,1,0,0,1
237,1,2,3,7,6,1,0,0,1
238,0,0,3,17,5,3,2,1,1
239,0,0,15,25,6,1,1,0,1
240,3,5,2,10,2,1,0,0,1
241,0,1,9,27,10,1,2,0,1
242,3,5,0,13,3,1,0,2,1
243,0,2,3,13,4,0,1,0,1
244,2,3,6,21,5,2,2,0,1
245,0,0,1,23,6,1,1,0,1
246,1,3,4,15,9,0,0,1,1
247,1,1,2,9,2,1,0,0,1
248,2,8,2,19,7,0,8,2,2
249,2,4,0,14,4,1,0,0,1
250,1,3,2,11,2,1,1,0,1
