S-13-5-5-999-NR,0.06665945053100586,9073,[[[13, 11, 10, 1], [10, 2, 12, 13], [12, 10, 5, 7], [5, 10, 13, 4], [13, 9, 8, 11]], [[8, 1, 7, 2], [7, 13, 5, 1], [5, 7, 4, 11], [4, 4, 9, 4], [9, 11, 3, 3]], [[13, 2, 11, 6], [11, 1, 3, 2], [3, 11, 9, 10], [9, 4, 8, 12], [8, 3, 11, 12]], [[6, 6, 6, 3], [6, 2, 11, 11], [11, 10, 8, 8], [8, 12, 1, 12], [1, 12, 11, 1]], [[13, 3, 4, 11], [4, 11, 2, 2], [2, 8, 12, 11], [12, 12, 11, 4], [11, 1, 3, 5]]]
S-13-5-5-99-NR,0.22986626625061035,29053,[[[7, 7, 4, 7], [4, 4, 12, 10], [12, 10, 10, 4], [10, 3, 13, 13], [13, 4, 4, 6]], [[3, 7, 7, 11], [7, 10, 4, 3], [4, 4, 8, 11], [8, 13, 3, 10], [3, 6, 13, 6]], [[2, 11, 2, 12], [2, 3, 9, 11], [9, 11, 13, 2], [13, 10, 8, 6], [8, 6, 5, 7]], [[12, 12, 1, 5], [1, 11, 9, 1], [9, 2, 7, 4], [7, 6, 6, 9], [6, 7, 7, 2]], [[9, 5, 8, 11], [8, 1, 9, 12], [9, 4, 4, 9], [4, 9, 10, 2], [10, 2, 10, 8]]]
S-13-5-5-100-NR,0.29526662826538086,37788,[[[3, 8, 11, 11], [11, 8, 4, 6], [4, 13, 4, 5], [4, 3, 13, 4], [13, 12, 7, 3]], [[12, 11, 3, 4], [3, 6, 6, 6], [6, 5, 11, 7], [11, 4, 4, 7], [4, 3, 6, 8]], [[7, 4, 9, 5], [9, 6, 13, 7], [13, 7, 3, 11], [3, 7, 11, 2], [11, 8, 9, 3]], [[13, 5, 1, 10], [1, 7, 7, 3], [7, 11, 13, 10], [13, 2, 3, 4], [3, 3, 2, 3]], [[9, 10, 1, 2], [1, 3, 11, 2], [11, 10, 4, 12], [4, 4, 8, 8], [8, 3, 5, 1]]]
S-13-5-5-101-NR,0.685558557510376,86742,[[[10, 4, 4, 3], [4, 9, 2, 8], [2, 6, 13, 9], [13, 8, 6, 4], [6, 1, 11, 8]], [[9, 3, 13, 6], [13, 8, 4, 11], [4, 9, 13, 7], [13, 4, 7, 4], [7, 8, 4, 2]], [[10, 6, 7, 8], [7, 11, 5, 4], [5, 7, 2, 11], [2, 4, 10, 11], [10, 2, 4, 6]], [[5, 8, 11, 5], [11, 4, 7, 13], [7, 11, 7, 4], [7, 11, 7, 2], [7, 6, 8, 7]], [[12, 5, 12, 13], [12, 13, 11, 4], [11, 4, 7, 6], [7, 2, 1, 8], [1, 7, 2, 5]]]
S-13-5-5-102-NR,0.010482549667358398,1218,[[[3, 11, 10, 12], [10, 10, 9, 3], [9, 6, 12, 13], [12, 3, 7, 8], [7, 9, 12, 4]], [[11, 12, 9, 3], [9, 3, 2, 13], [2, 13, 1, 12], [1, 8, 3, 10], [3, 4, 10, 10]], [[3, 3, 8, 9], [8, 13, 4, 12], [4, 12, 9, 9], [9, 10, 3, 8], [3, 10, 7, 10]], [[5, 9, 7, 11], [7, 12, 8, 11], [8, 9, 2, 4], [2, 8, 10, 2], [10, 10, 10, 6]], [[7, 11, 7, 10], [7, 11, 12, 10], [12, 4, 4, 1], [4, 2, 9, 12], [9, 6, 9, 9]]]
S-13-5-5-103-NR,0.11975836753845215,16055,[[[12, 8, 4, 10], [4, 12, 1, 1], [1, 12, 4, 2], [4, 12, 12, 3], [12, 4, 12, 10]], [[2, 10, 9, 5], [9, 1, 3, 12], [3, 2, 7, 12], [7, 3, 10, 12], [10, 10, 10, 11]], [[12, 5, 7, 4], [7, 12, 13, 11], [13, 12, 10, 13], [10, 12, 10, 4], [10, 11, 2, 2]], [[11, 4, 6, 4], [6, 11, 10, 4], [10, 13, 12, 10], [12, 4, 9, 8], [9, 2, 7, 5]], [[8, 4, 12, 6], [12, 4, 5, 11], [5, 10, 4, 2], [4, 8, 13, 8], [13, 5, 2, 3]]]
S-13-5-5-104-NR,0.3572523593902588,47691,[[[1, 4, 6, 11], [6, 12, 1, 4], [1, 13, 10, 5], [10, 4, 7, 6], [7, 7, 6, 10]], [[1, 11, 3, 11], [3, 4, 5, 7], [5, 5, 1, 8], [1, 6, 8, 9], [8, 10, 12, 4]], [[3, 11, 5, 3], [5, 7, 10, 1], [10, 8, 2, 1], [2, 9, 10, 13], [10, 4, 13, 13]], [[1, 3, 2, 3], [2, 1, 5, 9], [5, 1, 7, 6], [7, 13, 2, 6], [2, 13, 3, 10]], [[2, 3, 9, 3], [9, 9, 4, 2], [4, 6, 2, 2], [2, 6, 1, 11], [1, 10, 13, 6]]]
S-13-5-5-105-NR,0.18050837516784668,24008,[[[10, 6, 6, 3], [6, 10, 7, 10], [7, 13, 7, 8], [7, 2, 8, 11], [8, 1, 5, 4]], [[9, 3, 12, 3], [12, 10, 10, 5], [10, 8, 9, 5], [9, 11, 1, 6], [1, 4, 13, 10]], [[10, 3, 2, 6], [2, 5, 12, 13], [12, 5, 11, 3], [11, 6, 12, 7], [12, 10, 6, 9]], [[5, 6, 9, 10], [9, 13, 13, 11], [13, 3, 11, 8], [11, 7, 10, 9], [10, 9, 3, 7]], [[6, 10, 10, 3], [10, 11, 5, 13], [5, 8, 13, 3], [13, 9, 9, 2], [9, 7, 11, 7]]]
S-13-5-5-106-NR,0.12145590782165527,10679,[[[12, 8, 12, 4], [12, 1, 12, 8], [12, 9, 5, 12], [5, 9, 8, 11], [8, 8, 1, 3]], [[13, 4, 3, 5], [3, 8, 6, 8], [6, 12, 6, 2], [6, 11, 5, 6], [5, 3, 5, 6]], [[13, 5, 3, 3], [3, 8, 7, 2], [7, 2, 1, 2], [1, 6, 12, 6], [12, 6, 2, 2]], [[4, 3, 12, 3], [12, 2, 13, 12], [13, 2, 6, 8], [6, 6, 12, 9], [12, 2, 13, 5]], [[8, 3, 10, 6], [10, 12, 5, 7], [5, 8, 8, 8], [8, 9, 8, 12], [8, 5, 11, 5]]]
S-13-5-5-107-NR,0.12036728858947754,15750,[[[4, 10, 11, 5], [11, 10, 6, 4], [6, 13, 3, 10], [3, 12, 4, 3], [4, 11, 7, 12]], [[8, 5, 9, 3], [9, 4, 4, 6], [4, 10, 2, 2], [2, 3, 3, 2], [3, 12, 13, 8]], [[5, 3, 4, 3], [4, 6, 8, 5], [8, 2, 2, 4], [2, 2, 5, 7], [5, 8, 3, 7]], [[7, 3, 4, 2], [4, 5, 10, 5], [10, 4, 7, 5], [7, 7, 13, 5], [13, 7, 9, 13]], [[13, 2, 1, 2], [1, 5, 7, 5], [7, 5, 12, 5], [12, 5, 12, 10], [12, 13, 1, 12]]]
S-13-5-5-108-NR,0.448744535446167,56036,[[[3, 12, 9, 7], [9, 2, 2, 9], [2, 11, 6, 11], [6, 7, 7, 4], [7, 12, 5, 11]], [[7, 7, 12, 10], [12, 9, 11, 1], [11, 11, 12, 12], [12, 4, 10, 8], [10, 11, 4, 1]], [[2, 10, 6, 13], [6, 1, 12, 6], [12, 12, 11, 4], [11, 8, 4, 9], [4, 1, 5, 13]], [[4, 13, 8, 4], [8, 6, 1, 2], [1, 4, 8, 13], [8, 9, 10, 2], [10, 13, 3, 7]], [[4, 4, 3, 12], [3, 2, 6, 6], [6, 13, 4, 4], [4, 2, 12, 2], [12, 7, 4, 2]]]
S-13-5-5-9-NR,0.49991369247436523,61614,[[[8, 10, 3, 12], [3, 6, 8, 12], [8, 5, 7, 3], [7, 3, 3, 4], [3, 3, 11, 1]], [[1, 12, 2, 3], [2, 12, 9, 10], [9, 3, 2, 13], [2, 4, 12, 7], [12, 1, 6, 13]], [[9, 3, 12, 2], [12, 10, 5, 4], [5, 13, 11, 4], [11, 7, 12, 13], [12, 13, 8, 7]], [[10, 2, 2, 13], [2, 4, 5, 4], [5, 4, 7, 5], [7, 13, 6, 13], [6, 7, 2, 1]], [[6, 13, 4, 9], [4, 4, 12, 10], [12, 5, 1, 12], [1, 13, 7, 1], [7, 1, 12, 7]]]
S-13-5-5-109-NR,0.19942450523376465,25632,[[[5, 4, 11, 3], [11, 8, 5, 12], [5, 8, 9, 9], [9, 9, 6, 2], [6, 1, 2, 9]], [[4, 3, 3, 11], [3, 12, 13, 1], [13, 9, 12, 6], [12, 2, 10, 4], [10, 9, 9, 3]], [[8, 11, 10, 12], [10, 1, 3, 7], [3, 6, 11, 11], [11, 4, 8, 3], [8, 3, 5, 7]], [[10, 12, 6, 3], [6, 7, 3, 1], [3, 11, 12, 1], [12, 3, 7, 7], [7, 7, 9, 11]], [[2, 3, 8, 13], [8, 1, 2, 4], [2, 1, 5, 8], [5, 7, 12, 9], [12, 11, 5, 7]]]
S-13-5-5-110-NR,0.3972346782684326,50787,[[[7, 13, 2, 3], [2, 10, 8, 11], [8, 4, 1, 9], [1, 7, 7, 10], [7, 8, 12, 13]], [[5, 3, 11, 4], [11, 11, 5, 5], [5, 9, 6, 6], [6, 10, 9, 2], [9, 13, 11, 7]], [[9, 4, 9, 13], [9, 5, 8, 5], [8, 6, 11, 3], [11, 2, 4, 5], [4, 7, 12, 7]], [[2, 13, 8, 4], [8, 5, 3, 8], [3, 3, 4, 2], [4, 5, 8, 6], [8, 7, 9, 6]], [[7, 4, 4, 9], [4, 8, 3, 6], [3, 2, 5, 12], [5, 6, 3, 1], [3, 6, 2, 9]]]
