S-35-5-5-0-NR,0.03798174858093262,2975,[[[25, 27, 7, 5], [7, 3, 22, 31], [22, 17, 7, 23], [7, 33, 28, 21], [28, 32, 26, 14]], [[20, 5, 31, 29], [31, 31, 34, 17], [34, 23, 4, 1], [4, 21, 6, 26], [6, 14, 31, 1]], [[23, 29, 32, 22], [32, 17, 16, 21], [16, 1, 5, 13], [5, 26, 15, 16], [15, 1, 14, 10]], [[33, 22, 35, 29], [35, 21, 6, 6], [6, 13, 21, 33], [21, 16, 32, 7], [32, 10, 9, 20]], [[19, 29, 19, 9], [19, 6, 8, 7], [8, 33, 22, 17], [22, 7, 35, 35], [35, 20, 10, 20]]]
S-35-5-5-1-NR,0.03328871726989746,2508,[[[9, 5, 2, 2], [2, 17, 2, 35], [2, 8, 1, 25], [1, 32, 14, 28], [14, 29, 31, 2]], [[25, 2, 34, 15], [34, 35, 29, 32], [29, 25, 15, 23], [15, 28, 15, 15], [15, 2, 14, 30]], [[7, 15, 19, 2], [19, 32, 27, 7], [27, 23, 12, 19], [12, 15, 8, 22], [8, 30, 32, 33]], [[2, 2, 28, 33], [28, 7, 13, 20], [13, 19, 19, 32], [19, 22, 33, 26], [33, 33, 25, 3]], [[28, 33, 31, 1], [31, 20, 16, 29], [16, 32, 26, 18], [26, 26, 27, 15], [27, 3, 7, 21]]]
S-35-5-5-2-NR,0.004130840301513672,304,[[[4, 6, 24, 30], [24, 6, 21, 25], [21, 24, 28, 34], [28, 11, 11, 12], [11, 20, 17, 16]], [[14, 30, 15, 2], [15, 25, 12, 21], [12, 34, 12, 9], [12, 12, 33, 33], [33, 16, 3, 24]], [[11, 2, 33, 12], [33, 21, 29, 27], [29, 9, 34, 24], [34, 33, 23, 24], [23, 24, 28, 29]], [[26, 12, 11, 26], [11, 27, 30, 34], [30, 24, 16, 32], [16, 24, 18, 32], [18, 29, 33, 33]], [[24, 26, 33, 35], [33, 34, 23, 29], [23, 32, 30, 33], [30, 32, 30, 18], [30, 33, 3, 2]]]
S-35-5-5-3-NR,0.04195380210876465,3235,[[[16, 35, 1, 5], [1, 9, 11, 3], [11, 24, 20, 2], [20, 31, 18, 31], [18, 5, 1, 25]], [[31, 5, 28, 26], [28, 3, 29, 9], [29, 2, 24, 7], [24, 31, 3, 9], [3, 25, 17, 32]], [[15, 26, 14, 17], [14, 9, 28, 20], [28, 7, 27, 33], [27, 9, 25, 23], [25, 32, 13, 35]], [[31, 17, 27, 15], [27, 20, 22, 2], [22, 33, 18, 11], [18, 23, 21, 35], [21, 35, 35, 7]], [[31, 15, 14, 26], [14, 2, 18, 10], [18, 11, 19, 15], [19, 35, 8, 10], [8, 7, 34, 25]]]
S-35-5-5-4-NR,0.025212764739990234,1995,[[[16, 20, 14, 2], [14, 7, 17, 18], [17, 26, 13, 11], [13, 31, 20, 19], [20, 10, 6, 24]], [[5, 2, 6, 22], [6, 18, 25, 33], [25, 11, 16, 12], [16, 19, 16, 31], [16, 24, 2, 18]], [[26, 22, 6, 20], [6, 33, 1, 19], [1, 12, 20, 33], [20, 31, 13, 27], [13, 18, 19, 28]], [[4, 20, 19, 28], [19, 19, 29, 11], [29, 33, 15, 20], [15, 27, 17, 3], [17, 28, 15, 6]], [[34, 28, 3, 35], [3, 11, 30, 24], [30, 20, 18, 18], [18, 3, 34, 12], [34, 6, 7, 17]]]
S-35-5-5-5-NR,0.0489964485168457,5747,[[[17, 23, 12, 25], [12, 34, 11, 5], [11, 2, 9, 29], [9, 30, 9, 9], [9, 16, 4, 1]], [[11, 25, 1, 14], [1, 5, 14, 11], [14, 29, 11, 19], [11, 9, 21, 13], [21, 1, 8, 35]], [[24, 14, 14, 12], [14, 11, 13, 25], [13, 19, 20, 2], [20, 13, 24, 27], [24, 35, 31, 11]], [[16, 12, 10, 17], [10, 25, 5, 22], [5, 2, 20, 1], [20, 27, 22, 5], [22, 11, 25, 20]], [[35, 17, 23, 7], [23, 22, 20, 16], [20, 1, 31, 1], [31, 5, 21, 14], [21, 20, 27, 18]]]
S-35-5-5-6-NR,0.043030500411987305,3745,[[[6, 32, 28, 22], [28, 17, 6, 24], [6, 3, 27, 17], [27, 1, 29, 7], [29, 10, 31, 13]], [[24, 22, 19, 7], [19, 24, 3, 13], [3, 17, 24, 32], [24, 7, 13, 33], [13, 13, 21, 33]], [[2, 7, 2, 24], [2, 13, 16, 28], [16, 32, 20, 23], [20, 33, 8, 6], [8, 33, 18, 33]], [[32, 24, 34, 13], [34, 28, 8, 18], [8, 23, 20, 13], [20, 6, 25, 31], [25, 33, 13, 15]], [[27, 13, 9, 35], [9, 18, 14, 35], [14, 13, 34, 7], [34, 31, 1, 13], [1, 15, 17, 6]]]
S-35-5-5-7-NR,0.09539270401000977,8176,[[[21, 10, 8, 15], [8, 26, 4, 26], [4, 4, 4, 15], [4, 5, 3, 9], [3, 35, 7, 19]], [[24, 15, 27, 10], [27, 26, 35, 8], [35, 15, 20, 12], [20, 9, 7, 13], [7, 19, 4, 24]], [[33, 10, 7, 5], [7, 8, 4, 14], [4, 12, 32, 35], [32, 13, 28, 21], [28, 24, 14, 30]], [[3, 5, 30, 24], [30, 14, 20, 16], [20, 35, 12, 16], [12, 21, 6, 20], [6, 30, 6, 34]], [[28, 24, 32, 27], [32, 16, 22, 5], [22, 16, 29, 16], [29, 20, 19, 6], [19, 34, 28, 4]]]
S-35-5-5-8-NR,0.008940935134887695,1220,[[[15, 24, 6, 32], [6, 25, 15, 2], [15, 9, 18, 34], [18, 13, 27, 31], [27, 3, 6, 25]], [[9, 32, 8, 17], [8, 2, 7, 5], [7, 34, 25, 25], [25, 31, 7, 4], [7, 25, 16, 22]], [[33, 17, 16, 6], [16, 5, 32, 34], [32, 25, 14, 10], [14, 4, 5, 35], [5, 22, 14, 3]], [[26, 6, 32, 13], [32, 34, 10, 30], [10, 10, 29, 19], [29, 35, 23, 28], [23, 3, 2, 9]], [[30, 13, 11, 32], [11, 30, 7, 30], [7, 19, 35, 25], [35, 28, 21, 32], [21, 9, 13, 26]]]
S-35-5-5-9-NR,0.029567956924438477,4099,[[[30, 24, 8, 9], [8, 18, 33, 5], [33, 9, 25, 7], [25, 12, 19, 14], [19, 1, 22, 15]], [[33, 9, 27, 6], [27, 5, 18, 14], [18, 7, 26, 18], [26, 14, 22, 3], [22, 15, 30, 13]], [[6, 6, 1, 27], [1, 14, 4, 25], [4, 18, 32, 9], [32, 3, 2, 16], [2, 13, 22, 28]], [[3, 27, 8, 1], [8, 25, 8, 13], [8, 9, 13, 22], [13, 16, 1, 6], [1, 28, 25, 9]], [[11, 1, 35, 29], [35, 13, 2, 28], [2, 22, 33, 11], [33, 6, 6, 11], [6, 9, 16, 4]]]
S-35-5-5-10-NR,0.011310100555419922,1543,[[[3, 28, 25, 27], [25, 31, 19, 17], [19, 1, 30, 12], [30, 14, 20, 24], [20, 30, 32, 9]], [[18, 27, 30, 16], [30, 17, 29, 25], [29, 12, 3, 1], [3, 24, 16, 9], [16, 9, 11, 13]], [[3, 16, 20, 35], [20, 25, 24, 16], [24, 1, 21, 29], [21, 9, 28, 31], [28, 13, 34, 5]], [[32, 35, 21, 33], [21, 16, 11, 15], [11, 29, 27, 16], [27, 31, 3, 3], [3, 5, 21, 32]], [[5, 33, 20, 16], [20, 15, 5, 24], [5, 16, 35, 3], [35, 3, 6, 27], [6, 32, 9, 23]]]
S-35-5-5-11-NR,0.029317140579223633,4285,[[[29, 30, 34, 5], [34, 29, 4, 3], [4, 33, 13, 16], [13, 13, 2, 30], [2, 12, 33, 21]], [[31, 5, 29, 13], [29, 3, 34, 15], [34, 16, 19, 32], [19, 30, 1, 6], [1, 21, 12, 30]], [[7, 13, 18, 27], [18, 15, 6, 17], [6, 32, 21, 15], [21, 6, 33, 19], [33, 30, 29, 2]], [[20, 27, 5, 7], [5, 17, 26, 7], [26, 15, 19, 25], [19, 19, 5, 2], [5, 2, 10, 1]], [[6, 7, 14, 35], [14, 7, 14, 3], [14, 25, 4, 26], [4, 2, 31, 29], [31, 1, 11, 1]]]
S-35-5-5-12-NR,0.023387670516967773,2814,[[[31, 18, 13, 5], [13, 34, 33, 22], [33, 23, 26, 6], [26, 10, 2, 4], [2, 25, 1, 33]], [[24, 5, 15, 6], [15, 22, 28, 29], [28, 6, 8, 28], [8, 4, 9, 35], [9, 33, 31, 21]], [[18, 6, 11, 4], [11, 29, 11, 33], [11, 28, 6, 26], [6, 35, 27, 31], [27, 21, 30, 31]], [[15, 4, 25, 35], [25, 33, 2, 6], [2, 26, 13, 17], [13, 31, 23, 24], [23, 31, 1, 25]], [[10, 35, 20, 29], [20, 6, 8, 24], [8, 17, 17, 11], [17, 24, 16, 22], [16, 25, 14, 4]]]
S-35-5-5-13-NR,0.13673806190490723,14104,[[[17, 19, 29, 28], [29, 12, 9, 17], [9, 15, 23, 15], [23, 10, 32, 28], [32, 15, 12, 24]], [[9, 28, 28, 21], [28, 17, 8, 23], [8, 15, 17, 29], [17, 28, 9, 29], [9, 24, 5, 29]], [[35, 21, 35, 12], [35, 23, 19, 13], [19, 29, 12, 34], [12, 29, 23, 17], [23, 29, 14, 24]], [[19, 12, 30, 17], [30, 13, 18, 26], [18, 34, 9, 32], [9, 17, 16, 16], [16, 24, 2, 13]], [[28, 17, 24, 9], [24, 26, 9, 1], [9, 32, 5, 18], [5, 16, 28, 10], [28, 13, 6, 17]]]
S-35-5-5-14-NR,0.0066263675689697266,469,[[[7, 34, 10, 11], [10, 16, 18, 11], [18, 18, 1, 5], [1, 17, 8, 22], [8, 19, 5, 2]], [[29, 11, 6, 18], [6, 11, 14, 25], [14, 5, 26, 29], [26, 22, 7, 8], [7, 2, 20, 24]], [[30, 18, 12, 7], [12, 25, 32, 33], [32, 29, 13, 18], [13, 8, 29, 14], [29, 24, 26, 32]], [[26, 7, 19, 33], [19, 33, 17, 7], [17, 18, 8, 6], [8, 14, 18, 18], [18, 32, 8, 8]], [[17, 33, 2, 15], [2, 7, 11, 21], [11, 6, 27, 23], [27, 18, 8, 17], [8, 8, 24, 34]]]
S-35-5-5-15-NR,0.023135662078857422,1762,[[[14, 1, 14, 23], [14, 34, 21, 15], [21, 3, 20, 33], [20, 11, 27, 15], [27, 16, 2, 30]], [[4, 23, 27, 32], [27, 15, 6, 30], [6, 33, 24, 29], [24, 15, 21, 29], [21, 30, 10, 26]], [[24, 32, 5, 32], [5, 30, 2, 13], [2, 29, 9, 35], [9, 29, 12, 2], [12, 26, 16, 19]], [[8, 32, 34, 32], [34, 13, 10, 7], [10, 35, 8, 26], [8, 2, 4, 5], [4, 19, 22, 30]], [[30, 32, 19, 23], [19, 7, 26, 18], [26, 26, 33, 26], [33, 5, 15, 17], [15, 30, 23, 15]]]
S-35-5-5-16-NR,0.15585970878601074,19161,[[[24, 31, 17, 2], [17, 31, 10, 2], [10, 19, 30, 30], [30, 27, 19, 15], [19, 15, 29, 20]], [[1, 2, 24, 17], [24, 2, 27, 6], [27, 30, 23, 32], [23, 15, 28, 34], [28, 20, 27, 12]], [[17, 17, 19, 3], [19, 6, 19, 6], [19, 32, 1, 34], [1, 34, 24, 16], [24, 12, 16, 32]], [[15, 3, 10, 20], [10, 6, 20, 21], [20, 34, 30, 30], [30, 16, 5, 11], [5, 32, 1, 31]], [[19, 20, 1, 20], [1, 21, 29, 22], [29, 30, 32, 10], [32, 11, 1, 20], [1, 31, 2, 15]]]
S-35-5-5-17-NR,0.05687427520751953,5909,[[[34, 27, 13, 10], [13, 20, 35, 14], [35, 24, 22, 35], [22, 19, 8, 5], [8, 12, 35, 20]], [[18, 10, 27, 6], [27, 14, 33, 31], [33, 35, 10, 27], [10, 5, 33, 22], [33, 20, 8, 2]], [[2, 6, 28, 24], [28, 31, 4, 23], [4, 27, 4, 31], [4, 22, 24, 1], [24, 2, 16, 26]], [[25, 24, 16, 8], [16, 23, 14, 16], [14, 31, 34, 24], [34, 1, 4, 18], [4, 26, 27, 5]], [[17, 8, 18, 33], [18, 16, 13, 21], [13, 24, 35, 26], [35, 18, 9, 9], [9, 5, 4, 9]]]
S-35-5-5-18-NR,0.03407645225524902,4628,[[[12, 8, 11, 16], [11, 29, 13, 24], [13, 22, 33, 13], [33, 16, 32, 14], [32, 13, 32, 20]], [[32, 16, 17, 1], [17, 24, 22, 26], [22, 13, 15, 26], [15, 14, 35, 23], [35, 20, 12, 34]], [[31, 1, 18, 18], [18, 26, 20, 8], [20, 26, 19, 31], [19, 23, 33, 10], [33, 34, 19, 32]], [[30, 18, 11, 13], [11, 8, 14, 28], [14, 31, 9, 27], [9, 10, 33, 31], [33, 32, 17, 7]], [[13, 13, 13, 17], [13, 28, 17, 8], [17, 27, 35, 21], [35, 31, 22, 34], [22, 7, 12, 16]]]
S-35-5-5-19-NR,0.03119206428527832,4499,[[[3, 34, 13, 5], [13, 8, 13, 8], [13, 33, 35, 30], [35, 13, 25, 5], [25, 26, 23, 7]], [[34, 5, 27, 2], [27, 8, 7, 28], [7, 30, 26, 29], [26, 5, 20, 33], [20, 7, 19, 11]], [[10, 2, 27, 15], [27, 28, 35, 7], [35, 29, 14, 25], [14, 33, 13, 9], [13, 11, 17, 9]], [[7, 15, 32, 7], [32, 7, 30, 1], [30, 25, 30, 31], [30, 9, 8, 34], [8, 9, 17, 31]], [[27, 7, 33, 21], [33, 1, 32, 18], [32, 31, 24, 7], [24, 34, 28, 21], [28, 31, 20, 2]]]
S-35-5-5-20-NR,0.033223867416381836,4552,[[[10, 17, 28, 6], [28, 7, 34, 32], [34, 21, 26, 6], [26, 11, 14, 16], [14, 2, 27, 3]], [[27, 6, 13, 7], [13, 32, 6, 13], [6, 6, 17, 19], [17, 16, 20, 17], [20, 3, 5, 11]], [[7, 7, 8, 2], [8, 13, 18, 15], [18, 19, 15, 16], [15, 17, 4, 1], [4, 11, 9, 20]], [[21, 2, 18, 9], [18, 15, 22, 29], [22, 16, 10, 18], [10, 1, 28, 11], [28, 20, 31, 11]], [[29, 9, 26, 27], [26, 29, 8, 14], [8, 18, 9, 13], [9, 11, 28, 21], [28, 11, 22, 22]]]
S-35-5-5-21-NR,0.04515695571899414,6391,[[[11, 27, 3, 28], [3, 27, 27, 29], [27, 19, 3, 22], [3, 31, 35, 32], [35, 14, 31, 8]], [[33, 28, 24, 2], [24, 29, 10, 6], [10, 22, 8, 2], [8, 32, 30, 11], [30, 8, 12, 22]], [[33, 2, 26, 32], [26, 6, 10, 12], [10, 2, 3, 31], [3, 11, 16, 5], [16, 22, 34, 13]], [[16, 32, 14, 5], [14, 12, 8, 31], [8, 31, 25, 13], [25, 5, 22, 10], [22, 13, 1, 35]], [[1, 5, 27, 24], [27, 31, 19, 28], [19, 13, 24, 5], [24, 10, 29, 10], [29, 35, 15, 15]]]
S-35-5-5-22-NR,0.08013677597045898,7985,[[[9, 16, 12, 8], [12, 2, 34, 4], [34, 29, 21, 22], [21, 12, 17, 12], [17, 8, 23, 26]], [[6, 8, 20, 33], [20, 4, 10, 18], [10, 22, 18, 12], [18, 12, 28, 4], [28, 26, 15, 22]], [[18, 33, 35, 3], [35, 18, 27, 17], [27, 12, 33, 19], [33, 4, 34, 27], [34, 22, 4, 26]], [[21, 3, 12, 20], [12, 17, 24, 26], [24, 19, 2, 20], [2, 27, 35, 34], [35, 26, 12, 28]], [[28, 20, 34, 4], [34, 26, 28, 2], [28, 20, 6, 17], [6, 34, 6, 20], [6, 28, 27, 13]]]
S-35-5-5-23-NR,0.00753331184387207,1064,[[[19, 6, 2, 33], [2, 2, 28, 23], [28, 20, 4, 14], [4, 28, 3, 24], [3, 25, 34, 12]], [[23, 33, 14, 24], [14, 23, 24, 19], [24, 14, 21, 6], [21, 24, 31, 12], [31, 12, 9, 31]], [[13, 24, 29, 11], [29, 19, 12, 12], [12, 6, 35, 21], [35, 12, 34, 13], [34, 31, 18, 8]], [[29, 11, 6, 7], [6, 12, 28, 3], [28, 21, 18, 18], [18, 13, 22, 7], [22, 8, 1, 24]], [[15, 7, 19, 30], [19, 3, 35, 2], [35, 18, 20, 7], [20, 7, 30, 6], [30, 24, 32, 27]]]
S-35-5-5-24-NR,0.014901161193847656,1477,[[[25, 12, 6, 17], [6, 14, 11, 21], [11, 11, 20, 5], [20, 13, 35, 24], [35, 11, 6, 3]], [[10, 17, 14, 21], [14, 21, 22, 5], [22, 5, 20, 7], [20, 24, 16, 10], [16, 3, 19, 32]], [[1, 21, 19, 18], [19, 5, 18, 13], [18, 7, 6, 32], [6, 10, 10, 10], [10, 32, 29, 21]], [[30, 18, 31, 13], [31, 13, 9, 31], [9, 32, 33, 17], [33, 10, 33, 15], [33, 21, 8, 35]], [[2, 13, 16, 34], [16, 31, 6, 11], [6, 17, 9, 32], [9, 15, 17, 29], [17, 35, 20, 32]]]
S-35-5-5-25-NR,0.0072939395904541016,768,[[[25, 1, 7, 7], [7, 14, 23, 27], [23, 20, 23, 13], [23, 31, 11, 30], [11, 3, 17, 5]], [[3, 7, 5, 26], [5, 27, 5, 33], [5, 13, 9, 3], [9, 30, 35, 12], [35, 5, 20, 5]], [[28, 26, 15, 28], [15, 33, 29, 28], [29, 3, 32, 33], [32, 12, 31, 29], [31, 5, 7, 4]], [[8, 28, 32, 19], [32, 28, 11, 4], [11, 33, 27, 25], [27, 29, 30, 2], [30, 4, 13, 31]], [[33, 19, 15, 21], [15, 4, 28, 12], [28, 25, 23, 23], [23, 2, 5, 33], [5, 31, 31, 34]]]
S-35-5-5-26-NR,0.006067752838134766,774,[[[13, 14, 25, 24], [25, 28, 16, 2], [16, 35, 2, 19], [2, 4, 35, 35], [35, 9, 31, 8]], [[3, 24, 33, 3], [33, 2, 1, 30], [1, 19, 21, 21], [21, 35, 28, 28], [28, 8, 33, 13]], [[11, 3, 4, 17], [4, 30, 13, 25], [13, 21, 28, 34], [28, 28, 10, 4], [10, 13, 28, 7]], [[16, 17, 5, 9], [5, 25, 35, 3], [35, 34, 4, 27], [4, 4, 14, 24], [14, 7, 27, 6]], [[13, 9, 35, 2], [35, 3, 21, 15], [21, 27, 7, 10], [7, 24, 27, 9], [27, 6, 14, 31]]]
