S-32-5-5-0-NR,0.026933670043945312,3829,[[[25, 27, 31, 7], [31, 3, 23, 28], [23, 17, 21, 14], [21, 32, 31, 29], [31, 26, 20, 17]], [[31, 7, 4, 1], [4, 28, 6, 26], [6, 14, 1, 32], [1, 29, 22, 16], [22, 17, 23, 21]], [[14, 1, 5, 13], [5, 26, 15, 16], [15, 32, 10, 29], [10, 16, 6, 6], [6, 21, 9, 21]], [[19, 13, 32, 7], [32, 16, 20, 19], [20, 29, 8, 22], [8, 6, 14, 19], [14, 21, 9, 29]], [[7, 7, 6, 17], [6, 19, 25, 10], [25, 22, 21, 20], [21, 19, 16, 7], [16, 29, 5, 22]]]
S-32-5-5-1-NR,0.06357598304748535,5717,[[[9, 5, 2, 2], [2, 17, 2, 1], [2, 8, 25, 14], [25, 32, 28, 2], [28, 29, 31, 15]], [[25, 2, 29, 32], [29, 1, 15, 23], [15, 14, 15, 15], [15, 2, 30, 19], [30, 15, 14, 2]], [[7, 32, 27, 7], [27, 23, 12, 19], [12, 15, 8, 22], [8, 19, 28, 13], [28, 2, 32, 20]], [[2, 7, 19, 32], [19, 19, 26, 3], [26, 22, 31, 16], [31, 13, 26, 27], [26, 20, 25, 12]], [[28, 32, 24, 1], [24, 3, 24, 29], [24, 16, 6, 18], [6, 27, 29, 15], [29, 12, 7, 21]]]
S-32-5-5-2-NR,0.06113553047180176,5068,[[[4, 6, 25, 28], [25, 6, 11, 12], [11, 24, 16, 15], [16, 11, 2, 12], [2, 20, 17, 21]], [[14, 28, 12, 9], [12, 12, 24, 12], [24, 15, 29, 27], [29, 12, 24, 23], [24, 21, 3, 24]], [[11, 9, 29, 11], [29, 12, 26, 30], [26, 27, 16, 32], [16, 23, 18, 32], [18, 24, 28, 23]], [[26, 11, 30, 30], [30, 30, 23, 30], [23, 32, 32, 15], [32, 32, 21, 11], [21, 23, 24, 18]], [[29, 30, 31, 18], [31, 30, 20, 3], [20, 15, 20, 2], [20, 11, 27, 24], [27, 18, 30, 21]]]
S-32-5-5-3-NR,0.050684213638305664,5716,[[[16, 9, 3, 20], [3, 24, 2, 18], [2, 31, 31, 25], [31, 5, 28, 26], [28, 1, 31, 29]], [[17, 20, 9, 24], [9, 18, 7, 3], [7, 25, 9, 32], [9, 26, 14, 17], [14, 29, 15, 28]], [[13, 24, 20, 27], [20, 3, 25, 23], [25, 32, 27, 15], [27, 17, 22, 2], [22, 28, 31, 18]], [[31, 27, 11, 21], [11, 23, 7, 14], [7, 15, 18, 19], [18, 2, 8, 5], [8, 18, 26, 31]], [[10, 21, 31, 15], [31, 14, 6, 10], [6, 19, 23, 25], [23, 5, 5, 1], [5, 31, 5, 11]]]
S-32-5-5-4-NR,0.04079747200012207,2962,[[[16, 20, 17, 18], [17, 7, 13, 11], [13, 26, 20, 19], [20, 31, 24, 6], [24, 10, 6, 22]], [[5, 18, 25, 16], [25, 11, 12, 16], [12, 19, 31, 18], [31, 6, 6, 20], [6, 22, 2, 1]], [[26, 16, 19, 20], [19, 16, 13, 27], [13, 18, 28, 19], [28, 20, 28, 29], [28, 1, 19, 11]], [[4, 20, 15, 20], [15, 27, 17, 3], [17, 19, 6, 3], [6, 29, 30, 18], [30, 11, 15, 31]], [[24, 20, 22, 18], [22, 3, 10, 12], [10, 3, 13, 7], [13, 18, 5, 17], [5, 31, 14, 2]]]
S-32-5-5-5-NR,0.06844663619995117,7664,[[[17, 23, 11, 5], [11, 2, 9, 29], [9, 30, 9, 9], [9, 16, 1, 1], [1, 4, 11, 14]], [[8, 5, 14, 11], [14, 29, 11, 19], [11, 9, 21, 13], [21, 1, 14, 12], [14, 14, 24, 13]], [[31, 11, 25, 20], [25, 19, 2, 24], [2, 13, 27, 11], [27, 12, 10, 17], [10, 13, 16, 5]], [[25, 20, 22, 20], [22, 24, 1, 22], [1, 11, 5, 20], [5, 17, 23, 20], [23, 5, 7, 31]], [[16, 20, 21, 1], [21, 22, 12, 14], [12, 20, 31, 27], [31, 20, 31, 18], [31, 31, 12, 25]]]
S-32-5-5-6-NR,0.04140520095825195,5761,[[[6, 32, 6, 24], [6, 17, 27, 17], [27, 3, 29, 7], [29, 1, 13, 19], [13, 10, 31, 7]], [[24, 24, 3, 13], [3, 17, 24, 32], [24, 7, 13, 2], [13, 19, 24, 16], [24, 7, 21, 28]], [[2, 13, 20, 23], [20, 32, 8, 6], [8, 2, 13, 8], [13, 16, 18, 20], [18, 28, 18, 13]], [[32, 23, 25, 31], [25, 6, 15, 9], [15, 8, 14, 1], [14, 20, 13, 11], [13, 13, 13, 2]], [[27, 31, 22, 7], [22, 9, 20, 13], [20, 1, 24, 17], [24, 11, 25, 6], [25, 2, 28, 22]]]
S-32-5-5-7-NR,0.025078773498535156,1782,[[[21, 10, 4, 26], [4, 26, 4, 15], [4, 4, 3, 9], [3, 5, 19, 27], [19, 7, 24, 10]], [[4, 26, 8, 20], [8, 15, 12, 7], [12, 9, 13, 24], [13, 27, 7, 5], [7, 10, 14, 4]], [[3, 20, 14, 32], [14, 7, 28, 21], [28, 24, 30, 30], [30, 5, 24, 20], [24, 4, 6, 16]], [[28, 32, 12, 16], [12, 21, 6, 20], [6, 30, 32, 22], [32, 20, 29, 19], [29, 16, 27, 5]], [[5, 16, 8, 16], [8, 20, 27, 6], [27, 22, 11, 28], [11, 19, 22, 4], [22, 5, 8, 15]]]
S-32-5-5-8-NR,0.05116438865661621,4213,[[[15, 24, 32, 15], [32, 25, 2, 18], [2, 9, 27, 31], [27, 13, 25, 8], [25, 3, 6, 17]], [[9, 15, 7, 5], [7, 18, 25, 25], [25, 31, 7, 4], [7, 8, 22, 16], [22, 17, 16, 6]], [[14, 5, 32, 14], [32, 25, 10, 5], [10, 4, 3, 32], [3, 16, 13, 10], [13, 6, 26, 30]], [[2, 14, 29, 19], [29, 5, 23, 28], [23, 32, 9, 11], [9, 10, 7, 21], [7, 30, 30, 23]], [[32, 19, 32, 30], [32, 28, 13, 25], [13, 11, 20, 32], [20, 21, 10, 13], [10, 23, 26, 6]]]
S-32-5-5-9-NR,0.0354459285736084,2808,[[[30, 24, 9, 5], [9, 18, 25, 7], [25, 9, 19, 14], [19, 12, 15, 27], [15, 1, 22, 6]], [[30, 5, 18, 14], [18, 7, 26, 18], [26, 14, 22, 3], [22, 27, 13, 1], [13, 6, 6, 27]], [[22, 14, 4, 25], [4, 18, 32, 9], [32, 3, 2, 16], [2, 1, 28, 8], [28, 27, 3, 1]], [[25, 25, 8, 13], [8, 9, 13, 22], [13, 16, 1, 6], [1, 8, 9, 2], [9, 1, 11, 6]], [[29, 13, 32, 28], [32, 22, 13, 11], [13, 6, 27, 11], [27, 2, 5, 16], [5, 6, 4, 8]]]
S-32-5-5-10-NR,0.00847172737121582,872,[[[3, 28, 27, 19], [27, 31, 17, 30], [17, 1, 12, 20], [12, 14, 24, 9], [24, 30, 32, 30]], [[18, 19, 16, 29], [16, 30, 25, 3], [25, 20, 1, 16], [1, 9, 9, 13], [9, 30, 11, 20]], [[3, 29, 24, 16], [24, 3, 21, 29], [21, 16, 28, 31], [28, 13, 5, 21], [5, 20, 32, 11]], [[21, 16, 15, 27], [15, 29, 16, 3], [16, 31, 3, 32], [3, 21, 20, 5], [20, 11, 5, 6]], [[16, 27, 10, 24], [10, 3, 25, 3], [25, 32, 24, 27], [24, 5, 10, 9], [10, 6, 23, 25]]]
S-32-5-5-11-NR,0.06927180290222168,9822,[[[29, 30, 13, 16], [13, 29, 2, 30], [2, 13, 21, 29], [21, 12, 13, 15], [13, 31, 12, 19]], [[7, 16, 32, 1], [32, 30, 6, 30], [6, 29, 18, 27], [18, 15, 6, 17], [6, 19, 29, 21]], [[20, 1, 15, 19], [15, 30, 2, 5], [2, 27, 7, 26], [7, 17, 7, 19], [7, 21, 10, 25]], [[6, 19, 5, 2], [5, 5, 1, 14], [1, 26, 14, 4], [14, 19, 31, 25], [31, 25, 3, 26]], [[26, 2, 27, 29], [27, 14, 5, 11], [5, 4, 13, 1], [13, 25, 18, 5], [18, 26, 4, 3]]]
S-32-5-5-12-NR,0.04036283493041992,5841,[[[31, 18, 5, 22], [5, 23, 26, 6], [26, 10, 2, 4], [2, 25, 15, 6], [15, 1, 24, 28]], [[31, 22, 29, 8], [29, 6, 28, 9], [28, 4, 21, 11], [21, 6, 4, 11], [4, 28, 18, 6]], [[30, 8, 26, 27], [26, 9, 31, 31], [31, 11, 25, 2], [25, 11, 6, 13], [6, 6, 15, 17]], [[1, 27, 23, 24], [23, 31, 25, 20], [25, 2, 8, 17], [8, 13, 16, 22], [16, 17, 10, 24]], [[29, 24, 24, 24], [24, 20, 12, 11], [12, 17, 2, 22], [2, 22, 25, 14], [25, 24, 4, 13]]]
S-32-5-5-13-NR,0.010678291320800781,1451,[[[17, 19, 28, 9], [28, 12, 17, 23], [17, 15, 15, 32], [15, 10, 28, 24], [28, 15, 12, 28]], [[9, 9, 21, 8], [21, 23, 23, 17], [23, 32, 29, 9], [29, 24, 29, 29], [29, 28, 5, 12]], [[14, 8, 19, 13], [19, 17, 12, 23], [12, 9, 17, 24], [17, 29, 30, 17], [30, 12, 19, 18]], [[2, 13, 26, 9], [26, 23, 32, 16], [32, 24, 16, 13], [16, 17, 24, 9], [24, 18, 28, 5]], [[9, 9, 28, 1], [28, 16, 30, 18], [30, 13, 25, 10], [25, 9, 1, 6], [1, 5, 17, 29]]]
S-32-5-5-14-NR,0.0036034584045410156,481,[[[7, 16, 18, 11], [18, 18, 1, 5], [1, 17, 8, 22], [8, 19, 2, 6], [2, 5, 29, 18]], [[20, 11, 14, 25], [14, 5, 26, 29], [26, 22, 7, 8], [7, 6, 24, 12], [24, 18, 30, 7]], [[26, 25, 32, 13], [32, 29, 18, 29], [18, 8, 14, 32], [14, 12, 19, 17], [19, 7, 26, 7]], [[8, 13, 8, 6], [8, 29, 18, 18], [18, 32, 8, 2], [8, 17, 11, 27], [11, 7, 17, 8]], [[15, 6, 6, 21], [6, 18, 28, 23], [28, 2, 31, 17], [31, 27, 11, 24], [11, 8, 10, 11]]]
S-32-5-5-15-NR,0.01100468635559082,1643,[[[14, 1, 23, 21], [23, 3, 15, 20], [15, 11, 27, 15], [27, 16, 30, 27], [30, 2, 4, 32]], [[10, 21, 6, 30], [6, 20, 24, 29], [24, 15, 21, 29], [21, 27, 26, 5], [26, 32, 24, 32]], [[16, 30, 2, 13], [2, 29, 9, 12], [9, 29, 2, 19], [2, 5, 32, 10], [32, 32, 8, 7]], [[22, 13, 8, 26], [8, 12, 4, 5], [4, 19, 30, 19], [30, 10, 26, 15], [26, 7, 30, 12]], [[23, 26, 23, 18], [23, 5, 6, 26], [6, 19, 16, 17], [16, 15, 20, 23], [20, 12, 15, 14]]]
