,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.0,0.0,26.0,222.0,85.0,41.0,1.0,8.0,,2.0,,2.0,,,2.0
1,0.0,0.0,5.0,10.0,279.0,87.0,46.0,4.0,19.0,4.0,1.0,1.0,1.0,,,1.0
2,0.0,3.0,8.0,10.0,483.0,238.0,101.0,21.0,41.0,15.0,10.0,2.0,2.0,,,1.0
3,0.0,0.0,0.0,9.0,339.0,125.0,56.0,10.0,21.0,,3.0,,2.0,,,1.0
4,1.0,7.0,23.0,31.0,542.0,187.0,61.0,1.0,15.0,10.0,1.0,1.0,,,,1.0
5,1.0,4.0,12.0,16.0,174.0,45.0,9.0,0.0,3.0,2.0,,1.0,1.0,,,1.0
6,2.0,4.0,9.0,2.0,316.0,132.0,62.0,2.0,13.0,1.0,1.0,1.0,1.0,1.0,,1.0
7,0.0,1.0,0.0,5.0,194.0,85.0,32.0,6.0,18.0,1.0,1.0,1.0,1.0,,,1.0
8,1.0,3.0,12.0,51.0,369.0,174.0,58.0,17.0,38.0,11.0,,2.0,,,,1.0
9,0.0,0.0,0.0,21.0,240.0,85.0,26.0,0.0,11.0,8.0,2.0,1.0,,,,1.0
10,0.0,0.0,0.0,9.0,126.0,39.0,13.0,3.0,8.0,3.0,1.0,1.0,,,1.0,1.0
11,1.0,3.0,12.0,35.0,289.0,116.0,56.0,5.0,9.0,3.0,,1.0,,1.0,,1.0
12,0.0,0.0,1.0,8.0,283.0,117.0,24.0,4.0,27.0,7.0,,1.0,1.0,1.0,,1.0
13,1.0,4.0,8.0,31.0,284.0,78.0,22.0,3.0,9.0,1.0,,1.0,,1.0,,1.0
14,0.0,2.0,1.0,15.0,376.0,145.0,63.0,7.0,26.0,18.0,2.0,1.0,,,,1.0
15,1.0,1.0,4.0,8.0,392.0,117.0,37.0,0.0,17.0,5.0,1.0,1.0,2.0,1.0,,1.0
16,0.0,0.0,1.0,25.0,369.0,142.0,47.0,3.0,16.0,6.0,1.0,1.0,,1.0,,1.0
17,0.0,1.0,1.0,12.0,312.0,109.0,27.0,2.0,8.0,2.0,,,1.0,1.0,,1.0
18,0.0,1.0,0.0,1.0,383.0,138.0,27.0,5.0,1.0,4.0,2.0,,1.0,1.0,,1.0
19,4.0,12.0,24.0,6.0,181.0,27.0,6.0,3.0,5.0,,,1.0,1.0,,,1.0
20,0.0,0.0,1.0,12.0,290.0,59.0,28.0,0.0,15.0,1.0,2.0,,2.0,,,1.0
21,0.0,0.0,0.0,38.0,436.0,155.0,66.0,4.0,34.0,9.0,3.0,1.0,1.0,,,1.0
22,2.0,5.0,23.0,15.0,453.0,141.0,45.0,9.0,21.0,3.0,,2.0,2.0,,,1.0
23,1.0,7.0,14.0,8.0,208.0,143.0,65.0,0.0,28.0,7.0,2.0,,2.0,1.0,2.0,2.0
24,1.0,4.0,10.0,6.0,152.0,61.0,23.0,2.0,9.0,3.0,,1.0,1.0,,,1.0
25,0.0,0.0,7.0,11.0,443.0,191.0,92.0,2.0,27.0,18.0,8.0,3.0,1.0,,,1.0
26,0.0,1.0,4.0,3.0,217.0,97.0,35.0,5.0,18.0,7.0,3.0,1.0,3.0,,,1.0
27,2.0,4.0,12.0,2.0,157.0,32.0,10.0,4.0,4.0,,,1.0,,,,1.0
28,1.0,2.0,10.0,23.0,358.0,154.0,63.0,2.0,36.0,8.0,3.0,,6.0,3.0,2.0,2.0
29,0.0,1.0,0.0,14.0,265.0,102.0,36.0,9.0,22.0,10.0,1.0,2.0,2.0,3.0,,1.0
30,3.0,8.0,25.0,10.0,228.0,93.0,29.0,0.0,12.0,2.0,1.0,,1.0,,,1.0
31,0.0,0.0,1.0,43.0,316.0,85.0,48.0,4.0,36.0,9.0,5.0,2.0,4.0,,,1.0
32,0.0,0.0,0.0,5.0,280.0,79.0,31.0,1.0,10.0,1.0,1.0,1.0,,,,1.0
33,0.0,0.0,1.0,16.0,332.0,106.0,28.0,2.0,2.0,,,2.0,,,,1.0
34,0.0,1.0,2.0,30.0,141.0,40.0,11.0,2.0,0.0,,,1.0,,,,1.0
35,0.0,0.0,1.0,6.0,428.0,163.0,56.0,2.0,27.0,7.0,6.0,,4.0,,,1.0
36,0.0,0.0,4.0,9.0,173.0,70.0,30.0,1.0,5.0,2.0,2.0,,,1.0,,1.0
37,2.0,6.0,24.0,2.0,243.0,130.0,81.0,9.0,40.0,9.0,7.0,,2.0,1.0,,1.0
38,0.0,1.0,4.0,14.0,271.0,108.0,35.0,4.0,13.0,8.0,1.0,1.0,,,,1.0
39,0.0,1.0,2.0,15.0,210.0,120.0,55.0,6.0,55.0,28.0,7.0,,4.0,,,1.0
40,0.0,2.0,3.0,7.0,188.0,73.0,22.0,0.0,3.0,2.0,,,,2.0,,1.0
41,1.0,2.0,6.0,15.0,199.0,76.0,22.0,4.0,5.0,3.0,2.0,1.0,,,,1.0
42,0.0,1.0,1.0,13.0,332.0,166.0,37.0,4.0,15.0,4.0,3.0,1.0,1.0,,,1.0
43,0.0,0.0,2.0,12.0,384.0,117.0,53.0,2.0,39.0,8.0,6.0,1.0,,,,1.0
44,0.0,0.0,0.0,9.0,203.0,75.0,19.0,4.0,8.0,,,,1.0,,,1.0
45,1.0,5.0,9.0,1.0,183.0,78.0,28.0,3.0,15.0,2.0,,,1.0,1.0,,1.0
46,0.0,1.0,1.0,10.0,360.0,151.0,101.0,12.0,142.0,45.0,16.0,,7.0,,2.0,2.0
47,2.0,8.0,25.0,41.0,399.0,124.0,42.0,6.0,26.0,11.0,2.0,,3.0,,,1.0
48,1.0,2.0,4.0,15.0,274.0,66.0,15.0,0.0,5.0,,1.0,,1.0,,,1.0
49,0.0,1.0,2.0,20.0,171.0,43.0,12.0,3.0,8.0,,,1.0,,,,1.0
50,0.0,2.0,6.0,11.0,282.0,82.0,22.0,0.0,14.0,2.0,1.0,,3.0,,,1.0
51,2.0,4.0,8.0,5.0,112.0,38.0,11.0,4.0,2.0,,,1.0,,,,1.0
52,0.0,0.0,4.0,3.0,399.0,178.0,81.0,3.0,90.0,24.0,5.0,4.0,8.0,1.0,,1.0
53,0.0,1.0,2.0,23.0,239.0,75.0,38.0,6.0,20.0,4.0,,4.0,1.0,1.0,,1.0
54,1.0,4.0,12.0,35.0,230.0,38.0,17.0,2.0,3.0,,2.0,1.0,1.0,,,1.0
55,1.0,2.0,3.0,18.0,229.0,78.0,9.0,2.0,10.0,2.0,2.0,2.0,1.0,,1.0,1.0
56,2.0,7.0,22.0,29.0,168.0,58.0,12.0,1.0,2.0,1.0,,1.0,,,,1.0
57,1.0,2.0,4.0,6.0,205.0,72.0,18.0,2.0,11.0,2.0,2.0,,3.0,,,1.0
58,2.0,7.0,17.0,44.0,284.0,111.0,37.0,3.0,12.0,9.0,,2.0,,,,1.0
59,1.0,3.0,9.0,4.0,168.0,74.0,32.0,1.0,7.0,2.0,1.0,1.0,,,,1.0
60,0.0,0.0,2.0,6.0,201.0,73.0,28.0,0.0,20.0,2.0,,,2.0,2.0,,1.0
61,0.0,0.0,3.0,17.0,400.0,190.0,81.0,8.0,67.0,22.0,12.0,3.0,1.0,,1.0,2.0
62,1.0,7.0,14.0,23.0,283.0,118.0,19.0,5.0,8.0,3.0,,1.0,1.0,,,1.0
63,0.0,1.0,5.0,3.0,177.0,69.0,25.0,1.0,6.0,1.0,1.0,1.0,,,1.0,1.0
64,1.0,2.0,7.0,13.0,314.0,107.0,69.0,18.0,58.0,7.0,2.0,,5.0,,,1.0
65,0.0,0.0,3.0,1.0,188.0,62.0,31.0,1.0,9.0,1.0,1.0,,2.0,,,1.0
66,0.0,0.0,3.0,35.0,309.0,99.0,27.0,7.0,5.0,4.0,2.0,1.0,,,,1.0
