,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,1.0,3.0,7.0,10.0,40.0,17.0,9.0,1.0,1.0,,,1.0,,,,1.0
1,2.0,10.0,20.0,12.0,91.0,27.0,9.0,2.0,4.0,,,1.0,1.0,,,1.0
2,2.0,8.0,8.0,11.0,105.0,25.0,4.0,1.0,4.0,,1.0,1.0,2.0,,,1.0
3,2.0,5.0,6.0,5.0,62.0,8.0,5.0,0.0,1.0,,,,1.0,,,1.0
4,2.0,6.0,13.0,23.0,43.0,9.0,5.0,1.0,1.0,,,1.0,,,,1.0
5,3.0,7.0,9.0,8.0,18.0,5.0,1.0,0.0,3.0,,,1.0,1.0,,,1.0
6,2.0,2.0,7.0,6.0,41.0,6.0,2.0,0.0,2.0,,,,2.0,,,1.0
7,0.0,0.0,0.0,13.0,74.0,13.0,7.0,1.0,0.0,,,1.0,,,,1.0
8,2.0,3.0,10.0,10.0,86.0,19.0,5.0,1.0,2.0,1.0,,1.0,,,,1.0
9,1.0,1.0,4.0,12.0,52.0,11.0,5.0,0.0,2.0,1.0,1.0,1.0,,,,1.0
10,1.0,1.0,2.0,20.0,51.0,15.0,10.0,2.0,0.0,,,1.0,,,,1.0
11,2.0,3.0,9.0,20.0,91.0,31.0,3.0,3.0,0.0,3.0,,1.0,,1.0,,1.0
12,2.0,5.0,6.0,5.0,41.0,15.0,7.0,2.0,0.0,,,1.0,,,,1.0
13,2.0,4.0,6.0,6.0,45.0,14.0,4.0,2.0,1.0,1.0,,1.0,,,,1.0
14,1.0,5.0,6.0,5.0,57.0,18.0,3.0,2.0,2.0,,,1.0,,,,1.0
15,1.0,1.0,3.0,2.0,58.0,12.0,4.0,0.0,1.0,,,1.0,,,,1.0
16,0.0,1.0,5.0,7.0,50.0,19.0,10.0,0.0,1.0,2.0,,1.0,,1.0,,1.0
17,1.0,1.0,5.0,21.0,82.0,20.0,3.0,1.0,2.0,,,1.0,,,,1.0
18,0.0,1.0,0.0,10.0,56.0,11.0,6.0,0.0,2.0,,1.0,,1.0,,,1.0
19,4.0,6.0,8.0,5.0,42.0,2.0,2.0,2.0,1.0,,,2.0,,,,1.0
20,0.0,0.0,1.0,4.0,49.0,7.0,3.0,0.0,3.0,,,,1.0,,,1.0
21,1.0,1.0,3.0,15.0,54.0,12.0,7.0,2.0,0.0,,1.0,1.0,,,,1.0
22,2.0,3.0,13.0,8.0,91.0,22.0,5.0,2.0,4.0,,,1.0,,,,1.0
23,4.0,12.0,21.0,2.0,52.0,13.0,4.0,0.0,11.0,,,,2.0,,,2.0
