,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,3.0,5.0,10.0,4.0,8.0,3.0,5.0,1.0,0.0,,,1.0,,,,1.0
1,3.0,7.0,9.0,4.0,31.0,10.0,2.0,1.0,0.0,1.0,,1.0,,,,1.0
2,4.0,4.0,5.0,3.0,5.0,0.0,0.0,1.0,2.0,,,1.0,1.0,,,1.0
3,2.0,5.0,5.0,17.0,21.0,6.0,4.0,0.0,1.0,,,1.0,,,,1.0
4,2.0,5.0,8.0,7.0,20.0,4.0,2.0,0.0,1.0,,,,1.0,,,1.0
5,4.0,4.0,6.0,4.0,5.0,3.0,1.0,1.0,1.0,,,1.0,,,,1.0
6,1.0,5.0,6.0,4.0,14.0,9.0,5.0,1.0,0.0,,,1.0,1.0,,,1.0
7,1.0,2.0,7.0,11.0,60.0,14.0,2.0,1.0,1.0,,,1.0,,,,1.0
8,3.0,6.0,8.0,7.0,34.0,4.0,5.0,0.0,1.0,,1.0,,1.0,,,1.0
9,2.0,2.0,3.0,9.0,19.0,3.0,2.0,1.0,0.0,,,1.0,,,,1.0
10,2.0,6.0,11.0,4.0,14.0,6.0,3.0,0.0,1.0,,,,1.0,,,1.0
11,2.0,2.0,6.0,12.0,43.0,6.0,3.0,1.0,0.0,,,1.0,,,,1.0
12,2.0,5.0,7.0,14.0,11.0,3.0,4.0,1.0,0.0,,,1.0,,,,1.0
13,1.0,2.0,7.0,12.0,22.0,5.0,2.0,0.0,2.0,,,,2.0,,,1.0
14,0.0,3.0,2.0,4.0,31.0,7.0,1.0,1.0,0.0,1.0,,1.0,,,,1.0
15,1.0,4.0,4.0,5.0,28.0,13.0,3.0,1.0,0.0,1.0,,1.0,,1.0,,1.0
16,1.0,1.0,8.0,22.0,40.0,10.0,4.0,1.0,0.0,,,1.0,,,,1.0
17,3.0,7.0,9.0,7.0,22.0,3.0,1.0,1.0,1.0,,,1.0,,,,1.0
18,1.0,2.0,5.0,6.0,61.0,13.0,7.0,0.0,7.0,,,,1.0,,,1.0
19,3.0,5.0,11.0,4.0,25.0,10.0,5.0,1.0,2.0,,,1.0,,,,1.0
20,2.0,3.0,5.0,3.0,58.0,15.0,11.0,1.0,3.0,,,1.0,,,,1.0
21,2.0,2.0,4.0,2.0,25.0,5.0,2.0,0.0,1.0,,,1.0,,,,1.0
22,2.0,5.0,11.0,8.0,21.0,3.0,3.0,0.0,2.0,,,1.0,1.0,,,1.0
