,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,1.0,0.0,7.0,27.0,8.0,4.0,1.0,0.0,,,1.0,,,,1.0
1,2.0,7.0,15.0,11.0,55.0,10.0,3.0,1.0,3.0,,,1.0,,,,1.0
2,4.0,6.0,8.0,4.0,19.0,6.0,3.0,1.0,0.0,1.0,,1.0,,1.0,,1.0
3,0.0,3.0,6.0,2.0,9.0,6.0,1.0,0.0,1.0,,,,1.0,,,1.0
4,2.0,7.0,10.0,7.0,34.0,7.0,3.0,2.0,2.0,,,,1.0,,,1.0
5,1.0,4.0,12.0,18.0,32.0,16.0,7.0,1.0,0.0,,,1.0,,,,1.0
6,1.0,2.0,6.0,14.0,59.0,18.0,7.0,1.0,1.0,,1.0,1.0,,,,1.0
7,1.0,2.0,7.0,11.0,60.0,14.0,2.0,1.0,1.0,,,1.0,,,,1.0
8,3.0,7.0,7.0,13.0,34.0,5.0,5.0,1.0,4.0,,1.0,,1.0,,,1.0
9,1.0,2.0,6.0,11.0,24.0,8.0,3.0,1.0,0.0,,,1.0,,,,1.0
10,2.0,4.0,8.0,7.0,68.0,14.0,7.0,0.0,6.0,,,,3.0,,,1.0
11,1.0,2.0,3.0,6.0,33.0,4.0,4.0,1.0,2.0,,,1.0,,,,1.0
12,2.0,2.0,9.0,15.0,41.0,16.0,1.0,1.0,0.0,,,1.0,,,,1.0
13,0.0,2.0,2.0,8.0,43.0,14.0,5.0,3.0,1.0,,,,1.0,,,1.0
14,3.0,5.0,8.0,8.0,25.0,9.0,5.0,1.0,6.0,,,1.0,,,,1.0
15,1.0,4.0,4.0,5.0,28.0,13.0,3.0,1.0,0.0,1.0,,1.0,,1.0,,1.0
16,1.0,1.0,3.0,6.0,46.0,12.0,9.0,0.0,2.0,1.0,,1.0,1.0,,,1.0
17,2.0,5.0,10.0,10.0,27.0,4.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0
18,1.0,2.0,5.0,6.0,61.0,13.0,7.0,0.0,7.0,,,,1.0,,,1.0
19,3.0,7.0,10.0,6.0,29.0,5.0,3.0,1.0,1.0,,,1.0,1.0,,,1.0
20,2.0,3.0,5.0,3.0,58.0,15.0,11.0,1.0,3.0,,,1.0,,,,1.0
21,1.0,1.0,3.0,3.0,42.0,9.0,4.0,1.0,2.0,,,2.0,1.0,,,1.0
22,3.0,9.0,20.0,13.0,53.0,30.0,11.0,1.0,2.0,,,1.0,,,,1.0
23,3.0,7.0,9.0,8.0,18.0,0.0,0.0,1.0,1.0,,,1.0,,,,1.0
24,1.0,1.0,4.0,23.0,38.0,13.0,5.0,1.0,0.0,1.0,,1.0,,,,1.0
25,4.0,7.0,8.0,4.0,13.0,5.0,2.0,1.0,0.0,,,1.0,,,,1.0
26,2.0,5.0,15.0,3.0,25.0,11.0,2.0,0.0,2.0,,,1.0,,,,1.0
27,2.0,3.0,3.0,3.0,23.0,9.0,2.0,1.0,0.0,,,1.0,,,,1.0
28,1.0,3.0,5.0,15.0,91.0,35.0,9.0,1.0,0.0,,,1.0,,,,1.0
29,2.0,6.0,6.0,5.0,27.0,8.0,4.0,1.0,2.0,,,1.0,,,,1.0
30,2.0,3.0,5.0,5.0,10.0,5.0,2.0,0.0,0.0,1.0,,,1.0,,,1.0
31,0.0,1.0,2.0,19.0,49.0,18.0,13.0,0.0,1.0,,2.0,,1.0,,,1.0
32,2.0,5.0,3.0,5.0,11.0,5.0,6.0,1.0,0.0,,,1.0,,,,1.0
33,3.0,5.0,8.0,5.0,32.0,8.0,5.0,0.0,3.0,,,,1.0,,,1.0
34,2.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,0.0,,,1.0,,,,1.0
35,2.0,4.0,7.0,6.0,28.0,6.0,2.0,1.0,3.0,,,1.0,1.0,,,1.0
36,3.0,9.0,15.0,13.0,37.0,6.0,5.0,1.0,3.0,,,1.0,1.0,,,1.0
37,3.0,4.0,5.0,9.0,39.0,5.0,5.0,1.0,4.0,,,1.0,1.0,,,1.0
38,2.0,2.0,4.0,2.0,16.0,9.0,4.0,1.0,0.0,,,1.0,,,,1.0
39,2.0,4.0,8.0,7.0,31.0,3.0,1.0,1.0,3.0,,,1.0,1.0,,,1.0
40,2.0,7.0,18.0,9.0,62.0,17.0,9.0,2.0,5.0,,,4.0,,,,1.0
41,1.0,1.0,1.0,6.0,31.0,6.0,3.0,1.0,2.0,,,2.0,1.0,,,1.0
