,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,2.0,2.0,12.0,108.0,41.0,13.0,1.0,4.0,1.0,1.0,1.0,,,,1.0
1,0.0,1.0,0.0,6.0,110.0,35.0,5.0,0.0,1.0,1.0,,2.0,,,,1.0
2,2.0,3.0,7.0,12.0,60.0,10.0,4.0,1.0,6.0,,,1.0,3.0,,,1.0
3,0.0,0.0,2.0,12.0,103.0,36.0,11.0,2.0,2.0,,,1.0,1.0,,,1.0
4,1.0,3.0,8.0,21.0,172.0,50.0,12.0,1.0,2.0,1.0,,,1.0,,,1.0
5,2.0,3.0,6.0,13.0,114.0,20.0,20.0,4.0,7.0,1.0,1.0,3.0,1.0,,,1.0
6,1.0,5.0,14.0,4.0,138.0,42.0,10.0,0.0,8.0,,,,2.0,,,1.0
7,0.0,0.0,5.0,11.0,194.0,73.0,20.0,0.0,5.0,3.0,2.0,2.0,,,2.0,1.0
8,3.0,10.0,14.0,12.0,100.0,15.0,8.0,0.0,3.0,,4.0,,3.0,,,1.0
9,1.0,2.0,4.0,11.0,107.0,27.0,10.0,1.0,11.0,2.0,,1.0,1.0,,,1.0
10,0.0,2.0,6.0,20.0,125.0,27.0,8.0,2.0,2.0,,,1.0,1.0,,,1.0
11,1.0,1.0,3.0,16.0,116.0,34.0,18.0,1.0,7.0,1.0,1.0,1.0,,,,1.0
12,1.0,3.0,3.0,17.0,68.0,27.0,12.0,1.0,3.0,,,1.0,,,,1.0
13,0.0,1.0,4.0,18.0,87.0,16.0,6.0,0.0,3.0,1.0,1.0,,2.0,1.0,,1.0
14,0.0,0.0,0.0,13.0,88.0,19.0,6.0,1.0,6.0,3.0,2.0,1.0,,,,1.0
15,0.0,3.0,2.0,14.0,210.0,82.0,16.0,1.0,8.0,6.0,4.0,1.0,4.0,,1.0,1.0
16,0.0,0.0,4.0,16.0,158.0,48.0,14.0,1.0,4.0,1.0,,1.0,,,,1.0
17,2.0,4.0,8.0,15.0,234.0,38.0,10.0,0.0,6.0,,,1.0,1.0,,,1.0
18,0.0,0.0,2.0,23.0,306.0,74.0,32.0,4.0,19.0,4.0,,,1.0,,,1.0
19,1.0,4.0,13.0,13.0,157.0,48.0,26.0,0.0,10.0,3.0,,1.0,1.0,,,1.0
20,1.0,4.0,9.0,11.0,168.0,36.0,28.0,6.0,7.0,2.0,1.0,1.0,,,,1.0
21,1.0,3.0,4.0,12.0,134.0,27.0,5.0,0.0,0.0,1.0,,1.0,,,,1.0
22,2.0,6.0,15.0,19.0,174.0,47.0,11.0,2.0,4.0,1.0,,,2.0,,,1.0
23,1.0,5.0,10.0,23.0,241.0,60.0,22.0,0.0,4.0,2.0,,,1.0,,,1.0
24,1.0,3.0,6.0,10.0,82.0,23.0,7.0,1.0,4.0,1.0,,1.0,,,,1.0
25,2.0,8.0,16.0,1.0,65.0,29.0,9.0,2.0,7.0,,1.0,1.0,,,,1.0
26,1.0,5.0,9.0,11.0,134.0,44.0,8.0,0.0,3.0,2.0,1.0,1.0,,1.0,,1.0
27,0.0,1.0,3.0,3.0,52.0,18.0,6.0,0.0,1.0,,,1.0,,,,1.0
28,0.0,1.0,3.0,3.0,120.0,36.0,16.0,0.0,4.0,,1.0,,2.0,,,1.0
29,0.0,0.0,2.0,17.0,103.0,23.0,7.0,2.0,0.0,,,1.0,,,,1.0
30,0.0,0.0,5.0,36.0,197.0,84.0,47.0,7.0,17.0,2.0,1.0,1.0,1.0,,,1.0
31,0.0,0.0,1.0,16.0,166.0,68.0,48.0,8.0,17.0,4.0,5.0,,2.0,,,1.0
32,1.0,3.0,8.0,25.0,205.0,67.0,21.0,2.0,4.0,2.0,,1.0,,,,1.0
33,1.0,3.0,11.0,18.0,126.0,29.0,13.0,1.0,10.0,1.0,1.0,1.0,,,,1.0
34,1.0,1.0,3.0,11.0,117.0,38.0,14.0,0.0,5.0,1.0,,,1.0,,,1.0
35,0.0,0.0,2.0,11.0,159.0,44.0,14.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
36,1.0,4.0,8.0,8.0,116.0,51.0,21.0,5.0,11.0,1.0,1.0,1.0,1.0,,,1.0
37,0.0,0.0,1.0,30.0,227.0,76.0,48.0,1.0,20.0,6.0,4.0,1.0,,,,1.0
38,1.0,6.0,11.0,8.0,64.0,17.0,7.0,0.0,3.0,1.0,,,2.0,1.0,,1.0
39,0.0,0.0,3.0,7.0,76.0,29.0,9.0,1.0,5.0,1.0,1.0,1.0,1.0,,,1.0
40,0.0,0.0,0.0,10.0,144.0,37.0,13.0,0.0,7.0,2.0,,,,1.0,,1.0
41,2.0,4.0,19.0,25.0,183.0,47.0,16.0,0.0,1.0,1.0,1.0,3.0,,,1.0,1.0
42,0.0,2.0,4.0,9.0,59.0,21.0,8.0,0.0,1.0,1.0,,,1.0,,,1.0
43,1.0,4.0,11.0,20.0,222.0,93.0,33.0,4.0,31.0,2.0,2.0,3.0,,,,1.0
44,1.0,3.0,8.0,18.0,250.0,97.0,40.0,4.0,25.0,7.0,7.0,2.0,2.0,,1.0,1.0
45,1.0,2.0,10.0,16.0,244.0,85.0,23.0,0.0,8.0,2.0,,,1.0,,,1.0
46,0.0,0.0,3.0,8.0,160.0,53.0,17.0,0.0,12.0,1.0,3.0,,2.0,,,1.0
47,1.0,4.0,11.0,8.0,188.0,44.0,17.0,2.0,4.0,,1.0,1.0,,,,1.0
48,0.0,0.0,0.0,2.0,87.0,27.0,12.0,0.0,9.0,,2.0,1.0,2.0,,,1.0
49,1.0,4.0,13.0,36.0,148.0,30.0,17.0,3.0,8.0,1.0,1.0,1.0,1.0,,,1.0
50,0.0,1.0,0.0,9.0,201.0,78.0,21.0,1.0,16.0,4.0,2.0,1.0,,,,1.0
51,1.0,2.0,7.0,9.0,121.0,36.0,14.0,0.0,7.0,2.0,,,2.0,1.0,,1.0
52,0.0,2.0,2.0,4.0,159.0,48.0,10.0,1.0,3.0,1.0,,,1.0,,,1.0
53,0.0,0.0,2.0,19.0,233.0,84.0,25.0,1.0,5.0,,1.0,1.0,,,,1.0
54,1.0,3.0,4.0,3.0,134.0,54.0,22.0,8.0,17.0,,,2.0,,,,2.0
55,0.0,1.0,3.0,11.0,207.0,81.0,26.0,1.0,5.0,1.0,,2.0,,,,1.0
56,1.0,1.0,2.0,25.0,153.0,27.0,14.0,3.0,2.0,1.0,,1.0,1.0,,,1.0
57,1.0,3.0,8.0,1.0,89.0,47.0,26.0,1.0,9.0,2.0,1.0,2.0,2.0,,,1.0
58,1.0,3.0,4.0,5.0,91.0,17.0,7.0,0.0,1.0,1.0,,1.0,,1.0,,1.0
59,2.0,8.0,12.0,16.0,118.0,45.0,18.0,2.0,6.0,,1.0,,1.0,,,1.0
60,0.0,0.0,3.0,7.0,195.0,72.0,51.0,0.0,37.0,3.0,16.0,,21.0,,,1.0
61,1.0,2.0,9.0,14.0,133.0,46.0,17.0,2.0,9.0,1.0,2.0,1.0,1.0,,,1.0
62,1.0,3.0,6.0,21.0,190.0,53.0,15.0,0.0,9.0,3.0,1.0,2.0,,,,1.0
63,0.0,1.0,1.0,21.0,112.0,27.0,17.0,1.0,6.0,2.0,,1.0,,,,1.0
64,3.0,6.0,10.0,0.0,66.0,24.0,4.0,0.0,3.0,1.0,,,2.0,,,1.0
65,3.0,9.0,24.0,18.0,109.0,23.0,8.0,1.0,0.0,,,1.0,,1.0,,1.0
