,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,2.0,4.0,6.0,3.0,21.0,4.0,3.0,1.0,1.0,,,1.0,,,,1.0
1,0.0,0.0,1.0,8.0,55.0,5.0,6.0,0.0,3.0,,1.0,,1.0,,,1.0
2,2.0,6.0,11.0,5.0,22.0,6.0,0.0,1.0,0.0,,,1.0,,,,1.0
3,1.0,3.0,6.0,7.0,17.0,3.0,3.0,1.0,0.0,,,1.0,,,,1.0
4,2.0,3.0,8.0,17.0,43.0,13.0,4.0,0.0,3.0,,,,2.0,,,1.0
5,3.0,7.0,8.0,1.0,3.0,1.0,3.0,0.0,2.0,,,1.0,,,,1.0
6,3.0,5.0,6.0,3.0,7.0,2.0,0.0,1.0,2.0,1.0,,1.0,,1.0,,1.0
7,3.0,4.0,8.0,8.0,69.0,12.0,4.0,1.0,1.0,,,1.0,,,,1.0
8,2.0,3.0,5.0,7.0,31.0,5.0,3.0,0.0,6.0,,,,1.0,,,1.0
9,2.0,5.0,4.0,0.0,2.0,1.0,2.0,0.0,1.0,,,,1.0,,,1.0
10,2.0,5.0,8.0,4.0,18.0,6.0,3.0,1.0,1.0,,,1.0,1.0,,,1.0
11,3.0,5.0,5.0,9.0,30.0,6.0,2.0,0.0,2.0,,,1.0,,,,1.0
12,3.0,5.0,6.0,4.0,11.0,2.0,2.0,0.0,4.0,,,,2.0,,,1.0
13,0.0,2.0,2.0,6.0,46.0,13.0,6.0,0.0,2.0,,1.0,,1.0,,,1.0
14,2.0,3.0,6.0,2.0,19.0,5.0,2.0,1.0,0.0,,,1.0,,,,1.0
15,3.0,7.0,7.0,6.0,18.0,2.0,0.0,4.0,0.0,1.0,,1.0,,,,1.0
16,2.0,3.0,4.0,11.0,45.0,7.0,4.0,1.0,1.0,,,1.0,,,,1.0
17,1.0,4.0,7.0,8.0,45.0,10.0,6.0,1.0,1.0,,,2.0,,,,1.0
18,2.0,5.0,8.0,8.0,39.0,10.0,3.0,1.0,0.0,,,1.0,,,,1.0
19,3.0,7.0,11.0,14.0,27.0,7.0,4.0,2.0,0.0,,,1.0,,,,1.0
20,3.0,7.0,10.0,0.0,11.0,4.0,5.0,0.0,1.0,,1.0,1.0,,,,1.0
21,0.0,1.0,0.0,6.0,14.0,3.0,2.0,1.0,0.0,,,1.0,,,,1.0
22,2.0,5.0,5.0,1.0,10.0,6.0,2.0,1.0,0.0,,,1.0,,,,1.0
23,2.0,4.0,6.0,8.0,18.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0
24,1.0,2.0,2.0,8.0,27.0,6.0,5.0,1.0,0.0,,,1.0,,,,1.0
25,2.0,4.0,4.0,12.0,21.0,0.0,0.0,1.0,1.0,,,1.0,,,,1.0
26,1.0,2.0,5.0,2.0,13.0,4.0,3.0,0.0,1.0,,,,1.0,,,1.0
27,1.0,4.0,4.0,7.0,73.0,12.0,4.0,1.0,1.0,,,1.0,,,,1.0
28,2.0,4.0,6.0,1.0,23.0,5.0,0.0,0.0,1.0,1.0,,1.0,,,,1.0
29,2.0,3.0,3.0,13.0,15.0,3.0,2.0,1.0,1.0,,,1.0,1.0,,,1.0
30,1.0,2.0,4.0,1.0,9.0,2.0,5.0,1.0,1.0,,,1.0,1.0,,,1.0
31,2.0,3.0,3.0,8.0,17.0,6.0,2.0,1.0,1.0,,,,1.0,,,1.0
32,3.0,4.0,8.0,13.0,49.0,9.0,4.0,1.0,0.0,,,1.0,,,,1.0
33,2.0,4.0,7.0,15.0,33.0,11.0,4.0,1.0,2.0,,,1.0,,,,1.0
34,2.0,3.0,4.0,6.0,13.0,4.0,1.0,1.0,2.0,,,1.0,,,,1.0
35,2.0,3.0,5.0,6.0,18.0,2.0,2.0,1.0,2.0,,,1.0,1.0,,,1.0
36,2.0,3.0,5.0,7.0,12.0,5.0,3.0,1.0,0.0,,,1.0,,,,1.0
37,1.0,3.0,5.0,8.0,21.0,4.0,3.0,1.0,2.0,,,1.0,,,,1.0
38,2.0,3.0,4.0,5.0,14.0,4.0,2.0,1.0,0.0,,,1.0,,,,1.0
39,1.0,1.0,3.0,7.0,25.0,6.0,2.0,1.0,0.0,,,1.0,,,,1.0
40,3.0,4.0,6.0,6.0,14.0,2.0,1.0,1.0,0.0,,,1.0,,,,1.0
41,1.0,3.0,5.0,9.0,18.0,9.0,4.0,1.0,0.0,,,1.0,,,,1.0
42,2.0,4.0,6.0,6.0,18.0,9.0,2.0,1.0,0.0,,,1.0,,,,1.0
43,4.0,6.0,9.0,8.0,28.0,6.0,2.0,1.0,1.0,,,1.0,,,,1.0
44,1.0,3.0,5.0,2.0,17.0,6.0,3.0,0.0,2.0,,,1.0,,,,1.0
45,3.0,6.0,12.0,10.0,56.0,13.0,5.0,1.0,0.0,,,1.0,,,,1.0
46,2.0,2.0,8.0,5.0,25.0,6.0,3.0,0.0,1.0,,,,1.0,,,1.0
47,1.0,3.0,5.0,9.0,25.0,6.0,6.0,2.0,0.0,1.0,,1.0,,,,1.0
48,1.0,2.0,6.0,2.0,19.0,9.0,6.0,1.0,1.0,2.0,,1.0,,,,1.0
49,2.0,4.0,5.0,6.0,12.0,3.0,3.0,1.0,0.0,,,1.0,,,,1.0
50,2.0,3.0,9.0,20.0,83.0,30.0,11.0,1.0,3.0,2.0,1.0,1.0,,,,1.0
51,1.0,3.0,6.0,2.0,27.0,8.0,3.0,1.0,1.0,,,,1.0,,,1.0
52,2.0,2.0,5.0,5.0,41.0,8.0,4.0,0.0,2.0,,1.0,,1.0,,,1.0
53,1.0,2.0,5.0,4.0,17.0,5.0,2.0,0.0,1.0,,,1.0,,,,1.0
54,3.0,6.0,9.0,14.0,11.0,3.0,1.0,1.0,0.0,,,1.0,,,,1.0
55,2.0,6.0,8.0,4.0,38.0,14.0,3.0,1.0,1.0,,,1.0,,,,1.0
56,3.0,7.0,10.0,6.0,11.0,3.0,3.0,1.0,1.0,,,1.0,,,,1.0
57,4.0,5.0,6.0,2.0,5.0,2.0,1.0,0.0,2.0,,,1.0,1.0,,,1.0
58,2.0,4.0,7.0,3.0,3.0,0.0,1.0,1.0,0.0,,,1.0,,,,1.0
59,3.0,4.0,7.0,6.0,14.0,8.0,2.0,1.0,0.0,,,1.0,,,,1.0
60,3.0,5.0,7.0,10.0,19.0,6.0,1.0,1.0,1.0,,,1.0,,,,1.0
61,0.0,0.0,0.0,7.0,42.0,6.0,4.0,2.0,3.0,,,1.0,1.0,,,1.0
62,2.0,4.0,6.0,6.0,20.0,4.0,3.0,0.0,1.0,,1.0,,1.0,,,1.0
63,2.0,2.0,3.0,2.0,14.0,6.0,3.0,1.0,2.0,,,1.0,,,,1.0
64,2.0,5.0,7.0,2.0,11.0,3.0,2.0,0.0,1.0,,,1.0,,,,1.0
65,3.0,6.0,10.0,4.0,14.0,4.0,2.0,0.0,2.0,1.0,,1.0,,1.0,,1.0
66,2.0,2.0,4.0,8.0,25.0,7.0,2.0,0.0,1.0,1.0,,,1.0,1.0,,1.0
67,2.0,3.0,3.0,3.0,10.0,5.0,2.0,1.0,0.0,,,1.0,,,,1.0
68,2.0,3.0,4.0,2.0,7.0,2.0,1.0,1.0,0.0,,,1.0,,,,1.0
69,2.0,4.0,8.0,4.0,11.0,4.0,3.0,1.0,0.0,1.0,,1.0,,,,1.0
70,1.0,1.0,2.0,11.0,18.0,10.0,5.0,1.0,0.0,,1.0,1.0,,,,1.0
71,2.0,2.0,4.0,8.0,33.0,7.0,2.0,2.0,1.0,,,1.0,,,,1.0
72,3.0,5.0,5.0,10.0,23.0,3.0,1.0,1.0,2.0,,,1.0,1.0,,,1.0
73,3.0,4.0,4.0,1.0,11.0,3.0,1.0,1.0,1.0,,,1.0,,,,1.0
74,3.0,5.0,8.0,7.0,28.0,5.0,7.0,1.0,1.0,,1.0,1.0,,,,1.0
75,2.0,3.0,6.0,4.0,64.0,27.0,10.0,1.0,3.0,,1.0,1.0,,,,1.0
76,1.0,2.0,3.0,7.0,19.0,7.0,5.0,1.0,0.0,,,1.0,,,,1.0
77,2.0,2.0,3.0,7.0,26.0,2.0,0.0,1.0,1.0,,,1.0,1.0,,,1.0
78,0.0,1.0,2.0,8.0,10.0,3.0,2.0,0.0,1.0,,,,1.0,,,1.0
79,1.0,4.0,6.0,7.0,23.0,10.0,4.0,1.0,1.0,,,1.0,,,,1.0
80,2.0,5.0,8.0,8.0,13.0,6.0,4.0,0.0,1.0,,,,1.0,,,1.0
81,2.0,4.0,6.0,2.0,6.0,7.0,5.0,0.0,0.0,1.0,,1.0,,,,1.0
82,3.0,7.0,8.0,4.0,53.0,11.0,2.0,0.0,4.0,,,,1.0,,,1.0
83,2.0,3.0,8.0,8.0,15.0,4.0,2.0,0.0,1.0,,,1.0,,,,1.0
84,0.0,0.0,1.0,10.0,30.0,8.0,4.0,2.0,3.0,,,1.0,,,,1.0
85,2.0,5.0,5.0,2.0,16.0,5.0,2.0,1.0,1.0,,,1.0,,,,1.0
86,2.0,4.0,8.0,7.0,13.0,4.0,2.0,1.0,2.0,,,1.0,,,,1.0
87,1.0,3.0,7.0,11.0,15.0,6.0,3.0,1.0,0.0,,,1.0,,,,1.0
88,3.0,4.0,6.0,2.0,16.0,1.0,2.0,0.0,1.0,,,1.0,,,,1.0
89,3.0,7.0,9.0,19.0,15.0,7.0,9.0,2.0,0.0,,,1.0,,,,1.0
90,3.0,9.0,18.0,6.0,25.0,6.0,6.0,1.0,1.0,,,1.0,,,,1.0
91,1.0,1.0,5.0,18.0,86.0,20.0,8.0,1.0,4.0,1.0,1.0,1.0,,,,1.0
92,3.0,4.0,6.0,2.0,8.0,5.0,0.0,1.0,0.0,,,1.0,,,,1.0
93,1.0,4.0,6.0,0.0,9.0,3.0,4.0,0.0,1.0,,,,1.0,,,1.0
94,0.0,1.0,4.0,30.0,110.0,37.0,9.0,1.0,1.0,,1.0,1.0,1.0,,,1.0
95,4.0,11.0,17.0,1.0,71.0,14.0,5.0,0.0,1.0,,1.0,1.0,,,,1.0
96,3.0,6.0,8.0,10.0,20.0,7.0,2.0,1.0,1.0,,,1.0,,,,1.0
97,2.0,3.0,4.0,6.0,22.0,5.0,3.0,1.0,2.0,,,1.0,1.0,,,1.0
98,2.0,7.0,9.0,5.0,15.0,7.0,2.0,1.0,0.0,1.0,,1.0,,1.0,,1.0
99,2.0,3.0,3.0,7.0,39.0,7.0,2.0,1.0,2.0,,,1.0,,,,1.0
100,2.0,6.0,7.0,4.0,60.0,15.0,2.0,1.0,3.0,1.0,,2.0,,,,1.0
101,3.0,6.0,6.0,1.0,19.0,5.0,2.0,1.0,4.0,,,1.0,1.0,,,1.0
102,2.0,4.0,8.0,9.0,36.0,19.0,7.0,0.0,3.0,,1.0,,1.0,,,1.0
103,1.0,1.0,3.0,6.0,14.0,5.0,2.0,1.0,0.0,,,1.0,,,,1.0
104,1.0,2.0,5.0,9.0,14.0,3.0,2.0,1.0,0.0,,,1.0,,,,1.0
105,2.0,5.0,5.0,0.0,28.0,6.0,3.0,0.0,3.0,,,,1.0,,,1.0
106,1.0,3.0,9.0,15.0,22.0,8.0,4.0,2.0,0.0,1.0,,1.0,,,,1.0
107,3.0,3.0,6.0,8.0,46.0,11.0,2.0,1.0,1.0,,,1.0,,,,1.0
108,1.0,2.0,5.0,2.0,40.0,11.0,5.0,1.0,1.0,,,1.0,,,,1.0
109,4.0,6.0,7.0,2.0,5.0,0.0,2.0,1.0,0.0,,,1.0,,,,1.0
110,3.0,5.0,5.0,2.0,6.0,1.0,2.0,0.0,2.0,,,1.0,,,,1.0
