,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0,0,0,86,1580,1450,1470,202,3567,2055,1036,212,424,107,24,2
1,0,0,0,8,1380,1342,1203,48,1674,1082,735,56,202,75,8,1
2,0,0,0,4,1514,1602,1494,235,2286,1205,553,52,182,57,6,1
3,0,0,0,0,1339,1366,1331,30,3160,2056,1120,167,645,182,22,3
4,1,6,29,24,1514,1478,1497,200,3723,2351,1646,373,1113,326,75,9
5,1,3,12,12,1077,867,475,79,1248,689,177,35,131,21,1,2
6,0,0,3,8,1155,951,867,69,1030,665,467,97,225,65,4,3
7,0,0,0,12,995,1246,1297,236,3504,2575,1648,144,1034,350,75,29
8,0,0,4,5,1765,1908,1578,82,3056,2003,998,182,575,167,32,4
9,0,0,0,23,1087,985,697,58,1080,629,279,37,130,45,4,2
10,0,0,0,25,929,788,574,39,911,471,277,45,185,27,13,2
11,0,0,0,0,1338,1264,1169,18,2124,1113,532,42,488,52,18,3
12,0,0,0,0,1442,1421,1632,165,3262,1837,1068,117,621,164,46,6
13,0,0,0,34,1116,1095,1181,92,1977,1530,825,186,548,176,19,2
14,0,0,0,26,1407,1376,871,72,1576,930,454,57,257,76,21,3
15,0,0,0,2,1016,843,508,27,721,359,128,28,60,14,2,2
16,0,0,0,10,978,1108,1056,171,2436,1635,787,104,357,52,14,1
17,0,0,0,0,832,821,755,33,1707,1155,637,80,321,128,29,5
18,0,1,0,5,614,711,575,112,1867,1043,563,72,418,186,49,11
19,4.0,18.0,62.0,6.0,944.0,715.0,501.0,26.0,554.0,184.0,73.0,34.0,29.0,4.0,,2.0
20,0,0,0,35,914,764,661,102,1073,580,299,71,133,18,4,1
21,0,0,2,116,1278,1691,1729,172,3967,3201,2738,575,2335,806,211,17
22,0,0,0,0,1512,1291,1152,58,2080,1173,618,59,347,89,8,3
23,0,0,0,25,1547,1415,1170,130,2591,1384,628,88,409,102,16,4
24,0.0,0.0,0.0,23.0,702.0,377.0,228.0,28.0,223.0,114.0,28.0,6.0,26.0,,3.0,2.0
25,0,0,4,1,3090,3266,3559,109,7106,4439,3182,306,1637,481,124,5
26,0,0,0,1,842,645,484,32,632,372,226,41,106,27,3,1
27,0,0,0,3,945,880,858,122,1604,1139,678,110,411,124,21,5
28,0,0,0,7,1466,1622,1374,78,2320,1746,1053,145,679,338,124,14
29,0,0,0,29,879,1461,1095,218,2568,2915,1682,478,1314,601,141,18
30,0,0,0,0,983,855,649,23,1293,765,361,39,195,34,3,1
31,0,0,0,1,1114,901,797,133,1823,1098,736,170,497,183,46,3
32,0,0,0,0,1187,970,797,23,1507,974,542,109,428,104,16,5
33,0,0,0,12,2067,1525,1080,99,1549,729,452,35,79,25,8,2
34,0,0,0,7,882,848,605,29,972,579,202,50,103,18,4,1
35,0,0,0,6,1379,1033,774,28,1265,612,194,21,84,20,2,1
36,0,0,2,0,881,955,931,19,2096,1132,604,60,372,102,10,2
37,0,0,6,3,842,1092,1227,110,3432,2273,1844,167,1378,470,87,20
38,0,0,0,2,1052,925,826,74,1366,681,355,42,202,44,4,3
39,0,0,0,5,966,1354,1383,83,2416,2202,1433,198,741,261,40,5
40,0,0,0,5,1038,1099,855,28,1242,922,351,69,123,81,39,18
41,0,0,0,6,1010,1221,934,53,2106,1335,720,58,458,104,15,2
42,0,1,4,3,1324,1268,1088,58,1660,1064,510,64,365,126,26,5
43,0,0,0,2,1076,951,924,36,1698,866,545,79,252,78,13,3
44,0,0,0,0,1420,1055,848,49,1795,863,426,48,286,67,12,1
45,0,0,0,8,1189,1458,1146,49,1950,1572,799,163,359,98,25,6
46,0,0,0,4,1474,1804,1856,57,3961,2621,1457,281,903,297,64,5
47,0.0,0.0,2.0,0.0,608.0,580.0,469.0,16.0,601.0,303.0,166.0,13.0,70.0,33.0,,4.0
48,0,0,2,3,897,783,574,14,1041,594,216,28,184,50,5,3
49,0,0,0,4,962,884,786,97,1486,759,378,58,136,43,9,1
