,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,2.0,3.0,4.0,13.0,20.0,3.0,2.0,0.0,3.0,,,,1.0,,,1.0
1,0.0,2.0,4.0,6.0,28.0,7.0,2.0,1.0,2.0,1.0,,1.0,,,,1.0
2,2.0,6.0,15.0,13.0,54.0,12.0,1.0,1.0,1.0,,,1.0,,,,1.0
3,2.0,4.0,9.0,9.0,35.0,14.0,1.0,2.0,1.0,,,1.0,,,,1.0
4,2.0,7.0,10.0,7.0,34.0,7.0,3.0,2.0,2.0,,,,1.0,,,1.0
5,2.0,5.0,12.0,11.0,29.0,6.0,4.0,1.0,2.0,,,1.0,1.0,,,1.0
6,1.0,2.0,4.0,3.0,28.0,4.0,0.0,0.0,1.0,,,,1.0,,,1.0
7,3.0,8.0,18.0,11.0,102.0,20.0,4.0,0.0,0.0,1.0,,,,1.0,,1.0
8,2.0,5.0,8.0,16.0,58.0,15.0,4.0,0.0,3.0,,,,2.0,,,1.0
9,1.0,2.0,7.0,6.0,17.0,2.0,3.0,1.0,1.0,,,1.0,,,,1.0
10,1.0,2.0,5.0,3.0,23.0,4.0,3.0,0.0,3.0,,,,1.0,,,1.0
11,0.0,1.0,3.0,16.0,44.0,6.0,3.0,0.0,2.0,,,,2.0,,,1.0
12,2.0,3.0,5.0,4.0,13.0,5.0,2.0,1.0,0.0,,,1.0,,,,1.0
13,0.0,1.0,3.0,6.0,68.0,22.0,9.0,1.0,3.0,,,,1.0,,,1.0
14,3.0,4.0,6.0,8.0,30.0,13.0,6.0,1.0,4.0,,,1.0,,,,1.0
15,1.0,4.0,3.0,5.0,44.0,13.0,4.0,1.0,2.0,,,1.0,,,,1.0
16,0.0,2.0,3.0,6.0,46.0,12.0,9.0,0.0,2.0,1.0,,1.0,1.0,,,1.0
17,2.0,5.0,10.0,10.0,27.0,4.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0
18,0.0,3.0,5.0,2.0,52.0,10.0,5.0,0.0,1.0,1.0,,,1.0,,,1.0
19,4.0,5.0,9.0,2.0,12.0,3.0,1.0,0.0,2.0,,,,1.0,,,1.0
20,0.0,1.0,2.0,9.0,60.0,6.0,3.0,0.0,3.0,,,,1.0,,,1.0
21,2.0,2.0,4.0,2.0,19.0,4.0,2.0,0.0,1.0,,,1.0,,,,1.0
22,3.0,5.0,10.0,0.0,12.0,8.0,5.0,2.0,0.0,,,1.0,,,,1.0
23,1.0,4.0,5.0,3.0,34.0,8.0,1.0,1.0,1.0,,,1.0,,,,1.0
24,4.0,6.0,14.0,26.0,33.0,16.0,2.0,0.0,3.0,,,2.0,,,,1.0
25,4.0,6.0,10.0,2.0,17.0,4.0,1.0,0.0,2.0,,,1.0,,,,1.0
26,1.0,2.0,4.0,4.0,16.0,11.0,1.0,0.0,1.0,1.0,,1.0,,,,1.0
27,2.0,4.0,6.0,10.0,17.0,6.0,4.0,1.0,0.0,,,1.0,,,,1.0
28,1.0,3.0,5.0,15.0,91.0,35.0,9.0,1.0,0.0,,,1.0,,,,1.0
29,2.0,5.0,8.0,11.0,33.0,10.0,4.0,1.0,1.0,1.0,,1.0,,,,1.0
30,1.0,1.0,3.0,10.0,34.0,6.0,2.0,0.0,0.0,1.0,,,1.0,,,1.0
31,2.0,4.0,7.0,9.0,36.0,4.0,4.0,0.0,2.0,,,,1.0,,,1.0
32,2.0,5.0,3.0,5.0,11.0,5.0,6.0,1.0,0.0,,,1.0,,,,1.0
33,3.0,4.0,7.0,11.0,14.0,8.0,1.0,1.0,0.0,,1.0,1.0,,,,1.0
34,2.0,2.0,4.0,4.0,14.0,7.0,3.0,1.0,1.0,,,1.0,,,,1.0
35,2.0,7.0,8.0,8.0,42.0,13.0,5.0,1.0,5.0,,,1.0,,,,1.0
36,3.0,8.0,8.0,9.0,51.0,7.0,3.0,1.0,2.0,,1.0,1.0,,,,1.0
37,2.0,6.0,20.0,16.0,267.0,98.0,22.0,1.0,17.0,,2.0,,3.0,,,1.0
38,3.0,5.0,8.0,13.0,30.0,11.0,2.0,2.0,1.0,,,1.0,,,,1.0
39,1.0,3.0,5.0,13.0,33.0,9.0,3.0,0.0,2.0,,,,1.0,,,1.0
40,2.0,4.0,5.0,0.0,31.0,11.0,5.0,1.0,0.0,1.0,,,1.0,,,1.0
41,2.0,6.0,12.0,13.0,35.0,5.0,3.0,1.0,0.0,,,1.0,,,,1.0
42,3.0,4.0,8.0,3.0,16.0,4.0,2.0,0.0,1.0,,,,1.0,,,1.0
43,1.0,4.0,4.0,4.0,36.0,7.0,5.0,0.0,1.0,,,,1.0,,,1.0
44,1.0,2.0,4.0,6.0,36.0,10.0,5.0,1.0,2.0,,1.0,1.0,,,,1.0
45,3.0,4.0,6.0,2.0,19.0,5.0,2.0,1.0,1.0,,,1.0,1.0,,,1.0
46,2.0,4.0,13.0,19.0,117.0,21.0,7.0,4.0,4.0,,,,1.0,,,1.0
47,0.0,0.0,2.0,5.0,44.0,14.0,5.0,0.0,1.0,,,,1.0,,,1.0
48,0.0,2.0,3.0,4.0,24.0,6.0,4.0,1.0,0.0,,,1.0,,,,1.0
49,1.0,1.0,1.0,7.0,49.0,13.0,4.0,1.0,3.0,,,1.0,2.0,,,1.0
50,1.0,2.0,6.0,15.0,95.0,28.0,6.0,0.0,5.0,1.0,1.0,1.0,,,,1.0
51,1.0,2.0,5.0,3.0,21.0,4.0,3.0,0.0,3.0,,,,2.0,,,1.0
52,2.0,3.0,5.0,6.0,26.0,5.0,4.0,0.0,2.0,,,,3.0,,,1.0
53,3.0,3.0,3.0,6.0,50.0,8.0,3.0,0.0,3.0,,,1.0,,,,1.0
54,4.0,9.0,13.0,19.0,13.0,4.0,2.0,2.0,0.0,,,1.0,,,,1.0
55,2.0,4.0,4.0,9.0,6.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
56,1.0,2.0,4.0,16.0,84.0,13.0,2.0,1.0,1.0,,,1.0,,,,1.0
57,2.0,4.0,7.0,3.0,20.0,4.0,1.0,1.0,1.0,,,1.0,,,,1.0
58,3.0,7.0,14.0,13.0,32.0,13.0,3.0,1.0,2.0,,,1.0,,,,1.0
59,1.0,3.0,2.0,3.0,18.0,3.0,3.0,2.0,0.0,,,1.0,,,,1.0
60,3.0,7.0,6.0,5.0,10.0,1.0,0.0,0.0,1.0,,,,1.0,,,1.0
61,1.0,3.0,5.0,2.0,34.0,6.0,2.0,0.0,2.0,,,1.0,,,,1.0
62,1.0,1.0,5.0,39.0,64.0,17.0,12.0,6.0,1.0,1.0,,1.0,,,,1.0
63,2.0,3.0,5.0,4.0,15.0,6.0,4.0,2.0,0.0,,,1.0,,,,1.0
64,2.0,2.0,4.0,6.0,13.0,3.0,2.0,1.0,1.0,,,1.0,,,,1.0
65,2.0,6.0,10.0,8.0,18.0,6.0,6.0,1.0,3.0,,,1.0,,,,1.0
66,2.0,6.0,8.0,4.0,31.0,2.0,1.0,0.0,1.0,,1.0,,1.0,,,1.0
67,2.0,2.0,2.0,8.0,34.0,8.0,2.0,1.0,2.0,1.0,,1.0,,,,1.0
68,1.0,5.0,6.0,1.0,22.0,3.0,3.0,0.0,4.0,,,1.0,2.0,1.0,,1.0
69,1.0,3.0,5.0,7.0,3.0,0.0,2.0,1.0,0.0,,,1.0,,,,1.0
70,2.0,3.0,7.0,2.0,12.0,5.0,2.0,1.0,2.0,1.0,,2.0,1.0,,,1.0
71,3.0,3.0,6.0,0.0,26.0,8.0,4.0,1.0,0.0,,,1.0,,,,1.0
72,2.0,3.0,4.0,2.0,34.0,3.0,3.0,1.0,2.0,1.0,,1.0,,,,1.0
73,3.0,6.0,10.0,5.0,26.0,3.0,1.0,0.0,1.0,,,,1.0,,,1.0
74,3.0,9.0,16.0,23.0,104.0,20.0,7.0,0.0,2.0,,,1.0,,,,1.0
75,3.0,4.0,9.0,12.0,25.0,3.0,0.0,1.0,2.0,,,1.0,1.0,,,1.0
76,2.0,8.0,17.0,21.0,128.0,33.0,9.0,1.0,4.0,,,4.0,2.0,,1.0,1.0
77,2.0,4.0,8.0,11.0,74.0,23.0,7.0,2.0,1.0,,1.0,1.0,,,,1.0
78,1.0,2.0,5.0,17.0,20.0,3.0,1.0,1.0,1.0,,,1.0,,,,1.0
79,1.0,2.0,3.0,6.0,32.0,10.0,7.0,1.0,0.0,1.0,,1.0,,,,1.0
80,2.0,4.0,7.0,3.0,27.0,8.0,10.0,1.0,2.0,,,,1.0,,,1.0
81,3.0,6.0,8.0,4.0,10.0,1.0,0.0,1.0,0.0,,,1.0,,,,1.0
82,3.0,5.0,10.0,11.0,11.0,1.0,2.0,1.0,0.0,,,1.0,,,,1.0
83,1.0,1.0,4.0,2.0,33.0,4.0,2.0,0.0,5.0,1.0,1.0,,1.0,,,1.0
84,3.0,5.0,9.0,4.0,25.0,9.0,1.0,1.0,3.0,,,2.0,,,,1.0
85,2.0,2.0,3.0,6.0,28.0,10.0,3.0,0.0,3.0,,,,1.0,,,1.0
86,0.0,2.0,4.0,3.0,28.0,18.0,4.0,1.0,0.0,,,1.0,,,,1.0
87,0.0,0.0,5.0,10.0,45.0,10.0,4.0,0.0,2.0,1.0,1.0,,1.0,,,1.0
88,0.0,0.0,1.0,14.0,112.0,21.0,8.0,1.0,3.0,,,1.0,1.0,,,1.0
89,1.0,2.0,4.0,7.0,65.0,24.0,7.0,0.0,3.0,,,1.0,1.0,,,1.0
90,3.0,6.0,10.0,5.0,19.0,5.0,3.0,0.0,3.0,,,,1.0,,,1.0
91,1.0,2.0,2.0,12.0,25.0,11.0,3.0,1.0,0.0,,,1.0,,,,1.0
92,1.0,1.0,2.0,18.0,23.0,2.0,3.0,3.0,1.0,,,1.0,1.0,,,1.0
93,0.0,0.0,2.0,5.0,96.0,22.0,8.0,2.0,3.0,,,1.0,,,,1.0
94,2.0,3.0,8.0,22.0,63.0,12.0,5.0,0.0,1.0,,,,1.0,,,1.0
95,0.0,0.0,0.0,10.0,33.0,8.0,5.0,1.0,2.0,,,1.0,1.0,,,1.0
96,1.0,2.0,4.0,12.0,44.0,9.0,4.0,1.0,0.0,,,1.0,,,,1.0
97,1.0,1.0,4.0,13.0,19.0,6.0,3.0,1.0,2.0,1.0,,1.0,1.0,,,1.0
98,2.0,4.0,6.0,2.0,31.0,5.0,3.0,1.0,1.0,,,1.0,1.0,,,1.0
99,1.0,2.0,3.0,9.0,25.0,6.0,3.0,1.0,1.0,,,1.0,,,,1.0
100,3.0,7.0,12.0,7.0,35.0,9.0,4.0,1.0,2.0,,,1.0,1.0,,,1.0
101,3.0,4.0,9.0,13.0,32.0,18.0,10.0,2.0,2.0,,,1.0,,,,1.0
102,1.0,3.0,7.0,8.0,70.0,15.0,10.0,2.0,2.0,,,1.0,,,,1.0
103,2.0,4.0,5.0,5.0,38.0,9.0,3.0,0.0,1.0,,,1.0,,,,1.0
104,2.0,3.0,5.0,5.0,36.0,10.0,5.0,1.0,1.0,,,1.0,1.0,,,1.0
105,0.0,0.0,4.0,14.0,60.0,20.0,12.0,2.0,4.0,5.0,1.0,,3.0,,,1.0
106,2.0,4.0,4.0,3.0,63.0,12.0,4.0,1.0,3.0,,,1.0,1.0,,,1.0
107,1.0,5.0,3.0,1.0,30.0,9.0,3.0,1.0,1.0,1.0,,1.0,,1.0,,1.0
108,1.0,4.0,5.0,17.0,71.0,16.0,9.0,1.0,3.0,,,2.0,1.0,,,1.0
109,2.0,2.0,6.0,2.0,15.0,5.0,3.0,2.0,3.0,,,1.0,,,,1.0
110,2.0,4.0,11.0,9.0,23.0,12.0,5.0,1.0,0.0,,,1.0,,,,1.0
111,1.0,1.0,2.0,9.0,21.0,7.0,3.0,1.0,2.0,,1.0,1.0,,,,1.0
112,2.0,3.0,6.0,1.0,62.0,20.0,10.0,1.0,8.0,5.0,,3.0,1.0,,,1.0
113,1.0,2.0,6.0,12.0,52.0,12.0,4.0,1.0,0.0,,,1.0,,,1.0,1.0
114,0.0,0.0,4.0,4.0,23.0,7.0,6.0,1.0,0.0,,,1.0,,,,1.0
115,2.0,7.0,9.0,3.0,12.0,4.0,6.0,2.0,0.0,,,1.0,,,,1.0
116,1.0,2.0,4.0,6.0,18.0,9.0,6.0,1.0,0.0,1.0,2.0,2.0,,,1.0,1.0
117,1.0,4.0,3.0,8.0,34.0,7.0,3.0,1.0,5.0,,,1.0,,,,1.0
118,1.0,3.0,4.0,4.0,13.0,11.0,5.0,1.0,1.0,,,2.0,,,,2.0
119,2.0,2.0,2.0,7.0,28.0,3.0,0.0,1.0,0.0,,,1.0,,,,1.0
120,3.0,8.0,11.0,17.0,33.0,5.0,2.0,1.0,2.0,,,1.0,1.0,,,1.0
121,2.0,4.0,6.0,0.0,49.0,12.0,3.0,0.0,2.0,,,1.0,,,,1.0
122,2.0,5.0,6.0,19.0,31.0,2.0,3.0,1.0,0.0,,,1.0,,,,1.0
123,1.0,2.0,5.0,2.0,28.0,4.0,2.0,0.0,1.0,,,1.0,,,,1.0
124,2.0,4.0,6.0,2.0,17.0,2.0,4.0,0.0,1.0,,,1.0,,1.0,,1.0
125,2.0,4.0,7.0,1.0,20.0,3.0,3.0,1.0,0.0,,,2.0,,,,1.0
126,2.0,3.0,9.0,24.0,41.0,14.0,6.0,1.0,0.0,1.0,,1.0,,1.0,,1.0
127,2.0,3.0,5.0,8.0,25.0,9.0,2.0,1.0,2.0,,,1.0,,,,1.0
128,3.0,4.0,5.0,10.0,19.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0
129,1.0,3.0,9.0,6.0,75.0,28.0,7.0,0.0,1.0,,,,1.0,,,1.0
130,3.0,7.0,13.0,5.0,27.0,4.0,4.0,1.0,1.0,,,1.0,1.0,,,1.0
131,3.0,8.0,11.0,4.0,23.0,3.0,5.0,1.0,7.0,,,1.0,2.0,,,1.0
132,3.0,6.0,9.0,8.0,22.0,10.0,4.0,1.0,1.0,,,1.0,,,,1.0
133,3.0,8.0,10.0,14.0,52.0,12.0,1.0,1.0,0.0,,,1.0,,,,1.0
134,2.0,4.0,4.0,3.0,16.0,2.0,5.0,3.0,1.0,,,1.0,,,,1.0
135,2.0,6.0,8.0,14.0,56.0,17.0,4.0,2.0,6.0,2.0,1.0,1.0,,,2.0,1.0
136,2.0,2.0,4.0,5.0,23.0,6.0,1.0,5.0,1.0,,,1.0,1.0,,,1.0
137,2.0,4.0,7.0,2.0,30.0,15.0,2.0,0.0,4.0,1.0,,,1.0,,,1.0
138,2.0,4.0,9.0,10.0,36.0,8.0,4.0,1.0,1.0,,,1.0,,,,1.0
139,2.0,2.0,4.0,10.0,118.0,23.0,3.0,1.0,0.0,,,1.0,,,,1.0
140,1.0,3.0,7.0,13.0,53.0,11.0,5.0,4.0,2.0,,,2.0,,,,2.0
141,1.0,3.0,3.0,8.0,120.0,29.0,9.0,0.0,6.0,2.0,1.0,2.0,,,,1.0
142,4.0,9.0,12.0,14.0,21.0,4.0,2.0,1.0,1.0,,,1.0,,,,1.0
143,1.0,2.0,6.0,3.0,12.0,6.0,1.0,1.0,0.0,1.0,,1.0,1.0,,,1.0
144,1.0,2.0,3.0,4.0,18.0,6.0,1.0,1.0,1.0,,,1.0,,,,1.0
145,2.0,3.0,9.0,1.0,12.0,3.0,0.0,1.0,1.0,,,1.0,1.0,,,1.0
146,1.0,2.0,7.0,23.0,52.0,6.0,4.0,2.0,1.0,,,2.0,,,,1.0
147,1.0,3.0,6.0,16.0,15.0,1.0,2.0,1.0,2.0,,,1.0,,,,1.0
148,2.0,4.0,10.0,6.0,109.0,20.0,4.0,1.0,0.0,,,1.0,,,,1.0
149,2.0,5.0,6.0,4.0,36.0,11.0,2.0,1.0,3.0,,,1.0,,,,1.0
150,1.0,3.0,3.0,1.0,8.0,2.0,2.0,2.0,2.0,,,1.0,,,,1.0
151,2.0,4.0,7.0,10.0,59.0,15.0,6.0,1.0,1.0,,,1.0,,,,1.0
152,1.0,2.0,3.0,6.0,27.0,9.0,5.0,2.0,0.0,,,1.0,,,,1.0
153,0.0,1.0,2.0,5.0,32.0,11.0,6.0,3.0,1.0,,,1.0,,,,1.0
154,2.0,3.0,5.0,1.0,18.0,5.0,3.0,1.0,3.0,1.0,,1.0,1.0,,,1.0
155,3.0,3.0,8.0,2.0,36.0,7.0,1.0,1.0,0.0,,,1.0,,,,1.0
156,1.0,2.0,6.0,3.0,24.0,19.0,7.0,1.0,1.0,,,1.0,,,,1.0
157,2.0,2.0,3.0,3.0,61.0,10.0,3.0,0.0,3.0,,,,1.0,,,1.0
158,4.0,5.0,10.0,4.0,49.0,18.0,1.0,2.0,4.0,1.0,,1.0,,,,1.0
159,1.0,1.0,3.0,32.0,87.0,19.0,9.0,1.0,1.0,,2.0,1.0,,,,1.0
160,2.0,3.0,5.0,7.0,22.0,6.0,2.0,1.0,2.0,,,1.0,,,,1.0
