,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.0,0.0,34.0,850.0,630.0,412.0,59.0,288.0,140.0,26.0,10.0,16.0,,,1.0
1,0.0,0.0,0.0,1.0,668.0,414.0,192.0,9.0,134.0,46.0,25.0,6.0,6.0,,,1.0
2,0.0,0.0,0.0,5.0,273.0,129.0,39.0,1.0,53.0,32.0,4.0,1.0,4.0,3.0,,1.0
3,0.0,0.0,0.0,18.0,827.0,665.0,370.0,25.0,449.0,312.0,63.0,25.0,25.0,22.0,1.0,1.0
4,0.0,0.0,5.0,20.0,865.0,636.0,500.0,29.0,541.0,250.0,152.0,13.0,17.0,7.0,2.0,4.0
5,0.0,0.0,2.0,20.0,711.0,480.0,328.0,62.0,329.0,101.0,52.0,11.0,22.0,1.0,1.0,1.0
6,0.0,0.0,0.0,2.0,804.0,499.0,324.0,26.0,412.0,212.0,64.0,3.0,29.0,3.0,1.0,1.0
7,0.0,0.0,5.0,13.0,1064.0,787.0,778.0,68.0,709.0,317.0,228.0,29.0,173.0,52.0,34.0,13.0
8,0.0,2.0,2.0,1.0,1110.0,773.0,323.0,10.0,462.0,161.0,73.0,1.0,19.0,6.0,2.0,2.0
9,0.0,1.0,1.0,1.0,829.0,450.0,203.0,13.0,174.0,49.0,17.0,1.0,15.0,4.0,,1.0
10,0.0,0.0,0.0,3.0,541.0,333.0,193.0,13.0,180.0,97.0,22.0,2.0,4.0,1.0,2.0,1.0
11,1.0,4.0,14.0,48.0,950.0,549.0,357.0,14.0,241.0,74.0,58.0,9.0,6.0,,,1.0
12,0.0,0.0,0.0,2.0,509.0,374.0,178.0,11.0,143.0,100.0,25.0,1.0,4.0,2.0,,1.0
13,0.0,0.0,0.0,34.0,733.0,414.0,207.0,24.0,164.0,70.0,24.0,3.0,8.0,1.0,,1.0
14,0.0,0.0,0.0,6.0,667.0,388.0,194.0,4.0,155.0,67.0,18.0,6.0,5.0,1.0,1.0,1.0
15,0.0,0.0,0.0,3.0,664.0,618.0,355.0,11.0,405.0,211.0,56.0,14.0,43.0,10.0,1.0,1.0
16,0.0,0.0,4.0,28.0,979.0,555.0,308.0,37.0,263.0,70.0,30.0,2.0,,,,4.0
17,0.0,0.0,0.0,6.0,693.0,381.0,184.0,11.0,144.0,45.0,7.0,5.0,7.0,,,1.0
18,0.0,0.0,0.0,8.0,959.0,729.0,762.0,73.0,1373.0,666.0,387.0,34.0,207.0,42.0,18.0,8.0
19,0.0,2.0,10.0,8.0,915.0,607.0,372.0,11.0,311.0,136.0,42.0,2.0,20.0,7.0,,1.0
20,1.0,4.0,14.0,2.0,627.0,370.0,255.0,16.0,205.0,94.0,46.0,5.0,11.0,2.0,1.0,1.0
21,0.0,1.0,2.0,11.0,788.0,422.0,155.0,9.0,194.0,71.0,33.0,1.0,3.0,,,1.0
22,0.0,0.0,0.0,3.0,525.0,380.0,257.0,13.0,220.0,138.0,45.0,1.0,9.0,4.0,3.0,3.0
23,0.0,1.0,1.0,13.0,1069.0,563.0,391.0,31.0,565.0,197.0,75.0,5.0,46.0,7.0,3.0,1.0
24,0.0,0.0,0.0,23.0,709.0,449.0,174.0,17.0,100.0,53.0,21.0,5.0,,2.0,,1.0
25,0.0,0.0,0.0,3.0,748.0,537.0,273.0,2.0,167.0,110.0,10.0,1.0,9.0,5.0,1.0,1.0
26,0.0,1.0,6.0,11.0,944.0,568.0,357.0,28.0,477.0,140.0,92.0,3.0,32.0,5.0,1.0,2.0
27,0.0,0.0,3.0,0.0,616.0,422.0,199.0,11.0,104.0,48.0,10.0,3.0,1.0,,,1.0
28,0.0,0.0,2.0,11.0,873.0,764.0,528.0,77.0,673.0,348.0,121.0,23.0,61.0,26.0,4.0,1.0
29,0.0,0.0,0.0,1.0,838.0,491.0,249.0,10.0,206.0,61.0,21.0,1.0,15.0,,,1.0
30,0.0,0.0,0.0,47.0,847.0,620.0,384.0,63.0,610.0,276.0,81.0,11.0,41.0,13.0,1.0,1.0
31,0.0,0.0,0.0,4.0,1306.0,1043.0,791.0,19.0,1068.0,508.0,312.0,60.0,196.0,55.0,19.0,2.0
32,1.0,3.0,16.0,69.0,1383.0,919.0,579.0,95.0,546.0,191.0,37.0,2.0,14.0,,,1.0
33,0.0,0.0,0.0,11.0,1295.0,932.0,618.0,102.0,789.0,304.0,185.0,42.0,52.0,20.0,1.0,1.0
34,0.0,0.0,0.0,3.0,646.0,431.0,224.0,10.0,219.0,121.0,43.0,5.0,19.0,6.0,2.0,1.0
35,0.0,0.0,0.0,0.0,782.0,602.0,388.0,14.0,382.0,125.0,51.0,15.0,17.0,6.0,1.0,1.0
36,0.0,0.0,1.0,25.0,983.0,736.0,474.0,80.0,547.0,286.0,128.0,26.0,54.0,20.0,4.0,2.0
37,0.0,0.0,2.0,111.0,1012.0,692.0,586.0,136.0,537.0,229.0,152.0,20.0,38.0,6.0,,1.0
38,0.0,0.0,2.0,5.0,712.0,517.0,397.0,28.0,244.0,118.0,57.0,2.0,12.0,2.0,,1.0
39,0.0,0.0,1.0,3.0,709.0,364.0,193.0,6.0,155.0,66.0,31.0,3.0,16.0,2.0,1.0,1.0
40,0.0,0.0,0.0,4.0,794.0,548.0,318.0,5.0,252.0,124.0,21.0,3.0,5.0,6.0,,1.0
41,0.0,0.0,6.0,0.0,670.0,397.0,186.0,13.0,129.0,21.0,17.0,1.0,10.0,,1.0,1.0
42,0.0,0.0,0.0,5.0,591.0,285.0,125.0,4.0,71.0,27.0,14.0,,3.0,,,1.0
43,1.0,7.0,36.0,122.0,1276.0,1064.0,895.0,104.0,890.0,273.0,285.0,41.0,34.0,5.0,1.0,1.0
44,0.0,0.0,2.0,2.0,921.0,669.0,479.0,7.0,665.0,379.0,114.0,17.0,58.0,12.0,6.0,2.0
45,0.0,2.0,7.0,33.0,1589.0,1140.0,722.0,52.0,804.0,367.0,117.0,16.0,32.0,10.0,2.0,1.0
46,0.0,0.0,0.0,2.0,609.0,512.0,249.0,16.0,280.0,137.0,31.0,1.0,11.0,,1.0,1.0
47,0.0,0.0,0.0,7.0,835.0,554.0,326.0,14.0,466.0,218.0,61.0,8.0,16.0,12.0,2.0,1.0
48,0.0,0.0,0.0,8.0,708.0,387.0,130.0,3.0,66.0,36.0,9.0,3.0,9.0,1.0,,1.0
49,0.0,0.0,2.0,15.0,766.0,479.0,270.0,45.0,321.0,127.0,57.0,9.0,8.0,6.0,3.0,1.0
50,0.0,0.0,0.0,0.0,643.0,513.0,259.0,4.0,231.0,150.0,60.0,5.0,24.0,8.0,,1.0
