,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,2.0,6.0,8.0,7.0,77.0,16.0,4.0,1.0,2.0,,2.0,,1.0,,,1.0
1,0.0,0.0,2.0,13.0,129.0,24.0,7.0,0.0,6.0,,,1.0,1.0,1.0,,1.0
2,1.0,2.0,3.0,7.0,28.0,4.0,2.0,0.0,1.0,,,,1.0,,,1.0
3,0.0,2.0,3.0,14.0,40.0,16.0,8.0,1.0,3.0,2.0,,,1.0,,,1.0
4,1.0,1.0,1.0,9.0,40.0,12.0,4.0,0.0,1.0,,1.0,1.0,,,,1.0
5,2.0,5.0,9.0,5.0,19.0,5.0,3.0,0.0,3.0,,,1.0,,,,1.0
6,1.0,3.0,4.0,2.0,34.0,8.0,8.0,1.0,1.0,,,,1.0,,,1.0
7,0.0,0.0,2.0,10.0,108.0,22.0,13.0,0.0,5.0,,,,3.0,,,1.0
8,2.0,6.0,17.0,7.0,92.0,22.0,7.0,1.0,0.0,,,1.0,,,,1.0
9,2.0,4.0,5.0,11.0,78.0,15.0,2.0,1.0,1.0,,,1.0,,,,1.0
10,3.0,6.0,10.0,10.0,45.0,11.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0
11,1.0,5.0,4.0,12.0,41.0,16.0,3.0,1.0,1.0,,,1.0,1.0,,,1.0
12,1.0,5.0,12.0,16.0,99.0,33.0,11.0,7.0,7.0,1.0,,,,1.0,,1.0
13,1.0,3.0,7.0,1.0,65.0,20.0,8.0,1.0,8.0,1.0,1.0,,2.0,,,1.0
14,0.0,0.0,0.0,3.0,19.0,5.0,5.0,1.0,3.0,1.0,1.0,,1.0,,,1.0
15,2.0,2.0,4.0,8.0,63.0,20.0,5.0,2.0,2.0,3.0,,1.0,,,,1.0
16,2.0,3.0,7.0,5.0,84.0,17.0,8.0,2.0,4.0,,,1.0,1.0,,,1.0
17,2.0,4.0,7.0,21.0,81.0,16.0,7.0,2.0,1.0,,,1.0,,,,1.0
18,2.0,2.0,8.0,16.0,90.0,18.0,5.0,1.0,2.0,,,,1.0,,,1.0
19,2.0,4.0,9.0,1.0,47.0,18.0,1.0,0.0,2.0,1.0,,1.0,1.0,,,1.0
20,1.0,2.0,5.0,16.0,92.0,26.0,11.0,1.0,0.0,,,1.0,,1.0,,1.0
21,3.0,4.0,7.0,7.0,38.0,14.0,6.0,1.0,4.0,2.0,,1.0,,,,1.0
22,1.0,3.0,6.0,9.0,58.0,15.0,6.0,0.0,3.0,,,1.0,,,,1.0
23,0.0,0.0,3.0,18.0,18.0,2.0,2.0,1.0,0.0,,,1.0,,,,1.0
24,2.0,3.0,11.0,76.0,205.0,61.0,16.0,3.0,3.0,4.0,3.0,1.0,,,,1.0
25,1.0,2.0,5.0,6.0,26.0,11.0,0.0,1.0,2.0,1.0,,2.0,,,,1.0
