S-12-3-3-0-NR,0.0012500286102294922,84,[[[7, 7, 9, 3], [9, 1, 5, 3], [5, 5, 9, 2]], [[8, 3, 10, 5], [10, 3, 9, 12], [9, 2, 7, 10]], [[5, 5, 3, 8], [3, 12, 5, 6], [5, 10, 10, 4]]]
S-12-3-3-1-NR,0.004723310470581055,356,[[[3, 10, 8, 1], [8, 2, 7, 7], [7, 5, 2, 10]], [[8, 1, 1, 12], [1, 7, 8, 5], [8, 10, 8, 12]], [[8, 12, 4, 11], [4, 5, 10, 7], [10, 12, 4, 2]]]
S-12-3-3-2-NR,0.002005338668823242,182,[[[1, 2, 1, 10], [1, 2, 11, 3], [11, 6, 3, 7]], [[12, 10, 11, 7], [11, 3, 12, 9], [12, 7, 11, 6]], [[5, 7, 9, 5], [9, 9, 8, 10], [8, 6, 4, 10]]]
S-12-3-3-3-NR,0.0011696815490722656,73,[[[4, 10, 8, 5], [8, 9, 9, 4], [9, 3, 6, 4]], [[10, 5, 12, 8], [12, 4, 9, 9], [9, 4, 8, 8]], [[11, 8, 7, 10], [7, 9, 11, 2], [11, 8, 10, 1]]]
S-12-3-3-4-NR,0.0006582736968994141,38,[[[4, 5, 5, 1], [5, 2, 4, 9], [4, 12, 7, 9]], [[8, 1, 6, 5], [6, 9, 3, 2], [3, 9, 3, 5]], [[2, 5, 4, 2], [4, 2, 1, 1], [1, 5, 7, 9]]]
S-12-3-3-5-NR,0.0016536712646484375,128,[[[10, 5, 1, 3], [1, 12, 2, 6], [2, 6, 12, 8]], [[12, 3, 4, 7], [4, 6, 9, 2], [9, 8, 11, 10]], [[9, 7, 4, 1], [4, 2, 1, 8], [1, 10, 4, 11]]]
S-12-3-3-6-NR,0.0018506050109863281,131,[[[10, 2, 6, 1], [6, 8, 5, 8], [5, 5, 1, 4]], [[1, 1, 12, 7], [12, 8, 9, 9], [9, 4, 3, 11]], [[11, 7, 2, 10], [2, 9, 4, 8], [4, 11, 12, 6]]]
S-12-3-3-7-NR,0.0014259815216064453,99,[[[6, 3, 4, 1], [4, 7, 2, 7], [2, 11, 1, 7]], [[2, 1, 2, 4], [2, 7, 2, 9], [2, 7, 9, 7]], [[2, 4, 1, 6], [1, 9, 10, 10], [10, 7, 1, 9]]]
S-12-3-3-8-NR,0.002216339111328125,176,[[[4, 6, 7, 11], [7, 7, 1, 8], [1, 3, 4, 8]], [[12, 11, 8, 7], [8, 8, 8, 10], [8, 8, 1, 4]], [[2, 7, 7, 3], [7, 10, 2, 4], [2, 4, 9, 4]]]
S-12-3-3-9-NR,0.0022754669189453125,159,[[[8, 10, 2, 6], [2, 6, 9, 10], [9, 5, 3, 12]], [[3, 6, 1, 12], [1, 10, 7, 3], [7, 12, 11, 12]], [[1, 12, 8, 6], [8, 3, 12, 9], [12, 12, 8, 10]]]
S-12-3-3-10-NR,0.0013523101806640625,101,[[[10, 1, 1, 9], [1, 7, 8, 6], [8, 8, 10, 2]], [[1, 9, 4, 12], [4, 6, 6, 1], [6, 2, 4, 7]], [[8, 12, 3, 8], [3, 1, 10, 5], [10, 7, 11, 3]]]
S-12-3-3-11-NR,0.002012491226196289,164,[[[8, 9, 3, 2], [3, 8, 8, 5], [8, 8, 9, 3]], [[10, 2, 2, 9], [2, 5, 12, 11], [12, 3, 4, 1]], [[3, 9, 10, 9], [10, 11, 7, 8], [7, 1, 11, 10]]]
S-12-3-3-12-NR,0.002628326416015625,241,[[[8, 5, 11, 8], [11, 11, 12, 10], [12, 9, 11, 4]], [[6, 8, 9, 1], [9, 10, 11, 10], [11, 4, 3, 3]], [[7, 1, 8, 1], [8, 10, 6, 6], [6, 3, 8, 5]]]
S-12-3-3-13-NR,0.0026352405548095703,252,[[[5, 5, 3, 3], [3, 11, 2, 9], [2, 11, 3, 4]], [[11, 3, 12, 5], [12, 9, 1, 7], [1, 4, 4, 3]], [[11, 5, 11, 3], [11, 7, 10, 4], [10, 3, 11, 12]]]
S-12-3-3-14-NR,0.0008397102355957031,79,[[[2, 10, 11, 8], [11, 12, 5, 8], [5, 11, 9, 11]], [[4, 8, 7, 7], [7, 8, 2, 5], [2, 11, 5, 4]], [[12, 7, 6, 5], [6, 5, 6, 5], [6, 4, 12, 2]]]
S-12-3-3-15-NR,0.0006296634674072266,44,[[[4, 1, 6, 4], [6, 9, 2, 6], [2, 12, 1, 8]], [[3, 4, 12, 6], [12, 6, 5, 7], [5, 8, 4, 5]], [[1, 6, 6, 1], [6, 7, 4, 11], [4, 5, 3, 12]]]
S-12-3-3-16-NR,0.0028655529022216797,214,[[[6, 8, 4, 11], [4, 8, 4, 1], [4, 5, 7, 5]], [[4, 11, 5, 6], [5, 1, 11, 3], [11, 5, 8, 12]], [[1, 6, 10, 7], [10, 3, 5, 11], [5, 12, 12, 5]]]
S-12-3-3-17-NR,0.004197359085083008,302,[[[9, 7, 1, 4], [1, 5, 7, 12], [7, 6, 5, 7]], [[3, 4, 5, 9], [5, 12, 6, 11], [6, 7, 12, 11]], [[12, 9, 12, 9], [12, 11, 7, 11], [7, 11, 5, 2]]]
S-12-3-3-18-NR,0.00041961669921875,30,[[[3, 2, 5, 8], [5, 11, 5, 4], [5, 8, 6, 5]], [[4, 8, 12, 2], [12, 4, 6, 9], [6, 5, 4, 11]], [[8, 2, 3, 11], [3, 9, 4, 8], [4, 11, 3, 8]]]
S-12-3-3-19-NR,0.002685070037841797,173,[[[11, 1, 10, 5], [10, 9, 2, 5], [2, 2, 9, 7]], [[4, 5, 6, 5], [6, 5, 2, 6], [2, 7, 7, 5]], [[6, 5, 1, 9], [1, 6, 10, 5], [10, 5, 10, 3]]]
S-12-3-3-20-NR,0.002197742462158203,160,[[[12, 11, 7, 2], [7, 3, 2, 3], [2, 5, 11, 6]], [[11, 2, 8, 10], [8, 3, 8, 7], [8, 6, 2, 4]], [[6, 10, 4, 10], [4, 7, 6, 3], [6, 4, 1, 7]]]
S-12-3-3-21-NR,0.0027625560760498047,185,[[[3, 7, 9, 4], [9, 12, 1, 1], [1, 7, 11, 6]], [[5, 4, 10, 7], [10, 1, 2, 3], [2, 6, 8, 4]], [[4, 7, 4, 8], [4, 3, 12, 9], [12, 4, 3, 9]]]
S-12-3-3-22-NR,0.003037691116333008,241,[[[3, 4, 4, 5], [4, 1, 1, 6], [1, 10, 8, 10]], [[3, 5, 3, 9], [3, 6, 11, 12], [11, 10, 12, 7]], [[2, 9, 12, 12], [12, 12, 1, 11], [1, 7, 6, 2]]]
S-12-3-3-23-NR,0.005110502243041992,339,[[[5, 2, 5, 8], [5, 1, 1, 4], [1, 10, 5, 10]], [[7, 8, 8, 1], [8, 4, 2, 2], [2, 10, 7, 12]], [[9, 1, 8, 6], [8, 2, 7, 3], [7, 12, 12, 4]]]
S-12-3-3-24-NR,0.001444101333618164,99,[[[12, 7, 3, 12], [3, 10, 5, 12], [5, 3, 4, 1]], [[3, 12, 8, 8], [8, 12, 12, 11], [12, 1, 4, 2]], [[3, 8, 1, 11], [1, 11, 9, 11], [9, 2, 2, 12]]]
S-12-3-3-25-NR,0.0022029876708984375,162,[[[7, 1, 2, 10], [2, 4, 2, 10], [2, 5, 11, 11]], [[8, 10, 12, 4], [12, 10, 9, 10], [9, 11, 1, 6]], [[5, 4, 3, 1], [3, 10, 9, 5], [9, 6, 10, 7]]]
S-12-3-3-26-NR,0.004776716232299805,410,[[[12, 4, 11, 10], [11, 11, 9, 3], [9, 4, 7, 11]], [[10, 10, 7, 4], [7, 3, 12, 7], [12, 11, 9, 12]], [[1, 4, 4, 3], [4, 7, 12, 8], [12, 12, 1, 12]]]
S-12-3-3-27-NR,0.002332448959350586,155,[[[11, 8, 6, 7], [6, 12, 3, 4], [3, 5, 5, 4]], [[4, 7, 8, 2], [8, 4, 12, 11], [12, 4, 2, 10]], [[2, 2, 11, 5], [11, 11, 2, 9], [2, 10, 6, 5]]]
S-12-3-3-28-NR,0.0019919872283935547,120,[[[2, 12, 4, 4], [4, 3, 3, 7], [3, 9, 10, 3]], [[12, 4, 3, 10], [3, 7, 4, 4], [4, 3, 3, 1]], [[4, 10, 7, 3], [7, 4, 4, 11], [4, 1, 8, 7]]]
S-12-3-3-29-NR,0.0010030269622802734,63,[[[9, 2, 1, 2], [1, 6, 8, 11], [8, 10, 10, 4]], [[5, 2, 6, 2], [6, 11, 8, 6], [8, 4, 2, 10]], [[9, 2, 9, 6], [9, 6, 7, 7], [7, 10, 7, 1]]]
S-12-3-3-30-NR,0.0018665790557861328,133,[[[9, 5, 3, 2], [3, 10, 8, 1], [8, 1, 10, 9]], [[11, 2, 4, 1], [4, 1, 2, 3], [2, 9, 4, 10]], [[5, 1, 9, 1], [9, 3, 7, 7], [7, 10, 7, 11]]]
S-12-3-3-31-NR,0.0023336410522460938,183,[[[1, 8, 3, 3], [3, 2, 12, 1], [12, 7, 3, 11]], [[11, 3, 1, 3], [1, 1, 4, 9], [4, 11, 1, 12]], [[3, 3, 8, 2], [8, 9, 9, 9], [9, 12, 4, 12]]]
S-12-3-3-32-NR,0.0033369064331054688,278,[[[2, 4, 9, 6], [9, 3, 1, 9], [1, 5, 12, 12]], [[4, 6, 8, 6], [8, 9, 10, 1], [10, 12, 8, 9]], [[1, 6, 3, 12], [3, 1, 9, 1], [9, 9, 2, 6]]]
S-12-3-3-33-NR,0.0036897659301757812,256,[[[10, 3, 9, 6], [9, 11, 11, 9], [11, 4, 5, 8]], [[8, 6, 8, 5], [8, 9, 11, 11], [11, 8, 11, 2]], [[9, 5, 5, 9], [5, 11, 7, 3], [7, 2, 11, 10]]]
S-12-3-3-34-NR,0.004854440689086914,322,[[[9, 6, 2, 10], [2, 10, 9, 3], [9, 1, 4, 2]], [[1, 10, 5, 6], [5, 3, 10, 1], [10, 2, 7, 3]], [[6, 6, 9, 2], [9, 1, 2, 7], [2, 3, 5, 6]]]
S-12-3-3-35-NR,0.001990795135498047,142,[[[9, 6, 9, 5], [9, 3, 11, 6], [11, 12, 6, 12]], [[3, 5, 10, 2], [10, 6, 6, 1], [6, 12, 5, 9]], [[7, 2, 1, 5], [1, 1, 2, 10], [2, 9, 1, 12]]]
S-12-3-3-36-NR,0.0011725425720214844,78,[[[6, 1, 11, 7], [11, 1, 6, 9], [6, 5, 2, 5]], [[1, 7, 9, 2], [9, 9, 10, 7], [10, 5, 9, 8]], [[11, 2, 7, 3], [7, 7, 6, 4], [6, 8, 5, 12]]]
S-12-3-3-37-NR,0.0046787261962890625,298,[[[11, 10, 9, 2], [9, 2, 11, 8], [11, 10, 11, 10]], [[12, 2, 5, 7], [5, 8, 12, 7], [12, 10, 11, 8]], [[9, 7, 3, 1], [3, 7, 1, 11], [1, 8, 6, 8]]]
S-12-3-3-38-NR,0.0021238327026367188,134,[[[11, 7, 11, 3], [11, 7, 10, 6], [10, 12, 2, 6]], [[2, 3, 5, 12], [5, 6, 6, 10], [6, 6, 6, 12]], [[12, 12, 5, 8], [5, 10, 8, 6], [8, 12, 1, 10]]]
S-12-3-3-39-NR,0.004133701324462891,284,[[[4, 5, 11, 6], [11, 7, 12, 3], [12, 1, 4, 1]], [[4, 6, 5, 11], [5, 3, 2, 6], [2, 1, 7, 1]], [[12, 11, 2, 10], [2, 6, 7, 1], [7, 1, 11, 5]]]
S-12-3-3-40-NR,0.002883434295654297,226,[[[8, 10, 5, 12], [5, 9, 8, 1], [8, 1, 4, 9]], [[5, 12, 12, 3], [12, 1, 1, 11], [1, 9, 11, 4]], [[11, 3, 10, 11], [10, 11, 12, 4], [12, 4, 3, 6]]]
S-12-3-3-41-NR,0.0036711692810058594,321,[[[7, 6, 10, 1], [10, 4, 4, 11], [4, 3, 7, 1]], [[10, 1, 8, 3], [8, 11, 3, 12], [3, 1, 12, 6]], [[5, 3, 3, 9], [3, 12, 5, 5], [5, 6, 7, 12]]]
S-12-3-3-42-NR,0.00121307373046875,76,[[[11, 2, 9, 2], [9, 1, 10, 7], [10, 12, 5, 1]], [[4, 2, 1, 2], [1, 7, 4, 4], [4, 1, 4, 9]], [[3, 2, 10, 12], [10, 4, 1, 2], [1, 9, 11, 12]]]
S-12-3-3-43-NR,0.0011968612670898438,92,[[[1, 5, 10, 1], [10, 12, 9, 7], [9, 3, 8, 10]], [[6, 1, 6, 10], [6, 7, 9, 7], [9, 10, 11, 7]], [[12, 10, 3, 2], [3, 7, 1, 8], [1, 7, 10, 8]]]
S-12-3-3-44-NR,0.0033385753631591797,235,[[[7, 9, 10, 1], [10, 9, 2, 3], [2, 12, 2, 9]], [[3, 1, 12, 5], [12, 3, 12, 11], [12, 9, 7, 7]], [[4, 5, 10, 5], [10, 11, 7, 1], [7, 7, 4, 2]]]
