S-10-3-3-0-NR,0.0037479400634765625,254,[[[7, 7, 9, 3], [9, 1, 5, 3], [5, 5, 9, 2]], [[8, 3, 10, 5], [10, 3, 9, 10], [9, 2, 7, 3]], [[5, 5, 5, 8], [5, 10, 2, 6], [2, 3, 10, 4]]]
S-10-3-3-1-NR,0.003503084182739258,348,[[[3, 10, 1, 7], [1, 2, 7, 10], [7, 5, 2, 1]], [[8, 7, 8, 5], [8, 10, 4, 10], [4, 1, 8, 2]], [[8, 5, 6, 7], [6, 10, 1, 4], [1, 2, 2, 8]]]
S-10-3-3-2-NR,0.0003502368927001953,49,[[[1, 2, 3, 7], [3, 2, 7, 9], [7, 6, 3, 6]], [[5, 7, 9, 8], [9, 9, 9, 5], [9, 6, 5, 1]], [[10, 8, 1, 4], [1, 5, 6, 10], [6, 1, 1, 10]]]
S-10-3-3-3-NR,0.0019335746765136719,144,[[[4, 10, 5, 9], [5, 9, 4, 4], [4, 3, 6, 8]], [[10, 9, 9, 9], [9, 4, 8, 7], [8, 8, 8, 3]], [[10, 9, 4, 2], [4, 7, 3, 10], [3, 3, 1, 8]]]
S-10-3-3-4-NR,0.0018711090087890625,165,[[[4, 5, 1, 4], [1, 2, 9, 9], [9, 7, 8, 6]], [[3, 4, 5, 3], [5, 9, 2, 5], [2, 6, 2, 4]], [[2, 3, 1, 1], [1, 5, 5, 7], [5, 4, 9, 5]]]
S-10-3-3-5-NR,0.001550912857055664,146,[[[10, 5, 4, 7], [4, 6, 9, 2], [9, 9, 1, 10]], [[8, 7, 4, 1], [4, 2, 4, 7], [4, 10, 4, 5]], [[1, 1, 3, 3], [3, 7, 7, 2], [7, 5, 6, 8]]]
S-10-3-3-6-NR,0.002023458480834961,210,[[[10, 2, 5, 8], [5, 8, 4, 7], [4, 5, 1, 9]], [[1, 8, 9, 2], [9, 7, 4, 10], [4, 9, 3, 9]], [[10, 2, 5, 8], [5, 10, 10, 6], [10, 9, 6, 1]]]
S-10-3-3-7-NR,0.0021190643310546875,281,[[[6, 3, 1, 2], [1, 7, 7, 7], [7, 1, 2, 2]], [[9, 2, 4, 2], [4, 7, 9, 7], [9, 2, 2, 1]], [[6, 2, 10, 10], [10, 7, 2, 1], [2, 1, 9, 4]]]
S-10-3-3-8-NR,0.013458490371704102,844,[[[4, 6, 1, 8], [1, 7, 8, 8], [8, 3, 4, 7]], [[1, 8, 8, 10], [8, 8, 4, 7], [4, 7, 2, 2]], [[3, 10, 8, 4], [8, 7, 4, 9], [4, 2, 4, 7]]]
S-10-3-3-9-NR,0.00307464599609375,167,[[[8, 10, 6, 9], [6, 6, 10, 1], [10, 5, 3, 7]], [[3, 9, 3, 8], [3, 1, 7, 3], [7, 7, 1, 3]], [[6, 8, 4, 9], [4, 3, 1, 8], [1, 3, 10, 2]]]
S-10-3-3-10-NR,0.0018033981323242188,141,[[[10, 1, 9, 8], [9, 7, 6, 2], [6, 8, 10, 4]], [[1, 8, 6, 1], [6, 2, 7, 3], [7, 4, 4, 10]], [[8, 1, 6, 8], [6, 3, 7, 5], [7, 10, 3, 1]]]
S-10-3-3-11-NR,0.0030319690704345703,414,[[[8, 9, 2, 8], [2, 8, 5, 3], [5, 8, 9, 2]], [[10, 8, 9, 1], [9, 3, 10, 7], [10, 2, 4, 8]], [[3, 1, 10, 9], [10, 7, 3, 8], [3, 8, 10, 3]]]
S-10-3-3-12-NR,0.0008552074432373047,116,[[[8, 5, 4, 9], [4, 9, 1, 10], [1, 6, 3, 3]], [[7, 9, 8, 6], [8, 10, 3, 6], [3, 3, 1, 4]], [[6, 6, 1, 8], [1, 6, 10, 5], [10, 4, 8, 10]]]
S-10-3-3-13-NR,0.00035691261291503906,25,[[[5, 5, 1, 7], [1, 3, 3, 10], [3, 4, 3, 1]], [[4, 7, 5, 3], [5, 10, 2, 5], [2, 1, 3, 8]], [[3, 3, 7, 2], [7, 5, 3, 9], [3, 8, 4, 5]]]
S-10-3-3-14-NR,0.0036215782165527344,239,[[[2, 10, 7, 2], [7, 9, 5, 4], [5, 4, 5, 6]], [[5, 2, 6, 5], [6, 4, 6, 9], [6, 6, 5, 3]], [[2, 5, 3, 8], [3, 9, 9, 5], [9, 3, 8, 7]]]
S-10-3-3-15-NR,0.0005888938903808594,76,[[[4, 1, 6, 8], [6, 9, 6, 5], [6, 1, 3, 7]], [[4, 8, 5, 6], [5, 5, 4, 4], [4, 7, 1, 6]], [[1, 6, 6, 3], [6, 4, 4, 6], [4, 6, 4, 2]]]
S-10-3-3-16-NR,0.003435373306274414,474,[[[6, 8, 1, 5], [1, 8, 5, 6], [5, 5, 7, 3]], [[4, 5, 10, 5], [10, 6, 1, 4], [1, 3, 8, 10]], [[1, 5, 5, 7], [5, 4, 1, 5], [1, 10, 4, 4]]]
S-10-3-3-17-NR,0.002577543258666992,230,[[[9, 7, 7, 5], [7, 5, 9, 6], [9, 6, 5, 7]], [[3, 5, 3, 9], [3, 6, 1, 3], [1, 7, 9, 4]], [[5, 9, 3, 2], [3, 3, 9, 1], [9, 4, 4, 7]]]
S-10-3-3-18-NR,0.0012612342834472656,70,[[[3, 2, 5, 4], [5, 8, 5, 2], [5, 6, 4, 6]], [[4, 4, 9, 3], [9, 2, 4, 3], [4, 6, 8, 4]], [[8, 3, 4, 3], [4, 3, 6, 8], [6, 4, 5, 8]]]
S-10-3-3-19-NR,0.0019159317016601562,143,[[[1, 9, 5, 2], [5, 2, 5, 7], [5, 9, 4, 6]], [[7, 2, 5, 2], [5, 7, 6, 5], [6, 6, 6, 1]], [[9, 2, 10, 5], [10, 5, 10, 10], [10, 1, 3, 10]]]
S-10-3-3-20-NR,0.0015094280242919922,132,[[[3, 5, 6, 8], [6, 2, 10, 8], [10, 6, 10, 7]], [[3, 8, 4, 4], [4, 8, 6, 6], [6, 7, 1, 6]], [[7, 4, 7, 7], [7, 6, 2, 2], [2, 6, 2, 3]]]
S-10-3-3-21-NR,0.0016596317291259766,169,[[[3, 7, 1, 1], [1, 7, 6, 10], [6, 5, 8, 7]], [[4, 1, 2, 3], [2, 10, 4, 4], [4, 7, 8, 1]], [[9, 3, 7, 3], [7, 4, 7, 9], [7, 1, 9, 4]]]
S-10-3-3-22-NR,0.001390695571899414,155,[[[3, 4, 6, 10], [6, 1, 3, 9], [3, 10, 8, 7]], [[3, 10, 1, 10], [1, 9, 1, 10], [1, 7, 2, 5]], [[6, 10, 5, 2], [5, 10, 7, 4], [7, 5, 5, 1]]]
S-10-3-3-23-NR,0.002114534378051758,236,[[[5, 2, 8, 1], [8, 1, 4, 10], [4, 10, 5, 8]], [[7, 1, 1, 2], [1, 10, 2, 8], [2, 8, 7, 7]], [[9, 2, 1, 6], [1, 8, 9, 3], [9, 7, 4, 5]]]
