S-7-3-3-0-NR,0.00431513786315918,294,[[[7, 4, 4, 3], [4, 7, 5, 2], [5, 4, 1, 5]], [[3, 3, 2, 3], [2, 2, 2, 7], [2, 5, 5, 1]], [[4, 3, 5, 4], [5, 7, 7, 7], [7, 1, 7, 3]]]
S-7-3-3-1-NR,0.007645606994628906,521,[[[2, 5, 6, 4], [6, 7, 7, 2], [7, 7, 7, 1]], [[1, 4, 4, 1], [4, 2, 7, 4], [7, 1, 3, 4]], [[1, 1, 5, 4], [5, 4, 7, 7], [7, 4, 4, 4]]]
S-7-3-3-2-NR,0.0011284351348876953,71,[[[7, 7, 3, 3], [3, 1, 5, 2], [5, 1, 1, 5]], [[3, 3, 1, 5], [1, 2, 6, 2], [6, 5, 7, 4]], [[2, 5, 6, 6], [6, 2, 4, 7], [4, 4, 6, 7]]]
S-7-3-3-3-NR,0.001192331314086914,106,[[[2, 5, 7, 4], [7, 5, 3, 5], [3, 2, 3, 2]], [[5, 4, 2, 6], [2, 5, 4, 5], [4, 2, 4, 7]], [[6, 6, 5, 5], [5, 5, 4, 1], [4, 7, 5, 1]]]
S-7-3-3-4-NR,0.00542902946472168,385,[[[2, 3, 3, 7], [3, 1, 7, 1], [7, 6, 4, 2]], [[4, 7, 5, 5], [5, 1, 3, 3], [3, 2, 2, 7]], [[1, 5, 2, 1], [2, 3, 7, 1], [7, 7, 4, 5]]]
S-7-3-3-5-NR,0.002200603485107422,196,[[[5, 3, 4, 7], [4, 6, 2, 6], [2, 3, 7, 1]], [[6, 7, 2, 1], [2, 6, 3, 4], [3, 1, 7, 7]], [[6, 1, 2, 6], [2, 4, 4, 5], [4, 7, 1, 7]]]
S-7-3-3-6-NR,0.0007658004760742188,71,[[[7, 5, 4, 7], [4, 7, 6, 3], [6, 1, 4, 3]], [[7, 7, 7, 1], [7, 3, 3, 4], [3, 3, 3, 7]], [[1, 1, 2, 1], [2, 4, 6, 2], [6, 7, 6, 5]]]
S-7-3-3-7-NR,0.002561807632446289,342,[[[3, 2, 5, 2], [5, 4, 1, 1], [1, 6, 1, 4]], [[1, 2, 4, 1], [4, 1, 2, 1], [2, 4, 7, 5]], [[5, 1, 4, 1], [4, 1, 1, 3], [1, 5, 5, 1]]]
S-7-3-3-8-NR,0.0025358200073242188,330,[[[2, 3, 2, 4], [2, 4, 6, 1], [6, 2, 2, 4]], [[6, 4, 4, 4], [4, 1, 4, 4], [4, 4, 1, 5]], [[1, 4, 2, 2], [2, 4, 7, 2], [7, 5, 7, 5]]]
S-7-3-3-9-NR,0.0018672943115234375,269,[[[4, 5, 5, 1], [5, 3, 3, 5], [3, 3, 2, 5]], [[2, 1, 6, 1], [6, 5, 6, 4], [6, 5, 7, 2]], [[6, 1, 6, 1], [6, 4, 4, 3], [4, 2, 5, 4]]]
S-7-3-3-10-NR,0.00033783912658691406,23,[[[5, 1, 6, 7], [6, 4, 2, 1], [2, 4, 5, 5]], [[1, 7, 4, 3], [4, 1, 1, 2], [1, 5, 2, 6]], [[4, 3, 3, 7], [3, 2, 1, 4], [1, 6, 7, 3]]]
S-7-3-3-11-NR,0.0013875961303710938,114,[[[4, 7, 7, 5], [7, 5, 4, 6], [4, 7, 7, 5]], [[4, 5, 7, 2], [7, 6, 1, 4], [1, 5, 4, 3]], [[5, 2, 2, 7], [2, 4, 1, 5], [1, 3, 2, 2]]]
S-7-3-3-12-NR,0.0018260478973388672,255,[[[4, 3, 6, 7], [6, 6, 4, 6], [4, 5, 6, 7]], [[3, 7, 5, 2], [5, 6, 5, 1], [5, 7, 2, 6]], [[4, 2, 5, 1], [5, 1, 2, 3], [2, 6, 4, 3]]]
S-7-3-3-13-NR,0.0022351741790771484,297,[[[3, 3, 2, 6], [2, 6, 6, 2], [6, 6, 7, 2]], [[7, 6, 1, 5], [1, 2, 7, 2], [7, 2, 2, 6]], [[6, 5, 3, 2], [3, 2, 1, 6], [1, 6, 2, 7]]]
S-7-3-3-14-NR,0.0008072853088378906,110,[[[1, 5, 1, 6], [1, 6, 4, 3], [4, 7, 6, 4]], [[5, 6, 6, 7], [6, 3, 4, 4], [4, 4, 2, 7]], [[3, 7, 1, 6], [1, 4, 3, 3], [3, 7, 3, 6]]]
S-7-3-3-15-NR,0.001085042953491211,149,[[[2, 1, 7, 6], [7, 5, 3, 2], [3, 6, 1, 1]], [[2, 6, 3, 4], [3, 2, 6, 3], [6, 1, 2, 3]], [[1, 4, 4, 1], [4, 3, 3, 7], [3, 3, 6, 2]]]
S-7-3-3-16-NR,0.0028450489044189453,374,[[[3, 4, 3, 2], [3, 4, 6, 2], [6, 3, 4, 1]], [[2, 2, 3, 3], [3, 2, 7, 3], [7, 1, 4, 6]], [[1, 3, 2, 4], [2, 3, 6, 7], [6, 6, 6, 6]]]
S-7-3-3-17-NR,0.002382993698120117,321,[[[5, 4, 3, 1], [3, 7, 1, 2], [1, 3, 3, 4]], [[3, 1, 7, 6], [7, 2, 4, 3], [4, 4, 2, 7]], [[7, 6, 5, 6], [5, 3, 7, 6], [7, 7, 5, 6]]]
S-7-3-3-18-NR,0.0013751983642578125,185,[[[2, 1, 3, 4], [3, 6, 3, 2], [3, 4, 3, 3]], [[2, 4, 6, 1], [6, 2, 3, 5], [3, 3, 2, 6]], [[4, 1, 7, 6], [7, 5, 7, 4], [7, 6, 2, 4]]]
S-7-3-3-19-NR,0.003229379653930664,443,[[[6, 1, 2, 5], [2, 7, 3, 1], [3, 3, 2, 1]], [[5, 5, 4, 3], [4, 1, 3, 7], [3, 1, 3, 5]], [[4, 3, 7, 3], [7, 7, 3, 5], [3, 5, 1, 3]]]
