S-11-3-3-0-NR,0.002271413803100586,254,[[[7, 7, 9, 3], [9, 1, 5, 3], [5, 5, 9, 2]], [[8, 3, 10, 5], [10, 3, 9, 10], [9, 2, 7, 3]], [[5, 5, 5, 8], [5, 10, 2, 6], [2, 3, 10, 4]]]
S-11-3-3-1-NR,0.002243518829345703,316,[[[3, 10, 8, 1], [8, 2, 7, 7], [7, 5, 2, 10]], [[8, 1, 1, 8], [1, 7, 5, 4], [5, 10, 8, 10]], [[8, 8, 2, 11], [2, 4, 6, 7], [6, 10, 4, 2]]]
S-11-3-3-2-NR,0.0017800331115722656,258,[[[1, 2, 10, 11], [10, 2, 3, 7], [3, 6, 3, 11]], [[11, 11, 7, 9], [7, 7, 6, 9], [6, 11, 5, 8]], [[5, 9, 9, 10], [9, 9, 5, 4], [5, 8, 10, 1]]]
S-11-3-3-3-NR,0.0018551349639892578,135,[[[4, 10, 8, 5], [8, 9, 9, 4], [9, 3, 6, 4]], [[10, 5, 8, 9], [8, 4, 9, 8], [9, 4, 8, 7]], [[11, 9, 11, 10], [11, 8, 3, 2], [3, 7, 10, 1]]]
S-11-3-3-4-NR,0.0005507469177246094,41,[[[4, 5, 1, 4], [1, 2, 9, 9], [9, 7, 8, 6]], [[3, 4, 5, 3], [5, 9, 2, 5], [2, 6, 2, 4]], [[2, 3, 1, 1], [1, 5, 11, 7], [11, 4, 9, 5]]]
S-11-3-3-5-NR,0.0016934871673583984,187,[[[10, 5, 6, 8], [6, 6, 4, 7], [4, 11, 9, 9]], [[1, 8, 2, 10], [2, 7, 4, 1], [4, 9, 8, 4]], [[4, 10, 7, 11], [7, 1, 5, 1], [5, 4, 3, 2]]]
S-11-3-3-6-NR,0.0009012222290039062,124,[[[10, 2, 1, 5], [1, 8, 8, 4], [8, 5, 1, 7]], [[1, 5, 9, 9], [9, 4, 11, 2], [11, 7, 3, 4]], [[11, 9, 10, 10], [10, 2, 9, 8], [9, 4, 6, 6]]]
S-11-3-3-7-NR,0.0011322498321533203,99,[[[6, 3, 4, 1], [4, 7, 2, 7], [2, 11, 1, 7]], [[2, 1, 2, 4], [2, 7, 2, 9], [2, 7, 9, 7]], [[2, 4, 1, 6], [1, 9, 10, 10], [10, 7, 1, 9]]]
S-11-3-3-8-NR,0.0039997100830078125,298,[[[4, 6, 11, 1], [11, 7, 8, 8], [8, 3, 4, 8]], [[1, 1, 7, 8], [7, 8, 10, 4], [10, 8, 2, 7]], [[3, 8, 2, 4], [2, 4, 8, 9], [8, 7, 4, 7]]]
S-11-3-3-9-NR,0.005059003829956055,341,[[[8, 10, 2, 6], [2, 6, 9, 10], [9, 5, 3, 1]], [[3, 6, 7, 3], [7, 10, 8, 7], [8, 1, 11, 3]], [[1, 3, 3, 6], [3, 7, 4, 9], [4, 3, 8, 10]]]
S-11-3-3-10-NR,0.002013683319091797,155,[[[10, 1, 1, 9], [1, 7, 8, 6], [8, 8, 10, 2]], [[1, 9, 4, 6], [4, 6, 1, 7], [1, 2, 4, 3]], [[8, 6, 10, 8], [10, 7, 6, 5], [6, 3, 11, 3]]]
