S-7-6-6-999-NR,387.3049428462982,41655796,[[[7, 6, 5, 1], [5, 1, 6, 7], [6, 7, 3, 4], [3, 5, 7, 2], [7, 5, 7, 6], [7, 5, 4, 4]], [[4, 1, 1, 3], [1, 7, 1, 2], [1, 4, 6, 7], [6, 2, 5, 2], [5, 6, 2, 7], [2, 4, 2, 6]], [[7, 3, 3, 2], [3, 2, 1, 5], [1, 7, 5, 4], [5, 2, 6, 6], [6, 7, 3, 2], [3, 6, 6, 6]], [[3, 2, 6, 4], [6, 5, 4, 1], [4, 4, 6, 1], [6, 6, 2, 1], [2, 2, 6, 7], [6, 6, 6, 6]], [[7, 4, 2, 4], [2, 1, 7, 3], [7, 1, 7, 5], [7, 1, 3, 1], [3, 7, 7, 2], [7, 6, 6, 4]], [[7, 4, 7, 7], [7, 3, 1, 1], [1, 5, 4, 6], [4, 1, 5, 7], [5, 2, 5, 2], [5, 4, 2, 3]]]
S-7-6-6-9-NR,113.66744422912598,14271761,[[[4, 5, 6, 4], [6, 3, 2, 2], [2, 3, 2, 1], [2, 2, 1, 2], [1, 2, 5, 7], [5, 7, 6, 5]], [[1, 4, 1, 7], [1, 2, 6, 4], [6, 1, 7, 6], [7, 2, 1, 3], [1, 7, 2, 6], [2, 5, 3, 2]], [[5, 7, 6, 7], [6, 4, 4, 1], [4, 6, 7, 3], [7, 3, 2, 4], [2, 6, 3, 3], [3, 2, 4, 7]], [[5, 7, 1, 2], [1, 1, 6, 1], [6, 3, 4, 1], [4, 4, 4, 7], [4, 3, 4, 2], [4, 7, 1, 1]], [[3, 2, 2, 4], [2, 1, 6, 7], [6, 1, 1, 5], [1, 7, 1, 1], [1, 2, 7, 5], [7, 1, 5, 2]], [[5, 4, 7, 6], [7, 7, 2, 1], [2, 5, 3, 6], [3, 1, 1, 4], [1, 5, 1, 2], [1, 2, 6, 4]]]
S-7-6-6-109-NR,301.39244771003723,37507457,[[[3, 2, 6, 5], [6, 4, 5, 3], [5, 4, 1, 5], [1, 5, 2, 6], [2, 1, 7, 1], [7, 1, 2, 6]], [[5, 5, 3, 5], [3, 3, 2, 2], [2, 5, 5, 6], [5, 6, 2, 4], [2, 1, 7, 6], [7, 6, 4, 6]], [[3, 5, 7, 4], [7, 2, 2, 4], [2, 6, 3, 2], [3, 4, 2, 1], [2, 6, 6, 1], [6, 6, 5, 4]], [[5, 4, 4, 6], [4, 4, 4, 1], [4, 2, 7, 3], [7, 1, 6, 2], [6, 1, 7, 4], [7, 4, 1, 5]], [[7, 6, 5, 6], [5, 1, 7, 7], [7, 3, 1, 6], [1, 2, 1, 3], [1, 4, 4, 3], [4, 5, 2, 5]], [[4, 6, 7, 5], [7, 7, 6, 3], [6, 6, 4, 4], [4, 3, 1, 7], [1, 3, 7, 6], [7, 5, 2, 3]]]
S-7-6-6-110-NR,237.94867134094238,29930367,[[[4, 7, 4, 6], [4, 7, 1, 5], [1, 5, 4, 5], [4, 2, 7, 6], [7, 4, 2, 3], [2, 4, 6, 3]], [[3, 6, 3, 3], [3, 5, 5, 1], [5, 5, 4, 5], [4, 6, 7, 4], [7, 3, 3, 6], [3, 3, 6, 2]], [[5, 3, 2, 3], [2, 1, 4, 4], [4, 5, 2, 2], [2, 4, 4, 2], [4, 6, 7, 1], [7, 2, 6, 4]], [[1, 3, 3, 3], [3, 4, 2, 2], [2, 2, 3, 2], [3, 2, 2, 7], [2, 1, 7, 3], [7, 4, 5, 2]], [[4, 3, 1, 5], [1, 2, 3, 6], [3, 2, 2, 1], [2, 7, 4, 4], [4, 3, 2, 2], [2, 2, 5, 4]], [[3, 5, 5, 6], [5, 6, 4, 1], [4, 1, 3, 1], [3, 4, 6, 7], [6, 2, 6, 5], [6, 4, 1, 2]]]
S-7-6-6-111-NR,273.8302597999573,34180905,[[[7, 2, 4, 2], [4, 3, 7, 6], [7, 4, 6, 7], [6, 2, 3, 4], [3, 4, 7, 1], [7, 4, 5, 3]], [[7, 2, 6, 7], [6, 6, 6, 2], [6, 7, 5, 4], [5, 4, 4, 1], [4, 1, 7, 4], [7, 3, 2, 7]], [[6, 7, 5, 1], [5, 2, 3, 1], [3, 4, 3, 4], [3, 1, 2, 3], [2, 4, 2, 5], [2, 7, 2, 7]], [[6, 1, 1, 6], [1, 1, 1, 4], [1, 4, 6, 5], [6, 3, 6, 6], [6, 5, 3, 6], [3, 7, 4, 4]], [[5, 6, 4, 7], [4, 4, 4, 7], [4, 5, 5, 1], [5, 6, 6, 6], [6, 6, 7, 6], [7, 4, 2, 5]], [[2, 7, 2, 6], [2, 7, 7, 4], [7, 1, 1, 4], [1, 6, 2, 7], [2, 6, 4, 4], [4, 5, 6, 3]]]
S-7-6-6-112-NR,132.7930610179901,16659373,[[[4, 7, 3, 2], [3, 6, 2, 6], [2, 5, 5, 6], [5, 5, 6, 2], [6, 3, 6, 4], [6, 6, 4, 5]], [[4, 2, 3, 4], [3, 6, 5, 4], [5, 6, 3, 1], [3, 2, 1, 1], [1, 4, 6, 2], [6, 5, 7, 3]], [[6, 4, 4, 6], [4, 4, 7, 1], [7, 1, 5, 7], [5, 1, 7, 1], [7, 2, 1, 2], [1, 3, 2, 3]], [[3, 6, 6, 5], [6, 1, 4, 1], [4, 7, 7, 3], [7, 1, 6, 7], [6, 2, 4, 7], [4, 3, 2, 5]], [[5, 5, 2, 3], [2, 1, 5, 4], [5, 3, 2, 5], [2, 7, 6, 5], [6, 7, 1, 2], [1, 5, 4, 5]], [[1, 3, 3, 4], [3, 4, 2, 5], [2, 5, 5, 2], [5, 5, 6, 6], [6, 2, 5, 4], [5, 5, 4, 3]]]
S-7-6-6-113-NR,23.332314014434814,2905472,[[[1, 6, 4, 2], [4, 7, 4, 4], [4, 7, 3, 6], [3, 6, 7, 1], [7, 3, 5, 3], [5, 1, 4, 2]], [[5, 2, 5, 7], [5, 4, 2, 5], [2, 6, 3, 6], [3, 1, 4, 6], [4, 3, 4, 2], [4, 2, 3, 3]], [[2, 7, 4, 6], [4, 5, 3, 6], [3, 6, 2, 2], [2, 6, 6, 1], [6, 2, 1, 4], [1, 3, 4, 2]], [[1, 6, 1, 6], [1, 6, 5, 6], [5, 2, 3, 5], [3, 1, 7, 5], [7, 4, 7, 2], [7, 2, 7, 2]], [[1, 6, 1, 7], [1, 6, 2, 7], [2, 5, 4, 7], [4, 5, 1, 5], [1, 2, 1, 5], [1, 2, 3, 6]], [[2, 7, 5, 5], [5, 7, 7, 3], [7, 7, 7, 4], [7, 5, 1, 3], [1, 5, 2, 3], [2, 6, 4, 3]]]
S-7-6-6-114-NR,231.2203185558319,28951913,[[[2, 5, 7, 1], [7, 1, 7, 4], [7, 3, 4, 1], [4, 6, 5, 7], [5, 2, 5, 3], [5, 6, 5, 3]], [[1, 1, 5, 7], [5, 4, 6, 6], [6, 1, 4, 5], [4, 7, 4, 2], [4, 3, 4, 6], [4, 3, 2, 7]], [[5, 7, 2, 7], [2, 6, 7, 3], [7, 5, 5, 3], [5, 2, 6, 1], [6, 6, 1, 7], [1, 7, 5, 2]], [[6, 7, 5, 6], [5, 3, 6, 3], [6, 3, 3, 2], [3, 1, 7, 5], [7, 7, 7, 2], [7, 2, 5, 4]], [[3, 6, 3, 1], [3, 3, 5, 2], [5, 2, 1, 3], [1, 5, 7, 3], [7, 2, 1, 2], [1, 4, 5, 4]], [[1, 1, 1, 5], [1, 2, 3, 7], [3, 3, 3, 7], [3, 3, 1, 3], [1, 2, 2, 3], [2, 4, 6, 1]]]
S-7-6-6-115-NR,2669.400645971298,330439893,[[[3, 2, 3, 7], [3, 7, 7, 7], [7, 1, 2, 4], [2, 5, 6, 5], [6, 1, 2, 2], [2, 3, 7, 2]], [[7, 7, 7, 2], [7, 7, 5, 2], [5, 4, 7, 7], [7, 5, 2, 7], [2, 2, 6, 7], [6, 2, 7, 7]], [[5, 2, 6, 4], [6, 2, 1, 6], [1, 7, 2, 5], [2, 7, 3, 5], [3, 7, 2, 7], [2, 7, 3, 6]], [[6, 4, 6, 3], [6, 6, 5, 2], [5, 5, 3, 7], [3, 5, 4, 7], [4, 7, 3, 5], [3, 6, 6, 7]], [[3, 3, 2, 4], [2, 2, 6, 6], [6, 7, 3, 2], [3, 7, 7, 7], [7, 5, 5, 5], [5, 7, 6, 4]], [[3, 4, 7, 4], [7, 6, 6, 1], [6, 2, 5, 5], [5, 7, 6, 5], [6, 5, 6, 2], [6, 4, 2, 1]]]
S-7-6-6-116-NR,2487.0271005630493,309795121,[[[7, 6, 3, 7], [3, 5, 5, 3], [5, 5, 4, 1], [4, 6, 5, 7], [5, 3, 5, 1], [5, 1, 7, 7]], [[6, 7, 4, 4], [4, 3, 2, 6], [2, 1, 5, 3], [5, 7, 2, 4], [2, 1, 5, 1], [5, 7, 1, 5]], [[6, 4, 4, 5], [4, 6, 2, 5], [2, 3, 4, 5], [4, 4, 3, 6], [3, 1, 7, 3], [7, 5, 2, 7]], [[4, 5, 4, 1], [4, 5, 4, 7], [4, 5, 6, 1], [6, 6, 4, 6], [4, 3, 7, 6], [7, 7, 4, 6]], [[2, 1, 2, 3], [2, 7, 6, 5], [6, 1, 6, 1], [6, 6, 1, 6], [1, 6, 4, 3], [4, 6, 3, 3]], [[4, 3, 2, 1], [2, 5, 3, 4], [3, 1, 4, 7], [4, 6, 4, 5], [4, 3, 2, 5], [2, 3, 4, 1]]]
S-7-6-6-117-NR,842.5543029308319,104230673,[[[2, 2, 2, 4], [2, 2, 4, 6], [4, 2, 4, 4], [4, 4, 1, 2], [1, 7, 6, 4], [6, 2, 5, 6]], [[4, 4, 2, 5], [2, 6, 6, 6], [6, 4, 2, 4], [2, 2, 6, 5], [6, 4, 4, 4], [4, 6, 6, 2]], [[1, 5, 2, 3], [2, 6, 1, 5], [1, 4, 1, 5], [1, 5, 5, 1], [5, 4, 1, 2], [1, 2, 6, 3]], [[5, 3, 3, 4], [3, 5, 6, 3], [6, 5, 3, 3], [3, 1, 4, 5], [4, 2, 3, 2], [3, 3, 5, 6]], [[3, 4, 2, 3], [2, 3, 1, 3], [1, 3, 3, 5], [3, 5, 1, 5], [1, 2, 4, 3], [4, 6, 3, 1]], [[4, 3, 3, 7], [3, 3, 4, 6], [4, 5, 7, 1], [7, 5, 1, 2], [1, 3, 6, 3], [6, 1, 4, 1]]]
S-7-6-6-118-NR,226.53873753547668,28589244,[[[6, 6, 6, 6], [6, 2, 5, 7], [5, 3, 1, 2], [1, 1, 5, 2], [5, 6, 7, 7], [7, 3, 3, 4]], [[7, 6, 3, 7], [3, 7, 7, 1], [7, 2, 5, 7], [5, 2, 1, 5], [1, 7, 7, 7], [7, 4, 1, 6]], [[3, 7, 3, 3], [3, 1, 7, 5], [7, 7, 4, 4], [4, 5, 1, 4], [1, 7, 2, 3], [2, 6, 3, 7]], [[1, 3, 7, 6], [7, 5, 6, 1], [6, 4, 7, 4], [7, 4, 1, 4], [1, 3, 1, 1], [1, 7, 5, 2]], [[4, 6, 2, 3], [2, 1, 4, 7], [4, 4, 7, 2], [7, 4, 2, 2], [2, 1, 7, 7], [7, 2, 5, 3]], [[5, 3, 3, 3], [3, 7, 2, 5], [2, 2, 1, 7], [1, 2, 7, 5], [7, 7, 3, 2], [3, 3, 7, 5]]]
S-7-6-6-10-NR,66.83103084564209,9517937,[[[5, 1, 4, 7], [4, 4, 2, 5], [2, 4, 3, 4], [3, 5, 4, 3], [4, 1, 7, 6], [7, 2, 4, 3]], [[7, 7, 4, 2], [4, 5, 6, 3], [6, 4, 6, 3], [6, 3, 2, 4], [2, 6, 7, 7], [7, 3, 4, 2]], [[7, 2, 4, 5], [4, 3, 4, 1], [4, 3, 5, 1], [5, 4, 2, 2], [2, 7, 2, 3], [2, 2, 3, 5]], [[6, 5, 3, 7], [3, 1, 2, 3], [2, 1, 6, 5], [6, 2, 4, 4], [4, 3, 4, 1], [4, 5, 7, 6]], [[2, 7, 5, 3], [5, 3, 7, 5], [7, 5, 2, 7], [2, 4, 2, 4], [2, 1, 2, 1], [2, 6, 1, 1]], [[5, 3, 4, 4], [4, 5, 3, 3], [3, 7, 7, 1], [7, 4, 5, 2], [5, 1, 6, 6], [6, 1, 3, 1]]]
S-7-6-6-119-NR,572.9735686779022,72273874,[[[3, 2, 6, 3], [6, 6, 4, 6], [4, 7, 6, 1], [6, 5, 6, 6], [6, 6, 3, 2], [3, 7, 5, 2]], [[7, 3, 4, 1], [4, 6, 7, 5], [7, 1, 5, 6], [5, 6, 4, 4], [4, 2, 1, 1], [1, 2, 4, 2]], [[1, 1, 2, 4], [2, 5, 4, 4], [4, 6, 5, 5], [5, 4, 5, 5], [5, 1, 2, 7], [2, 2, 1, 1]], [[4, 4, 1, 2], [1, 4, 6, 1], [6, 5, 2, 5], [2, 5, 2, 7], [2, 7, 3, 7], [3, 1, 6, 4]], [[2, 2, 3, 4], [3, 1, 5, 3], [5, 5, 2, 5], [2, 7, 5, 2], [5, 7, 6, 2], [6, 4, 2, 4]], [[3, 4, 6, 7], [6, 3, 2, 3], [2, 5, 4, 2], [4, 2, 3, 4], [3, 2, 5, 5], [5, 4, 1, 4]]]
S-7-6-6-120-NR,533.6372082233429,67094782,[[[5, 2, 3, 2], [3, 2, 3, 3], [3, 6, 3, 2], [3, 6, 2, 5], [2, 5, 5, 6], [5, 6, 4, 1]], [[1, 2, 4, 2], [4, 3, 2, 6], [2, 2, 1, 1], [1, 5, 1, 7], [1, 6, 4, 4], [4, 1, 3, 4]], [[7, 2, 7, 6], [7, 6, 5, 4], [5, 1, 4, 7], [4, 7, 5, 7], [5, 4, 7, 6], [7, 4, 2, 4]], [[2, 6, 1, 1], [1, 4, 1, 4], [1, 7, 3, 6], [3, 7, 3, 6], [3, 6, 7, 6], [7, 4, 7, 5]], [[3, 1, 2, 2], [2, 4, 4, 4], [4, 6, 5, 3], [5, 6, 4, 7], [4, 6, 3, 3], [3, 5, 6, 6]], [[3, 2, 4, 3], [4, 4, 3, 6], [3, 3, 3, 2], [3, 7, 6, 1], [6, 3, 4, 6], [4, 6, 6, 3]]]
S-7-6-6-121-NR,403.355571269989,50858632,[[[1, 2, 4, 7], [4, 5, 2, 1], [2, 7, 4, 4], [4, 4, 7, 7], [7, 6, 3, 4], [3, 2, 5, 5]], [[7, 7, 2, 2], [2, 1, 3, 2], [3, 4, 4, 7], [4, 7, 1, 3], [1, 4, 2, 6], [2, 5, 5, 4]], [[2, 2, 5, 4], [5, 2, 2, 6], [2, 7, 3, 1], [3, 3, 4, 1], [4, 6, 2, 3], [2, 4, 3, 4]], [[3, 4, 3, 3], [3, 6, 6, 5], [6, 1, 5, 1], [5, 1, 5, 2], [5, 3, 7, 7], [7, 4, 2, 7]], [[7, 3, 1, 6], [1, 5, 3, 4], [3, 1, 5, 1], [5, 2, 5, 2], [5, 7, 2, 7], [2, 7, 6, 7]], [[4, 6, 6, 1], [6, 4, 2, 6], [2, 1, 1, 6], [1, 2, 2, 7], [2, 7, 6, 7], [6, 7, 7, 5]]]
S-7-6-6-122-NR,96.00682616233826,12028783,[[[5, 2, 6, 6], [6, 5, 2, 7], [2, 7, 3, 3], [3, 3, 7, 7], [7, 1, 4, 1], [4, 6, 3, 4]], [[7, 6, 7, 1], [7, 7, 5, 6], [5, 3, 4, 5], [4, 7, 1, 5], [1, 1, 5, 4], [5, 4, 2, 3]], [[4, 1, 3, 5], [3, 6, 1, 5], [1, 5, 7, 7], [7, 5, 3, 4], [3, 4, 4, 2], [4, 3, 7, 6]], [[6, 5, 3, 4], [3, 5, 1, 4], [1, 7, 1, 5], [1, 4, 1, 1], [1, 2, 2, 7], [2, 6, 6, 4]], [[5, 4, 4, 7], [4, 4, 3, 3], [3, 5, 4, 5], [4, 1, 2, 1], [2, 7, 6, 2], [6, 4, 2, 5]], [[1, 7, 3, 3], [3, 3, 4, 4], [4, 5, 1, 6], [1, 1, 4, 2], [4, 2, 3, 5], [3, 5, 4, 4]]]
S-7-6-6-123-NR,262.87087082862854,32672522,[[[1, 3, 2, 1], [2, 1, 4, 7], [4, 7, 1, 5], [1, 4, 4, 1], [4, 3, 1, 3], [1, 1, 7, 6]], [[7, 1, 4, 1], [4, 7, 1, 1], [1, 5, 6, 2], [6, 1, 2, 7], [2, 3, 1, 3], [1, 6, 1, 4]], [[4, 1, 5, 4], [5, 1, 3, 4], [3, 2, 7, 1], [7, 7, 7, 3], [7, 3, 3, 5], [3, 4, 5, 7]], [[5, 4, 4, 2], [4, 4, 7, 5], [7, 1, 6, 5], [6, 3, 5, 7], [5, 5, 3, 1], [3, 7, 3, 4]], [[3, 2, 7, 6], [7, 5, 5, 4], [5, 5, 6, 5], [6, 7, 6, 7], [6, 1, 6, 5], [6, 4, 7, 7]], [[1, 6, 4, 2], [4, 4, 5, 2], [5, 5, 6, 3], [6, 7, 4, 5], [4, 5, 3, 3], [3, 7, 6, 2]]]
S-7-6-6-124-NR,529.1279232501984,66147738,[[[3, 5, 1, 4], [1, 1, 3, 2], [3, 2, 2, 4], [2, 1, 2, 7], [2, 4, 7, 6], [7, 3, 7, 3]], [[3, 4, 5, 3], [5, 2, 7, 4], [7, 4, 2, 1], [2, 7, 4, 6], [4, 6, 5, 5], [5, 3, 1, 6]], [[3, 3, 6, 1], [6, 4, 4, 5], [4, 1, 5, 4], [5, 6, 7, 1], [7, 5, 5, 4], [5, 6, 2, 1]], [[4, 1, 2, 6], [2, 5, 5, 4], [5, 4, 7, 2], [7, 1, 2, 4], [2, 4, 6, 5], [6, 1, 3, 1]], [[7, 6, 7, 6], [7, 4, 4, 6], [4, 2, 4, 6], [4, 4, 6, 3], [6, 5, 5, 7], [5, 1, 4, 4]], [[1, 6, 2, 4], [2, 6, 1, 5], [1, 6, 1, 5], [1, 3, 5, 4], [5, 7, 1, 1], [1, 4, 2, 2]]]
